id,part,problem,details,cylinders,engine
103903,INTERCYLINDER BAFFLE TENSION WIRE,CHAFING,OIL RETU,[1],
103904,BAFFLE BUTTONS,WORN,,,
103905,CYLINDER,COMPRESSION,"LOW, 25LBS. COMING FROM EXHAUST",[1],
103906,CYLINDER,COMPRESSION,"LOW, 25LBS. COMING FROM EXHAUST",[1],
103907,BAFFLE SEAL,NEEDS,"RTV, ABOVE ENG INLET",,
103908,ROCKER COVERS,LEAKING,,"[4, 1, 3]",
103909,BAFFLE SEAL,PULLED,STAPLE THROUGH,[4],L
103910,ROCKER COVERS,LEAKING,,"[1, 3]",
103921,IGN TOP LEADS,NEED,TO BE SECURED,"[2, 4]",
103922,INTAKE GASKET,LEAKING,,[2],
103923,INTAKE GASKETS,LEAKING,,"[1, 2]",
103924,INTAKE,LEAKING,,[2],
103925,FWD SIDE BAFFLE SEAL,DISCONNECTED,,[2],
103926,SCREW,MISSING,"ON ENG BAFFLE AFT & NEXT TO CYL #3, SCREW MOUN",,
103927,INTAKE GASKET,LEAKING,,[2],R
103928,ROCKER GASKETS,LEAKING,,"[2, 4]",L
103929,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",L
103930,ROCKER GASKETS,LEAKING,,"[3, 4]",R
103941,ROCKER COVER GASKETS,LEAKING,,,L
103942,BAFFLE SEAL,NEEDED,TO BE LOOK,[1],
103943,ROCKER COVER SCREWS,LOOSE,,,
103944,,COMPRESSION,LOW 5/80,[1],R
103945,,COMPRESSION,LOW 20/80,[3],R
103946,BAFFLE,CRACKED,AT OIL COOLER,[4],R
103947,BAFFLE SEAL RIVET,PULLED THROUGH,,[4],
103948,INTAKES,LEAKING,,"[1, 3]",R
103949,,COMPRESSION,LOW 5/80,[1],R
103950,,COMPRESSION,LOW 5/80,[1],R
103961,MAG,FAILED,,[1],R
103962,MAG,FAILED,,[1],R
103963,MAG,FAILED,,[1],R
103964,INTAKE,LEAKING,,[2],LEFT
103965,ENGINE,ROUGHNESS,,,
103966,BAFFLE,MISSING,,[2],
103967,GASKET,LEAKING,,[4],
103968,GASKET,LEAKING,,[1],
103969,GASKETS,LEAKING,,"[2, 3, 4]",
103970,BAFFLE,CRACK,,[1],R
103981,INTAKE GASKETS,LEAKING,,"[1, 2, 3]",
103982,ROCKER COVER GASKET,LEAKING,,[1],
103983,INTAKE GASKET,LEAKING,,[4],L
103984,ROCKER COVER GASKET,LEAKING,,[3],R
103985,PRIMER LINE CLAMP,,LOOSE,[4],L
103986,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",R
103987,INTAKE TUBE,DAMAGE,CHAFING,[3],
103988,ENGINE SCROLL,,DIRTY,,
103989,INTAKE GASKETS,LEAKING,,"[3, 4]",
103990,INTAKE,LEAKING,,[2],R
104001,INTAKE GASKET,LEAKING,,[2],
104002,ROCKER COVER GASKET,LEAKING,,[2],
104003,ENG FWD SEAL,WORN,SPOTS AT AIR INLET,,
104004,ROCKER COVER GASKET,LEAKS,,[1],
104005,ROCKER COVER GASKET,LEAKING,,[1],
104006,ROCKER COVER GASKET,LEAKING,,[4],
104007,,LEAKING,SIGNIFICANT AMOUNT OF OIL FROM CYLINDER AREA,[4],
104008,ENGINE CRANKCASE BACKBONE,LEAK,SMALL NOTED ON UPPER,,
104009,INTAKE,LEAKING,,[2],
104010,ROCKER COVER GASKET,LEAKING,,[2],
104021,INTAKE GASKET,LEAKING,,[1],
104022,ENGINE BAFFLE,CRACKED,NEXT TO CYL #1,[1],R
104023,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",
104024,,,,,
104025,ROCKER COVER GASKET,LEAKING,,[4],
104026,INTAKE GASKET,LEAKING,,[2],
104027,CYL BAFFLE,CRACKED,PREVIOUS PATCH REPAIR,[4],
104028,OIL RETURN LINE,LEAK,BYT ACCESSORY CASE,,
104029,INTAKE TUBE GASKET,LEAKING,,[1],
104030,ROCKER COVER SCREWS,LOOSE,ALL,,
104041,,,,,
104042,INTAKE,LEAKING,,[3],L
104043,CYL BAFFLE,CRACK,,[1],R
104044,AFT BAFFLE,CRACK,,,R
104045,STARTER WIRE,CHAFING,,,R
104046,INTAKE GASKETS,LEAKING,,"[1, 2, 3, 4]",R
104047,INTAKE,LEAKING,,[4],
104048,BAFFLE INNER TIE WIRE,MISROUTED,,,
104049,INTAKE GASKETS,LEAKING,,"[2, 4]",
104050,INTAKE GASKET,LEAKING,,[4],
104061,OIL COOLER O/B CYLINDER BRACKET,CRACKED,,,
104062,INTAKE GASKET,LEAKING,,[2],
104063,OIL COOLER,NEEDS,,,L
104064,OIL COOLER,NEEDS,,,R
104065,OIL COOLER,NEEDS,,,L
104066,OIL COOLER,NEEDS,,,R
104067,BAFFLE BRACKET BY OIL COOLER,CRACKED,,,
104068,OIL COOLER,NEEDS,,,R
104069,LEFT REAR BAFFLE,CRACKED,,,L
104070,OIL COOLER,NEEDS,,,L
104081,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",[4],
104082,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",[4],
104083,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",[4],
104084,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",[4],
104085,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",[4],
104086,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",[4],
104087,,COMPRESSION,"NO COMPRESSION (0/80), AIR COMING OUT EXHAUS",[4],
104088,SEAL,WORN,"FWD LWR BLACK SEAL WORN, ABOVE AIR INTAKE",,
104089,BAFFLE,CRACK,CRACK AT FWD BAFFLE BY HEAT INLET,,
104090,,ROUGH,"DURING TAKEOFF @ CKN, ENG RAN VERY ROUGH FOR 3 SECONDS W/ FU",,
104101,ROCKER COVERS,LEAKING,,"[1, 2]",L
104102,INTAKE GASKET,LEAKING,,[3],R
104103,SEAL,LOOSE,"ON ENGINE COWL, ABOVE L/H & R/H OIL COOLERS",,
104104,ROCKER COVER GASKETS,LEAKING,,"[1, 2, 3, 4]",R
104105,INTAKE,LEAKING,,[4],
104106,ROCKER COVER GASKET,LEAKING,,[2],
104107,ENGINE,,MADE A SPUTTERING NOISE FOR 3 SECS,,
104108,ENGINE,,RAN CONSISTANTLY ROUGH,,
104109,ENGINE,,RAN CONSISTANTLY ROUGH,,
104110,ENGINE,,RAN CONSISTANTLY ROUGH,,
104121,,FAILED,MAG CK ON RUN UP,,
104122,,RAN,ROUGH. 200 TO 1200 ENGINE ALM,,ENGINE
104123,INTAKE GASKE,LEAKING,,[2],
104124,ROCKER COVER SCREW,MISSING,,[4],
104125,SIDE BAFFLE SCREW,MISSING,,[3],
104126,INTAKES,LEAKING,,"[2, 4]",
104127,,RAN,ROUGH DURING RUN UP,,ENGINE
104128,,RAN,ROUGH DURING RUN UP,,ENGINE
104129,,NEEDS,RUN UP FOR FINAL CHECKS BEFORE BEING SOLD,,
104130,INTAKE GASKET,LEAKING,,[3],
104141,ROCKER COVER,LEAKING,,[2],R
104142,INTAKE,LEAKS,,[2],R
104143,,COMPRESSION,55 LBS (RINGS LEAKING),[2],R
104144,,COMPRESSION,55 LBS (RINGS LEAKING),[2],R
104145,THROTTLE,HARD,"IDLE SEVERAL SECONDS, ENGINE",,
104146,ENGINE BAFFLE MOUNTING SCREW,LOOSE,,,R
104147,SNIFFLER VALVES,DIRTY,,,
104148,OIL RETURN LINE INTER-COOLER BAFFLING GROMMET,WORN,,[3],
104149,ROCKER COVERS,LEAKING,,"[2, 4]",
104150,PUSH ROD TUBE STAND OFF RIVET,NEEDS,TO BE SQUEEZE,[1],
104161,ROCKER COVERS,LEAKING,,"[3, 4]",
104162,CRANKSHAFT SEAL,LEAKING,,,R
104163,INTAKE GASKETS,LEAKING,,"[2, 4]",L
104164,,,,,
104165,INTAKE,LEAKING,,[3],L
104166,ROCKER COVER,LEAKING,,[1],L
104167,INTAKES,LEAKING,,"[3, 4]",R
104168,INTAKE,LEAKING,,[2],
104169,ROCKER COVER GASKET,LEAKING,,[2],
104170,BAFFLE TIE ROD THREADS,STRIPPED,,"[2, 4]",L
104181,BAFFLING,CRACK,,[4],
104182,ENGINE,OVERSPED,,,
104183,ROCKER COVERS,LEAKING,,"[1, 4]",
104184,INTAKES,LEAKING,EVIDENCE,"[2, 4]",L
104185,OIL COOLER HOSE,,POSITIONED TOO CLOSE TO OIL FILTE,,L
104186,OIL COOLER HOSE,,POSITIONED TOO CLOSE TO OIL FILTE,,L
104187,INTAKE,LEAKING,,[4],
104188,BAFFLE PLUG,WORN,,,R
104189,ROCKER COVER GASKETS,LEAKING,,"[1, 3]",R
104190,INTAKE GASKET,LEAKING,,[1],
104201,BAFFLE SEAL,NEEDS,TO BE RESECURED,[1],
104202,ENGINE CASE BOLTS,LEAKING,SIGNS OF OIL FROM FWD AT MAIN CRAN,,
104203,INTAKE,LEAKING,,[2],
104204,INTAKE GASKET,LEAKING,,[4],R
104205,BAFFLE SEAL,LOOSE,,[1],
104206,INTERCYLINDER BAFFLE,BROKEN,SAFETY WIRE BETWEEN,"[2, 4]",
104207,SNIFFLER VALVES,NEEDS,TO BE CLEANED,,
104208,BAFFLE SCREW,MISSING,,[3],
104209,INTAKE,LEAKING,,[3],
104210,OIL COOLER,DIRTY,,,
104221,FUEL INJECTOR,NEEDS,TO BE CLEANED,,
104222,INTAKE,LEAKING,HAS EVIDENCE OF,[2],L
104223,BAFFLE,LOOSE,,,L
104224,INTAKE GASKET,LEAKING,,[3],
104225,OIL COOLER,DIRTY,,,
104226,BAFFLE SEAL,PULLED,THRU ONE RIVET,[4],R
104227,ROCKER COVER,MISSING,A SCREW,[1],L
104228,INTAKE,LEAKING,,[4],
104229,INTAKE GASKET,LEAKING,,[2],
104230,BAFFLE BUTTONS,NEED,REPLACEMENT,,
104241,,ROUGHNESS,ON FINAL. PRECAUTIONARY LANDING,,
104242,BLACK SEAL,WORN,SPOTS FOR AIR INTAKE (ENG),,
104243,INTAKE GASKET,LEAKING,,[4],
104244,INTAKE,LEAKING,,[4],
104245,CYL,COMPRESSION,@ ZERO PSI,[4],
104246,CYL,COMPRESSION,@ ZERO PSI,[4],
104247,CYL,COMPRESSION,@ ZERO PSI,[4],
104248,INTAKE GASKET,LEAKING,,[2],
104249,ROCKER COVERS,LEAKING,ALL 4,,
104250,ROCKER COVER,LEAKING,,"[2, 3]",
104261,ROCKER COVER GASKET,LEAKING,,[2],
104262,,LEAKING,,[2],
104263,ROCKER COVER GASKET,LEAKING,,[2],
104264,INTAKES,LEAKING,,"[3, 4]",
104265,BAFFLE SEAL,LOOSE,,[1],
104266,BAFFLE PLUGS,NEED,TO BE REPLACED,,
104267,INTAKE GASKET,LEAKING,,[2],
104268,RIVET,LOOSE,ON BAFFLE SEAL,[1],
104269,INTAKE,LEAKING,,"[2, 4]",
104270,GROMMET,WORN,"ON ENGINE AFT BAFFLE, ON GROMMET HOLE FOR OIL P",,
104281,SNIFFLER VALVES,NEED,TO BE CLEANED,,
104282,BAFFLE SCREW,MISSING,BY OIL FILLER TUBE,,
104283,INTAKE,LEAKING,,[4],
104284,INTAKE GASKET,LEAKING,,[4],L
104285,INTAKE GASKETS,LEAKING,,"[3, 2]",R
104286,INTAKE TUBE GASKET,LEAKING,,[3],
104287,BAFFLE,CRACKED,ON PREVIOUS REPAIR,[1],
104288,ROCKER COVER GASKET,LEAKING,,[2],
104289,AFT BAFFLE SCREW,LOOSE,,[4],
104290,INTAKE GASKETS,LEAKING,,"[2, 4, 1]",
104301,AFT BAFFLE,CHAFING,#3 DRAIN LINE,[3],
104302,ENGINE BAFFLE PLUG,WORN,,,
104303,OIL COOLER,FUZZ,,,
104304,INTAKE GASKET,LEAKING,,[2],
104305,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
104306,,,PILOT NOTICED WHISTLING NOISE ON RUN UP,,
104307,INTAKE GASKET,LEAKING,,[2],L
104308,MANIFOLD PRESSURE FITTING,LOOSE,,,R
104309,INTAKE GASKETS,LEAKING,,"[3, 2]",R
104310,ROCKER COVERS,LEAK,,"[1, 3]",
104321,SEAL,WORN,"ABOVE VACUUM PUMP, R/H SIDE",,R
104322,BAFFLE,BROKEN,SUPPORT,,
104323,SCREW,MISSING,FOR ROCKER COVER/BAFFLE,[4],
104324,GASKET,LEAKING,INTAKE,[3],R
104325,GASKET,LEAKING,ROCKER BOX COVER,[1],L
104326,GASKETS,LEAKING,INTAKE,"[3, 2]",L
104327,GASKETS,LEAKING,ROCKER BOX COVER,"[2, 3]",R
104328,BAFFLE SEALS,LOOSE,,,R
104329,,OVERSPEED,RPM,,
104330,GASKET,LEAKING,SIGNS OF,[2],
104341,BAFFLE,CRACKED,,[4],
104342,SEAL,WORN,SPOTS,,
104343,BOLT,MISSING,,[1],R
104344,GASKETS,LEAKING,,"[2, 3]",L
104345,GASKETS,LEAKING,,"[1, 2, 4]",L
104346,COVERS,LEAKING,,"[2, 4]",R
104347,GASKETS,LEAKING,,"[2, 3]",R
104348,SEALS,LOOSE,,,L
104349,TIE RODS,NEED,TO BE REPLACED,,
104350,SEAL,NEEDS,TO BE SECURED,[1],
104361,INTAKE GASKETS,LEAKING,,"[2, 4]",
104362,,COMPRESSION,LOW (30 LBS),[4],R
104363,INTAKES,LEAKING,,"[3, 4]",R
104364,,COMPRESSION,LOW (30 LBS),[4],R
104365,,COMPRESSION,LOW (30 LBS),[4],R
104366,BAFFLE PLUG,MISSING,,[4],
104367,INTAKE GASKET,LEAKING,,[1],
104368,BAFFLE WIRE,CHAFING,#4 OIL RETURN TUBE,[4],
104369,,COMPRESSION,"LOW, LEAKING THROUGH EXHAUST VALVE (2",[4],
104370,,COMPRESSION,"LOW, LEAKING THROUGH EXHAUST VALVE (2",[4],
104381,BACKBONE,LEAKS,AT BOLT IN MIDDLE,,
104382,INTAKE GASKETS,LEAKING,,"[1, 2, 4]",
104383,BAFFLE PLUG,REQUIRES,REPLACEMENT,,R
104384,INTAKE GASKETS,LEAKING,,"[3, 4]",
104385,BAFFLE PLUGS,NEED,TO BE REPLACED,,
104386,CYL INTAKE,LEAKS,,[2],
104387,SCREW,MISSING,ON R/H ENG BAFFLING,,R
104388,INTAKE GASKET,LEAKING,,[2],
104389,INTAKES,LEAKING,,"[2, 4]",L
104390,,WON'T START,,,L
104401,INTAKE GASKETS,LEAKING,,"[2, 4]",R
104402,INTAKE,LEAKING,,[2],
104403,INTAKE,LEAKING,,[2],
104404,INTAKE GASKET,LEAKING,,[4],
104405,ENGINE,ROUGHNESS,AT FULL THROTTLE,,
104406,INTAKE,LEAKING,,[3],R
104407,INTAKE,LEAKING,,[2],L
104408,ROCKER COVER GASKET,LEAKING,,[4],
104409,INTAKE GASKET,LEAKING,,[1],
104410,ROCKER COVER GASKET,LEAKING,,[1],
104421,,NEEDS,TO BE REPLACED,[3],
104422,,NEEDS,TO BE REPLACED,[4],
104423,INTAKE GASKET,LEAKING,,[2],
104424,POP RIVETS,LOOSE,"ON BAFFLE, AFT OF #4 CYL",[4],
104425,ENGINE BAFFLE PLUGS (TABS),BROKEN,,,
104426,INTAKES,LEAKING,,"[2, 3, 4]",L
104427,INTAKES,LEAKING,,"[1, 2, 3, 4]",R
104428,INTAKE,LEAKING,,[2],R
104429,INTAKES,LEAKING,,"[3, 4]",L
104430,OIL COOLER,NEEDS,CLEANING,,
104441,INTAKE GASKETS,LEAK,,"[4, 3]",R
104442,INTAKE,LEAKING,,[2],L
104443,INTAKE GASKET,LEAKING,,[4],L
104444,INTAKE GASKET,LEAKING,,[4],R
104445,INTAKE GASKET,LEAKING,,[3],R
104446,ROCKER COVER GASKET,LEAKING,,[1],R
104447,ROCKER COVER,LEAKING,,[3],L
104448,INTAKES,LEAKING,,"[2, 3]",L
104449,ROCKER COVER DRAIN HOSE CLAMPS,LEAKING,,,L
104450,ROCKER COVER,LEAKING,,[3],R
104461,ROCKER DRAIN LINES,LEAKING,AT HOSE CLAMPS,,
104462,BAFFLE WIRE,NOT CONNECTED,,"[1, 3]",
104463,INTAKE GASKET,LEAKING,,[3],R
104464,INTAKE GASKET,LEAKING,,[3],L
104465,ROCKER COVER,LEAKING,,[4],
104466,OIL RETURN LINES,LEAKING,,"[1, 2, 4]",
104467,ENGINE BAFFLE SCREW,MISSING,REAR,,R
104468,ROCKER COVER GASKET,LEAKING,,[2],
104469,UPPER BAFFLE,CRACK,,,L
104470,ROCKER COVER,LEAKING,,[4],
104481,ROCKER COVERS,LEAKING,,"[1, 3]",
104482,INTAKE GASKET,LEAKING,EVIDENCE,"[2, 4]",
104483,,FAILED,"@ .031""",[2],
104484,,FAILED,"@ .032""",[3],
104485,,FAILED,"@ .033""",[4],
104486,,FAILED,"@ .033""",[4],
104487,VALVE GUIDE,FAILED,"@ .035""",[1],
104488,,FAILED,"@ .031""",[2],
104489,,FAILED,"@ .031""",[2],
104490,,FAILED,"@ .032""",[3],
104501,STARTER,FOD,,,
104502,BAFFLING,CRACKED,,[3],
104503,BAFFLING,NOT,CONNECTED,"[2, 4]",
104504,SNIFFLER VALVES,DIRTY,,,
104505,BAFFLE PLUG,MISSING,,,L
104506,INLET SCREEN,NEEDS,TO BE CLEANED,,
104507,INTAKE GASKET,LEAKING,,[4],R
104508,ENGINE BAFFLE,CRACKED,AT OIL COOLER,,L
104509,ENGINE BAFFLE,CRACKED,AT OIL COOLER,,R
104510,PROP,OVERSPEED,2770 FOR 3+ SECONDS,,
104521,BAFFLE,CRACKED,,[1],
104522,GASKET,LEAKING,,[3],R
104523,GASKETS,LEAKING,,"[3, 4]",L
104524,INTAKES,LEAKING,,,
104525,GASKET,LEAKING,,[2],
104526,INTAKE,LEAKING,,"[2, 3]",R
104527,GASKET,LEAKS,,[3],R
104528,SEAL,UNSECURED,,[2],R
104529,GASKETS,LEAKING,,"[2, 3, 4]",L
104530,GASKETS,LEAKING,,"[2, 3]",R
104541,INTAKES,LEAKING,,"[3, 4]",R
104542,1ST STAGE COMP BLADE,NICKED,,,L
104543,BREATHER TUBE,BLOCKED,,,
104544,,COULD NOT START,,,L
104545,ENGINE,QUIT,"WHEN LEANING OUT ENGINE, ENGINE WOULD QUIT & DIE",,
104546,START ASSIST,NEEDED,,,
104547,INTAKE GASKET,LEAKING,,[3],
104548,INTAKE,LEAKING,,[1],
104549,ROCKER GASKET,LEAKING,,[3],
104550,INTAKE,LEAKING,,[2],
104561,INTAKE,LEAKING,,[4],
104562,INTAKE GASKET,LEAKING,,[3],R
104563,ROCKER COVER GASKET,LEAKING,,[1],R
104564,INTAKES,LEAKING,,"[2, 3, 4]",L
104565,BAFFLE TIE RODS,BROKEN,,[2],
104566,EXHAUST VALVE,FAILED,"(EX CLEARANCE .033"")",[1],
104567,EXHAUST VALVE,FAILED,"(EX CLEARNACE .035"")",[2],
104568,EXHAUST VALVE,FAILED,"(EX CLEARNACE .034"")",[3],
104569,EXHAUST VALVE,FAILED,"(EX CLEARNACE .035"")",[2],
104570,EXHAUST VALVE,FAILED,"(EX CLEARNACE .033"")",[4],
104581,INTAKE TUBE GASKET,LEAKING,,[2],
104582,LOWER INTAKE CLAMP,LOOSE,,[2],
104583,INTAKE,LEAKING,,[4],
104584,BAFFLE,MISSING,ON BACK OF,[3],
104585,INTAKE TUBES,OIL,FOUND NEAR,"[2, 4]",
104586,BAFFLE PLUG,NEEDS,TO BE REPLACED,,R
104587,INTAKE TUBE GASKET,LEAKING,,[3],
104588,INTAKE,LEAKING,,[2],
104589,ENGINE,DIRTY,,,
104590,CASE HALVES,SEEPING,OIL FROM TOP OF,,
104601,INTAKE GASKET,LEAKING,,[1],
104602,INTAKE GASKET,LEAKING,,[4],
104603,,HARD,LANDING REPORTED BY TOWER,,
104604,MAG,PULLED,LOWER STUD OUT FROM CASE,,L
104605,UPPER EXHAUST SHROUD,ALIGN,DOES NOT W/ LOWER SHROUD,,
104606,INTAKE TUBE GASKET,LEAKING,,[2],
104607,INTAKE GASKET,LEAKING,,[2],
104608,ROCKER GASKET,LEAKING,,[2],
104609,ENGINE BAFFLE BOLT,NEEDS,TO BE SAFETIED,,R
104610,FRONT ENG SEAL,WORN,SPOTS (BLACK) ABOVE AIR INTAKE,,
104621,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT,,
104622,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT,,
104623,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT,,
104624,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT,,
104625,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT,,
104626,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT,,
104627,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT,,
104628,INTAKES,LEAKING,,"[2, 3]",
104629,INTAKE,LEAKING,,[4],
104630,,NO COMPRESSION,,[3],R
104641,INTAKES,LEAKING,,"[2, 3, 4]",R
104642,ENGINE BAFFLE PLUGS,WORN,,,
104643,INTAKES,LEAKING,,"[2, 4]",
104644,INTAKE GASKET,LEAKING,,[4],
104645,ROCKER COVER GASKET,LEAKING,,[2],
104646,ROCKER COVERS,LEAKING,,,
104647,,,,,
104648,,,,,
104649,,,,,
104650,INTAKE GASKETS,LEAKING,,"[2, 4]",
104661,,,ON START; HEARD A CLICK AS MAGS TRIED TO TURN OVER,,
104662,SNIFFLER VALVES,NEED,TO BE CLEANED,,
104663,INTAKE GASKETS,LEAKING,,"[2, 4]",
104664,ENGINE BAFFLE COVER CAM LOCK,NEEDS,TO BE FIXED,,R
104665,INTAKE,LEAKS,,[4],R
104666,NLG DOWN LOCK AFT TRUNNION BOLT,LOOSE,,,R
104667,INTAKES,LEAKING,,"[2, 3, 4]",L
104668,SNIFFLER VALVES,DIRTY,,,
104669,INTAKE,LEAKING,,[3],R
104670,INTAKES,LEAKING,,"[2, 3, 4]",L
104681,LIFT BOLT,LEAK,OIL,,R
104682,MIXTURE,NEED,TO BE RESET,,
104683,INTAKE O-RING,UNSEATED,,[2],
104684,INTAKE,LEAKING,,[4],
104685,BAFFLE PLUGS,DAMAGED,BOTH,,
104686,INTAKE GASKET,LEAKING,,[3],
104687,INTAKE TUBE GASKETS,LEAKING,,"[1, 2, 3]",
104688,BLACK SEAL,WORN,AT INTAKE,,
104689,EXHAUST VALVE,FAILED,,[1],
104690,EXHAUST VALVE,FAILED,,[4],
104701,,COMPRESSION,LOW,[2],L
104702,,COMPRESSION,LOW,[2],L
104703,,COMPRESSION,LOW,[2],L
104704,,COMPRESSION,LOW,[2],L
104705,INTAKE,LEAKING,,[2],
104706,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",
104707,SCREW,LOOSE,FOR ENG BAFFLE BEHIND OIL DIPSTICK TUBE,,
104708,INTAKE,LEAKING,,[2],L
104709,INTAKES,LEAKING,,"[3, 4]",R
104710,BAFFLE,MISSING,SCREW,[2],
104721,,NEEDS,TO BE CHANGED (FAILED ),[3],
104722,,NEEDS,TO BE CHANGED (FAILED ),[4],
104723,,NEEDS,TO BE CHANGED (FAILED ),[1],
104724,,NEEDS,TO BE CHANGED (FAILED ),[1],
104725,,NEEDS,TO BE CHANGED (FAILED ),[2],
104726,,NEEDS,TO BE CHANGED (FAILED ),[3],
104727,,NEEDS,TO BE CHANGED (FAILED ),[3],
104728,,NEEDS,TO BE CHANGED (FAILED ),[4],
104729,SCREW,LOOSE,FOR BAFFLE BY DIPSTICK,,R
104730,BAFFLE SEAL,WORN,BY ENG INTAKE,,
104741,INTAKE TUBE,NEEDS,TO BE REPLACED,,
104742,ENGINE BAFFLE DEFLECTOR,CRACKED,,,R
104743,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,,
104744,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,,
104745,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,,
104746,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,,
104747,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,,
104748,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,,
104749,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,,
104750,ENGINE,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL,,
104761,INTAKE GASKETS,LEAKING,,"[1, 3]",
104762,INTAKE GASKETS,LEAKING,,"[2, 3]",
104763,FWD ENG SEAL,NEEDS,RIVET,,L
104764,INTAKE GASKET,LEAKING,,[4],
104765,FWD BLACK BAFFLE SEAL,LOOSE,R/H LWR SIDE,,
104766,INTAKE TUBE GASKET,LEAKING,,[2],
104767,INTAKE,LEAKING,,[4],
104768,CYLINDER,COMPRESSION,BELOW 40 PSI. LEAKING PAST EXHAUST,[4],
104769,CYLINDER,COMPRESSION,BELOW 40 PSI. LEAKING PAST EXHAUST,[4],
104770,CYLINDER,COMPRESSION,BELOW 40 PSI. LEAKING PAST EXHAUST,[4],
104781,INTAKE TUBE GASKET,LEAKING,,[3],
104782,BLACK SEAL,WEARING,AGAINST ENG INTAKE FILTER,,
104783,INTAKE,LEAKING,,[3],R
104784,BLACK SEAL,NEEDS,FOR FWD BAFFLE RTV,,
104785,SCREW,LOOSE,"FOR BAFFLE, BEHIND OIL DIPSTICK TUBE",,
104786,INTAKES,LEAK,,"[1, 3]",
104787,INTAKE GASKETS,LEAKING,,"[1, 2]",
104788,ROCKER COVER GASKET,LEAKING,,[2],
104789,ROCKER COVER,LEAKING,,[2],
104790,,,"ON CLIMB, NOTICED M VOLTS DROPPED TO 26, RPM WAS CONSTANT. O",,
104801,BAFFLE INTERCONNECT ROD,BROKEN,,"[2, 4]",
104802,,,IN TRAFFIC PATTERN HEARD TICKING/CHIRPING NOISE. ONLY OCCURE,,
104803,INTAKE GASKET,LEAKING,,[2],
104804,INTAKE GASKET,LEAKING,,[4],L
104805,ROCKER COVER GASKET,LEAKING,,[2],L
104806,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",L
104807,FWD BAFFLE SEAL,NEEDS,,[1],L
104808,INTAKE,LEAKING,,[4],
104809,ROCKER COVER,LEAKING,,[1],
104810,INTAKE GASKET,LEAKING,,[2],
104821,INTAKE,LEAKING,,[2],
104822,BAFFLE TIE WIRE,LOOSE,RUBBING #1 DRAIN TUBE,"[1, 3]",
104823,,,,,
104824,INTAKE GASKETS,LEAKING,,"[2, 4]",
104825,,,,,
104826,,,,,
104827,TOP BACK BONE,SEEPING,OIL,,R
104828,INTAKE GASKETS,LEAKING,,"[3, 4]",R
104829,TOP BACK BONE,SEEPING,OIL,,R
104830,FWD BAFFLE PLUG,MISSING,,[3],
104841,INTAKES,LEAKING,,"[1, 4]",
104842,,REQUIRES,START ASSIST,,
104843,,REQUIRES,START ASSIST,,
104844,,REQUESTS,IDLE ADJUSTMENT,,
104845,LOWER OIL COOLER LINE,,RESTING ON ACCESSORY PLATE STUD,,
104846,ROCKER COVERS,LEAKING,,"[3, 4]",
104847,SCREW,MISSING,ON #2 CYL BAFFLE & STAND OFF,[2],
104848,OIL COOLER LOWER FITTING,LOOSE,,,
104849,FWD BAFFLE SEAL,LOOSE,,,R
104850,OIL COOLER LOWER FITTING,LOOSE,,,
104861,BAFFLE SEAL,PULLED_THROUGH,RIVET,[4],
104862,BAFFLE SEAL,NEEDS,SECTION BY AIR FILTER REPAIR,,
104863,INTAKE,LEAKS,,[1],
104864,SCREW,LOOSE,BEHIND OIL DIPSTICK FOR BAFFLE,,
104865,FRONT SEAL,LOOSE,HAS WORN SPOTS (BAFFLE SEAL),,
104866,INTAKE GASKETS,LEAKING,,"[3, 4]",
104867,BAFFLE BRACKET,CRACKED,,[3],
