id,part,problem,rest,location
100556,,COMPRESSION,NO COMPRESSION,#3 CYLINDER   
100557,,,,
100558,INTAKE,LEAKING,, #3 & 4 R/H ENGINE
100559,INTAKE,LEAKING,," #1, 2, 3 & 4 L/H ENGINE"
100560,ROCKER COVER,LEAKING,, 3 & 4 L/H ENGINE
100561,ROCKER COVER,LEAKING,, #2 & 4 R/H ENGINE
100562,INTAKE,LEAKING,,#4  
100563,ROCKER COVER,LEAKING,,#2  
100564,INTAKE,LEAKING,,#3  
100565,INTAKE TUBE GASKET,LEAKING,,CYL #3  
100566,,,,
100567,OIL FILL TUBE,LOOSE,,R/H ENGINE   
100568,ENGINE BAFFLE PLUG TAB,BROKEN,,  
100569,INTAKE GASKET,LEAKING,,#4  
100570,ROCKER COVER GASKET,LEAKING,,#2 & 4  
100571,INTAKE,LEAKS,,R/H ENG #2  
100572,INTAKE,LEAKS,,L/H ENG #2  
100573,,,,
100574,INTAKE,LEAKING,,"#1, 2 & 4  "
100575,ROCKER COVER,LEAKING,,#2 & 4  
100576,BAFFLE,CRACKED,,L/H REAR ENGINE   
100577,ROCKER COVER GASKET,LEAKING,,"#2, 3, 4 CYLINDER   "
100578,ROCKER DRAIN LINE CLAMP,LOOSE,& LEAKS NOTED,#4 CYL   
100579,BAFFLE BOLT SAFETIE,LOOSE,,  #1 & 3 CYL
100580,INTAKE GASKET,LEAKING,,#1 & 3  
100581,INTAKE GASKET,LEAKING,,#3  
100582,ROCKER COVER GASKET,LEAKING,,#4  
100583,INTAKE GASKET,LEAKING,,#4  
100584,ROCKER COVER GASKET,LEAKING,,#2  
100585,FRONT BAFFLE,CRACKED,,#1  
100586,ROCKER COVER,LOOSE,SCREWS,ALL   
100587,INTAKE TUBE GASKET,LEAKING,,#4 CYLINDER   
100588,INTAKE,LEAKING,,R/H ENGINE #1  
100589,,,,
100590,INTAKE,LEAKING,,#2  
100591,INDUCTION TUBE GASKET,LEAKING,,#4  
100592,ROCKER COVER SCREW,LOOSE,,ALL   
100593,,,,
100594,,,,
100595,INDUCTION TUBE HOSE CLAMP,LOOSE,(ALL CYLS),  
100596,INTAKE GASKET,LEAKING,,#2  
100597,,,,
100598,INTAKE LUBE GASKET,LEAKING,,#2  
100599,ROCKER COVER GASKET,LEAKING,,#3  
100600,INTAKE GASKET,LEAKING,,#4  
100601,ROCKER COVER GASKET,LEAKING,,#3  
100602,ROCKER COVER GASKET,LEAKING,,#4  
100603,THROTTLE LINKAGE DOG BONE,LOOSE,BEARING,  
100604,INTAKE,LEAKING,,#1  
100605,INTAKE GASKET,LEAKING,,L/H #3  
100606,HAS ALL 4 ROCKER GASKET,LEAKING,,L/H ENG   
100607,INTAKE GASKET,LEAKING,,"R/H #1, 3 & 4  "
100608,,,,
100609,ROCKER COVER,LEAKING,,CYL #2  
100610,INTAKE,LEAKING,,#2 & 3  
100611,ROCKER COVER,LEAKING,,#4 & 1  
100612,ROCKER BOX COVER SCREW,LOOSE,,  
100613,INDUCTION TUBE GASKET,LEAKING,,#2  
100614,,,,
100615,ROCKER COVER,LEAKING,, #2 & 3 
100616,ROCKER COVER,LEAKING,,#1 & 3  
100617,,STUCK,VALVE,#2 CYLINDER   
100618,,,,
100619,ROCKER COVER,LEAKING,," #1, 2 & 3 "
100620,INDUCTION TUBE HOSE CLAMP,LOOSE,(ALL CYLS),  
100621,BAFFLE MOUNTING BRACKET RIVET,BROKEN,,R/H REAR ENGINE   
100622,INTAKE,LEAKING,,#3  
100623,ROCKER BOX COVER SCREW,LOOSE,,  
100624,INDUCTION TUBE GASKET,LEAKING,,#4  
100625,INTAKE GASKET,LEAKING,,#2  
100626,INTAKE,LEAKING,,#1  
100627,ROCKER GASKET,LEAKING,,#1  
100628,BAFFLE PLUG,BROKEN,PRONGS,#2 & 4  
100629,INTAKE GASKET,LEAKS,,#2  
100630,,,,
100631,INTAKE,LEAKING,LEFT ENGINE,#2  
100632,ENGINE BAFFLE,CRACKED,"AT TOP REAR CENTER BRACKET, AT ENGINE",  
100633,INTAKE GASKET,LEAKING,,#4  
100634,ROCKER GASKET,LEAKING,,#3 & 4  
100635,,,,
100636,INDUCTION TUBE GASKET,LEAKING,,R/H ENGINE #3  
100637,,,,
100638,,,,
100639,,,,
100640,,,,
100641,INDUCTION TUBE GASKET,LEAKING,,R/H ENG #2 & 4  
100642,INDUCTION TUBE GASKET,LEAKING,,"L/H ENG #2, 3 & 4  "
100643,ROCKER BOX COVER GASKET,LEAKING,,"L/H ENG, ALL   "
100644,ENG BAFFLING,CRACKED,"SIDE, ABOVE #1 CYLINDER",  R/H 
100645,FIREWALL,CRACKED,BY BATTERY BOX,  
100646,ENG BAFFLING,CRACKED,"SIDE, ABOVE #1 CYLINDER",  R/H 
100647,INTAKE,LEAKING,,#2  
100648,INTAKE GASKET,LEAKING,,#2 & 4  
100649,ROCKER GASKET,LEAKING,,#2 & 4  
100650,,,,
100651,INTAKE,LEAKING,," 2, 3 & 4 R/H ENGINE"
100652,INTAKE,LEAKING,," 2, 3 & 4 L/H ENGINE"
100653,ROCKER COVER,LEAKING,, 1 & 4 L/H ENGINE
100654,ROCKER COVER,LEAKING,,#3  
100655,INTAKE,LEAKING,,#2  
100656,ROCKER COVER,LEAKING,,#2 & 4  
100657,AFT BAFFLE,CRACKED,,#3 CYL   
100658,OIL RETURN LINE HOSE CLAMP,LOOSE,,#2 & 4 CYL   
100659,MIXTURE LINKAGE,LOOSE,MISSING SPRING WASHER,  
100660,ROCKER COVER,LEAKING,,#3  
100661,FWD BAFFLE,WORN,THROUGH,#1  
100662,INTAKE GASKET,LEAKING,,#2  
100663,BACK BAFFLE SCREW,MISSING,,R/H   
100664,INTAKE GASKET,LEAKING,,#2  
100665,ROCKER COVER GASKET,LEAKING,,#1 & 3  
100666,INDUCTION,LEAKING,,"R/H ENGINE #2, 3  "
100667,ROCKER COVER GASKET,BROKEN,,#3 & 4  
100668,ROCKER COVER GASKET,TORN,,#3  
100669,ROCKER COVER GASKET,TORN,,"#1, 3 & 4  "
100670,,,,
100671,AFT BAFFLE GROMMET,TORN,,#3  
100672,ROCKER BOX COVER GASKET,LEAKING,,#3 & 4  
100673,INTAKE GASKET,LEAKING,,#2 & 4  
100674,INTAKE GASKET,LEAKING,,#1 & 3  
100675,INTAKE,LEAKING,, 2 & 4 R/H ENGINE
100676,INTAKE,LEAKING,," 2, 3 & 4 L/H ENGINE"
100677,ROCKER COVER,LEAKING,, 3 & 4 L/H ENGINE
100678,ROCKER COVER,LEAKING,," 1, 2 & 3 R/H ENGINE"
100679,INTAKE,LEAK,,R/H ENG #3 & 2  
100680,INTAKE,LEAKING,,#3  L/H ENGINE
100681,ROCKER COVER GASKET,LEAKING,,#4  
100682,ROCKER BOX COVER SCREW,LOOSE,,  
100683,ROCKER BOX COVER GASKET,LEAKS,,#2  
100684,LOWER BAFFLE,CRACKED,,#1 & 3 CYLINDER   
100685,,,,
100686,INTAKE GASKET,LEAKING,,L/H #2  
100687,INTAKE,LEAKING,,R/H ENG #2 & 3  
100688,ROCKER COVER GASKET,LEAKING,,R/H ENG #3  
100689,,,,
100690,INDUCATION TUBE GASKET,LEAKING,,R/H ENG #4  
100691,INTAKE TUBE,LEAKING,,#4 CYLINDER   
100692,INTAKE,LEAKING,,#2  
100693,INTAKE,LEAKING,,#1  
100694,,,,
100695,,,,
100696,,,,
100697,,,,
100698,INDUCTION TUBE GASKET,LEAKING,,R/H ENG #3  
100699,BAFFLE SEAL,LOOSE,LEFT SIDE OF ENGINE,  
100700,,,,
100701,INTAKE GASKET,LEAKING,,CYL #2  
100702,INTAKE,LEAKING,," 2, 3 & 4 L/H ENGINE"
100703,BAFFLE SEAL,NEED,TO BE RESECURED ON BOTH ENGINES,  
100704,INTAKE,LEAKING,," 2, 3 & 4 R/H ENGINE"
100705,INTAKE,LEAKING,,#2  
100706,ROCKER COVER,LEAKING,,#2  
100707,INTAKE,LEAKING,,#2  
100708,SIDE COWL SEAL,LOOSE,,R/H   
100709,HARDWARE,MISSING,BAFFLE,  R/H AFT 
100710,HARDWARE,MISSING,BAFFLE,  R/H AFT 
100711,ENGINE BAFFLE PLUG,BAD,,  
100712,ROCKER BOX COVER GASKET,LEAKING,,#2  
100713,INTAKE,LEAKING,,CYL #1 & 3  L/H ENG
100714,INTAKE,LEAKING,,R/H ENG CYL #2  
100715,INTAKE,LEAKING,,CYL #2  L/H ENG
100716,CORNER BRACKET BY PROP CABLE,CRACKED,,R/H ENG   
100717,ROCKER COVER,LEAKING,,"R/H ENG CYL #2, 3  "
100718,,,,
100719,INTAKE,LEAKING,,CYL #4  
100720,,,,
100721,,,,
100722,INTAKE,LEAKING,,#2  
100723,,,,
100724,SCREW,MISSING,AFT BAFFLE BRACKET,  
100725,SCREW,MISSING,BAFFLE ABOVE #3 CYL,  
100726,BAFFLE,CRACKED,ABOVE #1 CYL,  
100727,REAR BAFFLE PLUG,WORN,OUT,  
100728,STAND OFF,NEED,ED FOR FUEL LINE ON TOP OF ENG,  
100729,BAFFLE,MISSING,RIVET ON AFT SUPPORT BRACKET,R/H   
100730,INTAKE GASKET,LEAKING,,R/H ENG #4  
100731,INDUCTION TUBE GASKET,LEAKING,,R/H ENG #3  
100732,INDUCTION TUBE GASKET,LEAKING,,L/H ENG #3  
100733,,,,
100734,INTAKE,LEAKS,,CYL #1  
100735,,,,
100736,INTAKE,LEAKING,,CYL #2  
100737,ROCKER GASKET,LEAKING,,#3 & 4  
100738,,,,
100739,,,,
100740,,,,
100741,,,,
100742,INTAKE,LEAKING,, 3 & 4 R/H ENGINE
100743,INTAKE,LEAKING,, 3 & 4 L/H ENGINE
100744,SIDE ENGINE BAFFLE HARDWARE,MISSING,,R/H   
100745,,,,
100746,BACK BAFFLE BRACKET,MISSING,A RIVET & BAFFLE IS CRACK,R/H   
100747,INTAKE GASKET,LEAKING,,#4 CYLINDER   
100748,INTAKE GASKET,LEAKING,,#2  
100749,AFT BAFFLE,CRACKED,,L/H #4  
100750,SIDE BAFFLE SEAL,TORN,,L/H #2  
100751,SIDE BAFFLE SEAL,LOOSE,,L/H #1  
100752,INTAKE GASKET,LEAKING,,L/H #3  
100753,ROCKER GASKET,LEAKING,,L/H   
100754,,,,
100755,ROCKER BOX COVER SCREW,LOOSE,CYLS,  ALL 
100756,INDUCTION TUBE GASKET,LEAKING,,"#2, 3 & 4  "
100757,INTAKE GASKET,LEAKING,, CYL #3 & 4 
100758,INDUCTION TUBE GASKET,LEAKING,,#4  
100759,ENGINE BAFFLE,NEED,NEW BUTTON PLUGS,  
100760,INTAKE,LEAKING,,R/H ENG CYL #1  
100761,INTAKE,LEAKING,,CYL #3  L/H ENG
100762,,,,
100763,INTAKE,LEAKING,, 2 & 4 
100764,FWD ENGINE HOIST LOOP BOLT,LOOSE,,  
100765,INTAKE GASKET,LEAKING,,CYL #2  
100766,ROCKER COVER GASKET,LEAKING,,"CYL #1, 2, 3 & 4  "
100767,OIL COOLER,NEEDS,TO BE REPLACED,  
100768,INDUCTION TUBE HOSE CLAMP,BROKEN,,#2  
100769,ROCKER COVER GASKET,LEAKING,,CYL #2 & 4  
100770,INDUCTION TUBE GASKET,LEAKING,,R/H ENG #3  
100771,,,,
100772,INDUCTION TUBE GASKET,LEAKING,,L/H ENG #3  
100773,INTAKE,LEAKING,,#2  
100774,INTAKE GASKET,LEAKING,,#1 CYL   
100775,ROCKER GASKET,LEAKING,,#3 CYL   
100776,BAFFLE SPRING,BROKEN,,R/H   
100777,,,,
100778,ENGINE TOP SPINE,LEAKING,,  
100779,ENGINE TOP SPINE,LEAKING,,  
100780,ROCKER COVER,NEED,TIGHTENING,ALL   
100781,ROCKER COVER GASKET,LEAKING,,#3  
100782,INTAKE,LEAKING,,L/H ENGINE #2  
100783,INTAKE,LEAKING,,R/H ENGINE #2  
100784,BAFFLE,CRACKED,,CYL #1  
100785,BAFFLE,CRACKED,,R/H AFT ENGINE   
100786,,,,
100787,ROCKER COVER SCREW,LOOSE,,ALL   
100788,ROCKER SHAFT PLUG,WORN,,L/H ENGINE #3  
100789,INTAKE,LEAKING,,R/H ENG #3  
100790,ROCKER COVER GASKET,LEAKING,,L/H ENG #3  
100791,INTAKE,LEAKING,,CYL #2  
100792,,,,
100793,BAFFLE,CRACKED,PAST STOP DRILL,L/H AFT   
100794,,,,
100795,INTAKE GASKET,LEAKING,,#2  
100796,VALVE COVER GASKET,LEAKING,,#4  
100797,ROCKER COVERS ON BOTH ENG SCREW,LOOSE,,ALL   
100798,ROCKER COVER,LEAKING,,#2  
100799,INTAKE GASKET,LEAKING,,#2  
100800,INDUCTION TUBE GASKET,LEAKING,,"#2, 3 & 4  "
100801,ROCKER COVER GASKET,LEAKING,,CYL #2 & 3  
100802,BAFFLE,CRACKED,,L/H REAR ENGINE   
100803,EGT WIRE PROBE STANDOFF,BROKEN,,ALL   
100804,INTAKE,LEAKING,,CYL #4  
100805,INTAKE GASKET,LEAKING,,CYL #3  
100806,,,,
100807,LOWER OIL COOLER LINE,NEEDS,TO BE REPOSITIONED,  
100808,INTAKE GASKET,LEAKING,,CYL #2  
100809,ROCKER COVER,LEAKING,,#3  
100810,ROCKER COVER GASKET,LEAKING,,CYL #4  
100811,,,,
100812,,,,
100813,,,,
100814,INTAKE,LEAKING,,#2  
100815,BAFFLE,NEEDS,BAFFLE SCREW,R/H  #3 CYLINDER  
100816,INTAKE GASKET,LEAKING,,#2 CYLINDER   
100817,ROCKER COVER GASKET,LEAKING,,#3 & 4 CYLINDER   
100818,BAFFLE,CRACKED,,L/H REAR ENGINE   
100819,INDUCTION TUBE GASKET,LEAKING,,#2  
100820,ROCKER COVER GASKET,LEAKING,,#2 CYLINDER   
100821,INTAKE,LEAKING,,#2  
100822,ROCKER COVER,LEAKING,,#1  
100823,,,,
100824,INDUCTION TUBE GASKET,LEAKING,,#4  
100825,,,,
100826,ROCKER COVER,LEAKING,,CYL #2  
100827,FWD BAFFLE CENTER SECTION,WORN,THROUGH,  
100828,INTAKE,LEAKING,,L/H ENGINE #2  
100829,INTAKE GASKET,LEAKING,,L/H ENGINE #3  
100830,ROCKER COVER,LEAKING,,"L/H ENGINE #2, 3  "
100831,,,,
100832,INTAKE,LEAKING,,CYL #2  
100833,ROCKER COVER,LEAKING,,CYL #2 & 4  
100834,INTAKE,LEAKING,,#2  
100835,ENGINE,DIRTY,,  
100836,INTAKE,LEAKING,,#1 & 3  
100837,BACK BAFFLE,MISSING,A SCREW,R/H   
100838,FRONT BAFFLE SEAL RIVET,BROKEN,,R/H   
100839,,,,
100840,,,,
100841,FWD BAFFLE,CRACKED,UNDER HEAT SHROUD AIR INTAKE,  
100842,SIDE OF BAFFLE,CRACKED,,R/H   
100843,ROCKER COVER,LEAKING,,#4  
100844,ROCKER COVER SCREW,LOOSE,,R/H ENGINE   
100845,INTAKE,LEAKING,,R/H ENG CYL #3  
100846,ROCKER COVER GASKET,LEAKING,,"#2, 3  "
100847,INTAKE GASKET,LEAKING,,#2  
100848,,,,
100849,ROCKER COVER,MISSING,SCREWS,#1 & 2  2
100850,ROCKER COVER,LEAK,,"#2, 3 & 4  "
100851,,,,
100852,BAFFLE MOUNT,LOOSE,,L/H REAR   
100853,,,,
100854,,,,
100855,,,,
100856,,,,
100857,,,,
100858,INTAKE GASKET,LEAKING,,R/H ENG #2 & 3  
100859,ROCKER COVER GASKET,LEAKING,,#2 & 3  
100860,BAFFLE,MISSING,SCREW ON BRACKET,#3  
100861,ROCKER COVER,LEAKING,,"#2, 3 & 4  "
100862,INTAKE GASKET,LEAKS,,#2  
100863,ROCKER COVER GASKET,LEAKING,,"#1, 3, 4  "
100864,INTAKE TUBE,LEAKING,, #2 
100865,,,,
100866,INTAKE,LEAKING,,#1  
100867,INTAKE GASKET,LEAKING,,#4  
100868,INTAKE,LEAKING,,CYL #2 & 4  
100869,INDUCTION TUBE GASKET,LEAKING,,#2  
100870,ROCKER COVER,LEAKING,,#2 & 1  
100871,BAFFLE SPRING,BROKEN,,R/H   
100872,BAFFLE,CRACKED,,R/H AFT   
100873,FELT VIBRATION LIKE,STUCK,VALVE IN FLIGHT,  
100874,FELT VIBRATION LIKE,STUCK,VALVE IN FLIGHT,  
100875,FELT VIBRATION LIKE,STUCK,VALVE IN FLIGHT,  
100876,FELT VIBRATION LIKE,STUCK,VALVE IN FLIGHT,  
100877,INTAKE,LEAKING,,#2 R/H ENGINE  
100878,INTAKE,LEAKING,,#2 & 4  L/H ENGINE
100879,ROCKER COVER,LEAKING,,#2  R/H ENGINE
100880,BAFFLE SPRING,BROKEN,,R/H   
100881,AFT BAFFLE BRACKET,MISSING,RIVETS,  
100882,INTAKE,LEAKING,,L/H ENG CYL #2  
100883,INTAKE,LEAKING,,R/H ENG #3 CYL   
100884,INTAKE TUBE GASKET,LEAKING,,L/H ENG #4  
100885,PRIMER LINE SLEEVE,TORN,,R/H ENG CYL #1  
100886,INTAKE,LEAKING,,R/H ENGINE #2  
100887,INTAKE,LEAKING,,L/H ENGINE #2  
100888,BAFFLE SEAL UNDER PROP GOVERNOR,LOOSE,,R/H ENGINE   
100889,ROCKER COVER,LEAKING,,L/H ENGINE #2  
100890,SCREW,MISSING,"BAFFLING, ON ENG (BEHIND DIPSTICK TUB",  L/H AFT 
100891,,,,
100892,,,,
100893,,,,
100894,ROCKER COVER,LEAKING,,#2 & 1  
100895,,,,
100896,ROCKER COVER,LEAKING,,L/H ENGINE #3 & 4  
100897,ROCKER COVER,LEAKING,,R/H ENGINE #3 & 4  
100898,INTAKE GASKET,LEAKING,,CYL #2 & 4  
100899,ROCKER COVER GASKET,LEAKING,,CYL #3  
100900,ROCKER COVER,LEAKING,,#1 & 2  
100901,INTAKE,LEAKING,,CYL #1  
100902,FWD BAFFLE SEAL,NEEDS,TO BE SECURED,R/H   
100903,,,,
100904,INTAKE,LEAKING,,#2  
100905,ROCKER COVER,LEAKING,,#2  
100906,INTAKE,LEAKING,,#4  
100907,ROCKER COVER,LEAKING,,#4  
100908,TEST FLIGHT,NEED,ED FOR UNUSUAL VIBRATION,  
100909,TEST FLIGHT,NEED,ED FOR UNUSUAL VIBRATION,  
100910,TEST FLIGHT,NEED,ED FOR UNUSUAL VIBRATION,  
100911,TEST FLIGHT,NEED,ED FOR UNUSUAL VIBRATION,  
100912,INTAKE,LEAKING,,CYL #2  
100913,NO,COMPRESSION,COMPRESSION ON #4 CYLINDER,  
100914,NO,COMPRESSION,COMPRESSION ON #4 CYLINDER,  
100915,EXT VALVE,STICKING,(40/80),CYL #1  
100916,EXT VALVE,STICKING,(40/80),CYL #1  
100917,EXT VALVE,STICKING,(40/80),CYL #1  
100918,BAFFLE BRACKET RIVET,LOOSE,BACK SIDE OF BAFFL,#3 CYL   
100919,ROCKER COVER GASKET,LEAKING,,CYL #3  
100920,,,,
100921,,,,
100922,ROCKER COVER GASKET,LEAKING,,"#2, 4  "
100923,INTAKE,LEAKING,,L/H ENGINE #4  
100924,ROCKER COVER,LEAKING,,L/H ENGINE #4  
100925,INTAKE,LEAKING,,R/H ENGINE #4  
100926,IGNITION LEAD LACING CORE,BROKEN,TO OIL RIGGED LI,R/H ENGINE   
100927,INTAKE,LEAKING,,CYL #2  
100928,INTAKE GASKET,LEAKING,,CYL #2  
100929,RING GEAR TEETH APPEAR TO BE,DAMAGED,,  
100930,ROCKER COVER GASKET,LEAKING,,"CYL #4, 1  "
100931,INTAKE GASKET,LEAKING,,#2 CYL   
100932,ROCKER COVER FOR,LEAKING,, CYL #2 
100933,INTAKE GASKET,LEAKING,,#3  
100934,ROCKER COVER GASKET,LEAKING,,#4  
100935,REAR BAFFLE MOUNT SCREW,LOOSE,BEHIND DIPSTICK TUBE,  
100936,ILNDER ROCKER COVER,LEAKING,,#2 CYL  
100937,INTAKE GASKET,LEAKING,,#2 CYLINDER   
100938,ROCKER COVER,LEAKING,,#3  
100939,,,,
100940,,,,
100941,,,,
100942,,,,
100943,SCREW,MISSING,BEHIND #3 BAFFLE,  
100944,INTAKE,LEAKING,,"#2, 4  "
100945,,,,
100946,INTAKE GASKET,LEAKING,,#3 CYL   
100947,OIL COOLER STAND OFF,NEED,ADJUSTMENT,  
100948,,,,
100949,BAFFLE,CRACKED,PAST STOP DRILL,L/H AFT   
100950,ROCKER COVER GASKET,LEAKING,," #2, 3 "
100951,ROCKER COVER GASKET,LEAKING,,#2 CYL   
100952,,,,
100953,INTAKE,LEAKING,,L/H ENG CYL #4  
100954,BAFFLE SEAL,NEED,TO BE INSTALLED CORRECT,R/H ENG CYL #3 & 4  
100955,,,,
100956,ROCKER COVER,LEAKING,,#2  
100957,,,,
100958,ROCKER COVER SCREW,LOOSE,,#4  
100959,INTAKE GASKET,LEAKING,,#2  
100960,ROCKER COVER,MISSING,A SCREW,#2 CYL   
100961,ROCKER COVER,LEAKING,,R/H ENGINE #2  
100962,ROCKER COVER,LEAKING,,L/H ENGINE #4  
100963,INTAKE,LEAKING,,"R/H ENGINE, #2 & 3  "
100964,INTAKE,LEAKING,,L/H ENGINE #3 & 4  
100965,,,,
100966,SIDE BAFFLE SEAL,LOOSE,,"L/H ENG, #4 CYL   "
100967,ROCKER COVER GASKET,LEAKING,,"R/H ENG, #3 CYL   "
100968,INTAKE GASKET,LEAKING,,"R/H ENG, #3 CYL   "
100969,,,,
100970,BAFFLE MOUNTING SCREW,LOOSE,,R/H REAR   
100971,ROCKER COVER,LEAKING,,#1  
100972,INTAKE,LEAKING,,#4  
100973,ROCKER COVER,LEAKING,,#2  
100974,,,,
100975,FWD FRONT BAFFLE,MISSING,RUBBER PLUG,L/H   
100976,,,,
100977,INTAKE TUBE GASKET,LEAKING,,#1  
100978,INTAKE,LEAKING,,"1, 2 & 3  L/H ENG"
100979,BAFFLE TIE ROD,LOOSE,SIDE,R/H ENG   L/H 
100980,INTAKE,LEAKING,,"R/H ENG, CYL #2, 3, 4  "
100981,ROCKER COVER,LEAKING,,"R/H ENG CYL #2, 3, 4  "
100982,ROCKER COVER,LEAKING,,L/H ENG CYL #3  
100983,INTAKE GASKET,LEAKING,,"R/H ENGINE, CYL #3  "
100984,INTAKE GASKET,LEAKING,,"L/H ENGINE, CYL #2, 3 & 4  "
100985,ROCKER COVER GASKET,LEAKING,,"L/H ENGINE, CYL #2 & 3  "
100986,ROCKER COVER GASKET,LEAKING,,R/H ENGINE CYL #2 & 3  
100987,ROCKER COVER GASKET,LEAKING,,CYL #4  
100988,ROCKER COVER GASKET,LEAKING,, CYL #3 
100989,,,,
100990,ROCKER COVER GASKET,LEAKING,,#2 & 4  
100991,INDUCTION TUBE GASKET,LEAKING,,#2  
100992,,,,
100993,ROCKER GASKET,LEAKING,,#4  
100994,INNER EXHAUST PUSH ROD SEAL,LEAKING,,#3  
100995,,,,
100996,INTAKE,LEAKING,,#1  
100997,INTAKE GASKET,LEAKING,,#4  
100998,,,,
100999,INTAKE,LEAKING,,#3  
101000,INTAKE,LEAKING,,"L/H ENGINE, #2  "
101001,ROCKER COVER,LEAKING,,#2 & 3 L/H ENGINE  
101002,LEFT AFT BAFFLE BRACKET,CRACKED,,"L/H ENGINE,   "
101003,ROCKER COVER,LEAKING,,"R/H ENGINE, #2 & 4  "
101004,ROCKER GASKET,LEAKING,(ALL 4),  
101005,INTAKE GASKET,LEAKING,,"L/H ENGINE, CYL #3  "
101006,INTAKE GASKET,LEAKING,,#3 R/H ENGINE  
101007,,,,
101008,INTAKE,LEAKING,,#2  
101009,BAFFLE PLUG,BROKEN,,R/H ENGINE   
101010,INTAKE,LEAKING,,CYL #2  
101011,BAFFLE MOUNT SCREW,MISSING,,R/H REAR   
101012,FWD BAFFLE,CRACKED,UNDER HEAT SHROUD AIR INTAKE,  
101013,ROCKER COVER,LEAKING,,#4  
101014,ROCKER COVER GASKET,LEAKING,,CYL #4  
101015,BAFFLE PLUG,MISSING,,  
101016,,,,
101017,SIDE BAFFLE,CRACKED,,#1 & 3  
101018,BAFFLE SCREW,MISSING,AT FRONT OF #2 CYL,  
101019,INTAKE GASKET,LEAKS,,#2  
101020,INTAKE,LEAKING,,CYL #2  
101021,INTAKE GASKET,LEAKING,,#2 & 4  
101022,INTAKE,LEAKING,,#4  
101023,ROCKER COVER,DAMAGE,,L/H ENG #1  
101024,,,,
101025,ROCKER COVER,DAMAGE,,L/H ENG #1  
101026,,,,
101027,,,,
101028,ENGINE BAFFLE PLUG,WORN,,  
101029,INTAKE GASKET,LEAKING,,#4  
101030,BAFFLE SPRING,BROKEN,,L/H   
101031,,,,
101032,INTAKE TUBE GASKET,LEAKING,,R/H ENG #3  
101033,ROCKER COVER,LEAKING,," 2, 3 & 4 L/H ENGINE"
101034,BAFFLE,CRACKED,,CYL #1  
101035,BAFFLE SEAL,LOOSE,OVER CYL #3,  
101036,FWD BAFFLE,CRACKED,BY MUFFLER SHROUD OPENING,  
101037,,,,
101038,,,,
101039,,,,
101040,,,,
101041,,,,
101042,,,,
101043,INTAKE,LEAKING,,#2  
101044,ROCKER COVER GASKET,LEAKING,,CYL #2  
101045,ROCKER COVER GASKET,LEAKING,,#2  
101046,,,,
101047,INTAKE,LEAKING,,#2  
101048,BAFFLE SCREW,MISSING,,R/H REAR ENGINE   
101049,INTAKE,LEAKING,,#2  
101050,,,,
101051,ROCKER GASKET,LEAKING,,#2 & 4  
101052,ROCKER COVER GASKET,LEAKING,,#4  
101053,OIL COOLER BAFFLE,CRACKED,,R/H ENG   
101054,ROCKER COVER,LEAKING,,L/H ENG #2  
101055,,,,
101056,BAFFLE,CRACKED,REINFORCING BRACE,L/H ENG #4  
101057,FWD BAFFLE,MISSING,A BOLT,R/H ENG #1  
101058,OIL COOLER BAFFLE,CRACKED,,R/H ENG   
101059,FWD BAFFLE UNDER HEAT SHROUD INTAKE,CRACKED,,  
101060,ENGINE BAFFLE PLUGS TANG,BROKEN,,  
101061,INTAKE GASKET,LEAKING,,#4 CYL   
101062,OIL SUMP SCREEN,DAMAGED,,  
101063,,,,
101064,BAFFLE,CRACKED,,R/H   
101065,ROCKER COVER GASKET,LEAKING,,R/H ENG #2 CYL   
101066,INTAKE,LEAKING,,#3  R/H ENGINE
101067,BAFFLE RIVET,BROKEN,,R/H REAR ENGINE   
101068,AFT BAFFLE HAS 2 RIVET,SHEARED,,#4 CYL   
101069,OIL FILLER TUBE,LOOSE,,  
101070,,,,
101071,ALT BELT,LOOSE,,  
101072,INTAKE,LEAKING,,#4  
101073,SPARK PLUG BAFFLE HOLE PLUG,WORN,,  
101074,BAFFLE SPARK PLUG HOLE COVER,WORN,,  
101075,INTAKE,LEAKING,,CYL #1 & 3  
101076,ROCKER COVER GASKET,LEAKING,,CYL #2  
101077,,,,
101078,,,,
101079,,,,
101080,SIDE BAFFLE,CRACKED,IN 2 PLACES,L/H   
101081,,,,
101082,INTAKE,LEAKING,,"L/H ENGINE, #4  "
101083,CYL,COMPRESSION,COMPRESSION CK LOW,R/H ENGINE #4  
101084,ROCKER COVER,LEAKING,,R/H ALL   
101085,ROCKER COVER,LEAKING,,"L/H ENG, CYL 1 & 3  "
101086,INTAKE,LEAKING,,R/H ENG CYL #3  
101087,SNIFFLER VALVE,DIRTY,,  
101088,,,,
101089,INTAKE,LEAKING,,#4  
101090,,,,
101091,ROCKER COVER GASKET,LEAKING,,CYL #4  
101092,INTAKE GASKET,LEAKING,,CYL #2  
101093,CYL,COMPRESSION,COMPRESSION IS 30/80, #4 
101094,,,,
101095,,,,
101096,ROCKER COVER GASKET,LEAKING,,CYL #1  
101097,INTAKE,LEAKING,,#2  
101098,BAFFLE PLUG,WORN,,  
101099,ROCKER COVER,LEAKING,,#4  
101100,OIL,LEAK,EVIDENCE ON R/H SIDE OF ENGINE,  
