IDENT,LOCATION,PART,TGGEDPROBLEM
100583,#4,INTAKE GASKET,LEAKING
100584,#2,ROCKER COVER GASKET,LEAKING
100585,#1 FRONT,BAFFLE,CRACKED
100586,,,LOOSE
100587,#4 CYLINDER,INTAKE TUBE GASKET,LEAKING
100588,R/H ENGINE #1,INTAKE,LEAKING
100589,"L/H ENGINE #2, 3 & 4",INTAKES,LEAKING
100590,#2,INTAKE,LEAKING
100591,#4,INDUCTION TUBE GASKET,LEAKING
100592,,ROCKER COVER SCREWS,LOOSE
100593,ENGINE,,FAILURE IN FLIGHT
100594,ENGINE,Noen,FAILURE IN FLIGHT
100595,ALL CYLS,INDUCTION TUBE HOSE CLAMPS,LOOSE
100596,#2,INTAKE GASKET,LEAKING
100597,,BREAK,
100598,#2,INTAKE LUBE GASKET,LEAKING
100599,#3,ROCKER COVER GASKET,LEAKING
100600,#4,INTAKE GASKET,LEAKING
100601,#3,ROCKER COVER GASKET,LEAKING
100602,#4,ROCKER COVER GASKET,LEAKING
100603,,,"LINKAGE, LOOSE, BEARING"
100604,#1,INTAKE,LEAKING
100605,L/H #3,INTAKE GASKET,LEAKING
100606,L/H ENG,ROCKER GASKETS,LEAKING
100607,"R/H #1, 3 & 4",INTAKE GASKETS,LEAKING
100608,TOP L/H,BAFFLE,CRACK
100609,CYL #2,ROCKER COVER,LEAKING
100610,2 & 3,INTAKES,LEAKING
100611,#4 & 1,ROCKER COVERS,LEAKING
100612,,ROCKER BOX COVER SCREWS,LOOSE
100613,#2,INDUCTION TUBE GASKET,LEAKING
100614,,BAFFLE,CRACK
100615,2 & 3,ROCKER COVER,LEAKING
100616,#1 & 3,ROCKER COVERS,LEAKING
100617,#2 CYLINDER,,STUCK VALVE
100618,,IDLE RPM,LOW
100619,"#1, 2 & 3",ROCKER COVERS,LEAKING
100620,ALL CYLS,INDUCTION TUBE HOSE CLAMPS,LOOSE
100621,R/H REAR,BAFFLE MOUNTING BRACKET,BROKEN
100622,#3,INTAKE,LEAKING
100623,,ROCKER BOX COVER SCREWS,LOOSE
100624,#4,INDUCTION TUBE GASKET,LEAKING
100625,#2,INTAKE GASKET,LEAKING
100626,#1,INTAKE,LEAKING
100627,#1,ROCKER GASKET,LEAKING
100628,#2 & 4,BAFFLE PLUGS,BROKEN
100629,#2,INTAKE GASKET,LEAKS
100630,"CYL #2,",ROCKER COVER GASKET,LEAKING
100631,"#2, LEFT",INTAKE,LEAKING
100632,"ENGINE, ENGINE",BAFFLE,CRACKED
100633,#4,INTAKE GASKET,LEAKING
100634,#3 & 4,ROCKER GASKETS,LEAKING
100635,"R/H, L/H",BAFFLE,SCREW MISSING
100636,R/H ENGINE #3,INDUCTION TUBE GASKET,LEAKING
100637,L/H ENG,COOLING HOSE,CHAFING
100638,L/H,BAFFLE,
100639,R/H,BAFFLE RIVETS,MISSING
100640,"R/H, L/H REAR",BAFFLE,CRACKED
100641,R/H ENG #2 & 4,INDUCTION TUBE GASKETS,LEAKING
100642,"L/H ENG #2, 3 & 4",INDUCTION TUBE GASKETS,LEAKING
100643,L/H,ROCKER BOX COVER GASKETS,LEAKING
100644,"R/H SIDE, #1 CYLINDER",BAFFLING,CRACKED
100645,,BATTERY,CRACKED
100646,"R/H SIDE, #1 CYLINDER",BAFFLING,CRACKED
100647,#2,INTAKE,LEAKING
100648,#2 & 4,INTAKE GASKETS,LEAKING
100649,#2 & 4,ROCKER GASKETS,LEAKING
100650,#3,PUSH ROD SEAL,LEAKING
100651,"2, 3 & 4, R/H",INTAKES,LEAKING
100652,"2, 3 & 4",INTAKES,LEAKING
100653,,ROCKER COVER,LEAKING
100654,#3,ROCKER COVER,LEAKING
100655,#2,INTAKE,LEAKING
100656,#2 & 4,ROCKER COVERS,LEAKING
100657,#3 CYL,AFT BAFFLE,CRACKED
100658,#2 & 4 CYL,OIL RETURN LINE HOSE CLAMPS,LOOSE
100659,,,"LOOSE, MISSING SPRING"
100660,#3,ROCKER COVER,LEAKING
100661,#1,BAFFLE,WORN
100662,#2,INTAKE GASKET,LEAKING
100663,R/H,BAFFLE SCREW,MISSING
100664,#2,INTAKE GASKET,LEAKING
100665,#1 & 3,ROCKER COVER GASKETS,LEAKING
100666,"R/H ENGINE #2, 3",INDUCTION,LEAKING
100667,#3 & 4,ROCKER COVER GASKETS,BROKEN
100668,#3,ROCKER COVER GASKET,TORN
100669,"#1, 3 & 4",ROCKER COVER GASKETS,TORN
100670,,,COULDN'T REMOVE DIPSTICK
100671,#3,AFT BAFFLE GROMMET,TORN
100672,#3 & 4,ROCKER BOX COVER GASKETS,LEAKING
100673,#2 & 4,INTAKE GASKETS,LEAKING
100674,#1 & 3,INTAKE GASKETS,LEAKING
100675,R/H,INTAKES,LEAKING
100676,"2, 3 & 4",INTAKES,LEAKING
100677,,ROCKER COVERS,LEAKING
100678,R/H,ROCKER COVERS,LEAKING
100679,R/H ENG #3,INTAKES,LEAK
100680,"#3, L/H",INTAKE,LEAKING
100681,#4,ROCKER COVER GASKET,LEAKING
100682,,ROCKER BOX COVER SCREWS,LOOSE
100683,#2,ROCKER BOX COVER GASKET,LEAKS
100684,#1 & 3 CYLINDER,BAFFLE,CRACKED
100685,#1,INTAKE TUBE,CANNED
100686,L/H #2,INTAKE GASKET,LEAKING
100687,R/H ENG #2 & 3,INTAKES,LEAKING
100688,R/H ENG #3,ROCKER COVER GASKET,LEAKING
100689,R/H ENG #2 CYL,ROCKER COVER GASKET,SPLIT
100690,R/H ENG #4,INDUCATION TUBE GASKET,LEAKING
100691,#4 CYLINDER,INTAKE TUBE,LEAKING
100692,#2,INTAKE,LEAKING
100693,#1,INTAKE,LEAKING
100694,#2,EXHAUST DRY LIFTER CLEARANCE,TIGHT
100695,#2,EXHAUST LIFTER,CLEANED
100696,,,ROUGH
100697,,,ROUGH
100698,R/H ENG #3,INDUCTION TUBE GASKET,LEAKING
100699,"LEFT SIDE, ENGINE",BAFFLE SEAL,LOOSE
100700,LEFT DOOR WOULD,,NOT LATCH
100701,CYL #2,INTAKE GASKET,LEAKING
100702,"2, 3 & 4",INTAKES,LEAKING
100703,,BAFFLE SEALS,
100704,"2, 3 & 4, R/H",INTAKES,LEAKING
100705,#2,INTAKE,LEAKING
100706,#2,ROCKER COVER,LEAKING
100707,#2,INTAKE,LEAKING
100708,R/H SIDE,,LOOSE
100709,R/H,,HARDWARE MISSING
100710,R/H,,HARDWARE MISSING
100711,ENGINE,BAFFLE,PLUGS BAD
100712,#2,ROCKER BOX COVER GASKET,LEAKING
100713,"CYL #1 & 3, L/H",INTAKES,LEAKING
100714,"R/H ENG, CYL #2",INTAKE,LEAKING
100715,"CYL #2, L/H",INTAKE,LEAKING
100716,R/H ENG CORNER,,CRACKED
100717,"R/H ENG, CYL #2, 3",ROCKER COVERS,LEAKING
100718,ENGINE,,CKLIST
100719,CYL #4,INTAKE,LEAKING
100720,CYL #1/3,BAFFLE SPRING,BROKEN
100721,R/H,BAFFLE BRACKET,SHEARED
100722,#2,INTAKE,LEAKING
100723,R/H,BAFFLE BACK BRACKET RIVET HEAD,SHEARED
100724,,AFT BAFFLE BRACKET,SCREW MISSING
100725,#3 CYL,BAFFLE,SCREW MISSING
100726,#1 CYL,BAFFLE,CRACKED
100727,REAR,BAFFLE PLUGS,WORN
100728,TOP OF ENG,,
100729,R/H,"BAFFLE, AFT SUPPORT BRACKET",MISSING RIVET
100730,R/H ENG #4,INTAKE GASKET,LEAKING
100731,R/H ENG #3,INDUCTION TUBE GASKET,LEAKING
100732,L/H ENG #3,INDUCTION TUBE GASKET,LEAKING
100733,"R/H, L/H, L/H",AFT BAFFLE,MISSING SCREWS
100734,CYL #1,INTAKE,LEAKS
100735,L/H,"BAFFLE, SPARK PLUG",WORN
100736,CYL #2,INTAKE,LEAKING
100737,#3 & 4,ROCKER GASKETS,LEAKING
100738,,A/C,WON'T START
100739,,A/C,WON'T START
100740,,A/C,WON'T START
100741,,A/C,WON'T START
100742,R/H,INTAKE,LEAKING
100743,,INTAKES,LEAKING
100744,R/H SIDE,BAFFLE,HARDWARE MISSING
100745,L/H SIDE,BAFFLE,CRACK
100746,R/H,BAFFLE BRACKET,"MISSING A RIVET & BAFFLE, CRACK"
100747,#4 CYLINDER,INTAKE GASKET,LEAKING
100748,#2,INTAKE GASKET,LEAKING
100749,L/H #4,AFT BAFFLE,CRACKED
100750,L/H #2 SIDE,BAFFLE SEAL,TORN
100751,L/H #1 SIDE,BAFFLE SEAL,LOOSE
100752,L/H #3,INTAKE GASKET,LEAKING
100753,L/H,ROCKER GASKETS,LEAKING
100754,L/H #1,INTAKE I/B PUSH ROD TUBE SEAL,LEAKING
100755,ALL CYLS,ROCKER BOX COVER SCREW,LOOSE
100756,"2, 3 & 4",INDUCTION TUBE GASKETS,LEAKING
100757,CYL #3,INTAKE GASKET,LEAKING
100758,#4,INDUCTION TUBE GASKET,LEAKING
100759,ENGINE,"BAFFLES, BUTTON",
100760,"R/H ENG, CYL #1",INTAKE,LEAKING
100761,"CYL #3, L/H",INTAKE,LEAKING
100762,,,"CLIMB OUT 1, ROUGH"
100763,,INTAKES,LEAKING
100764,,,LOOSE
100765,CYL #2,INTAKE GASKET,LEAKING
100766,"CYL #1, 2, 3 & 4",ROCKER COVER GASKETS,LEAKING
100767,,,
100768,#2,INDUCTION TUBE HOSE CLAMP,BROKEN
100769,CYL #2 & 4,ROCKER COVER GASKETS,LEAKING
100770,R/H ENG #3,INDUCTION TUBE GASKET,LEAKING
100771,#3,INTAKE I/B TO ENGINE,STRIPPED
100772,L/H ENG #3,INDUCTION TUBE GASKET,LEAKING
100773,#2,INTAKE,LEAKING
100774,#1 CYL,INTAKE GASKET,LEAKING
100775,#3 CYL,ROCKER GASKET,LEAKING
100776,R/H,BAFFLE SPRING,BROKEN
100777,,AFT BAFFLE BRACKET,
100778,"ENGINE, SPINE",,LEAKING
100779,"ENGINE, SPINE",,LEAKING
100780,,ROCKER COVERS,NEED TIGHTENING
100781,#3,ROCKER COVER GASKET,LEAKING
100782,L/H ENGINE #2,INTAKE,LEAKING
100783,R/H ENGINE #2,INTAKE,LEAKING
100784,CYL #1,BAFFLE,CRACKED
100785,R/H AFT ENGINE,BAFFLE,CRACKED
100786,ENGINE,BATTERY,CHAFED
100787,,ROCKER COVER SCREWS,LOOSE
100788,L/H ENGINE #3,ROCKER SHAFT PLUG,WORN
100789,R/H ENG #3,INTAKE,LEAKING
100790,L/H ENG #3,ROCKER COVER GASKET,LEAKING
100791,CYL #2,INTAKE,LEAKING
100792,CYL #2,INTAKE VALVE PUSH ROD I/B SEAL,LEAKING
100793,L/H,AFT BAFFLE,CRACKED
100794,CYL #2,INTAKE VALVE PUSH ROD I/B SEAL,LEAKING
100795,#2,INTAKE GASKET,LEAKING
100796,#4,VALVE COVER GASKET,LEAKING
100797,,SCREWS,LOOSE
100798,#2,ROCKER COVER,LEAKING
100799,#2,INTAKE GASKET,LEAKING
100800,"2, 3 & 4",INDUCTION TUBE GASKETS,LEAKING
100801,CYL #2 & 3,ROCKER COVER GASKETS,LEAKING
100802,L/H REAR,BAFFLE,CRACKED
100803,,,BROKEN
100804,CYL #4,INTAKE,LEAKING
100805,CYL #3,INTAKE GASKET,LEAKING
100806,,BAFFLE SCREWS,CHAFING
100807,,,REPOSITIONED
100808,CYL #2,INTAKE GASKET,LEAKING
100809,#3,ROCKER COVER,LEAKING
100810,CYL #4,ROCKER COVER GASKET,LEAKING
100811,R/H,BAFFLE MOUNT BRACKET,SHEARED
100812,,,POWER LOSS
100813,,,POWER LOSS
100814,#2,INTAKE,LEAKING
100815,R/H,"BAFFLE #3 CYLINDER, BAFFLE",SCREW
100816,#2 CYLINDER,INTAKE GASKET,LEAKING
100817,#3 & 4 CYLINDER,ROCKER COVER GASKETS,LEAKING
100818,L/H REAR,BAFFLE,CRACKED
100819,#2,INDUCTION TUBE GASKET,LEAKING
100820,#2 CYLINDER,ROCKER COVER GASKET,LEAKING
100821,#2,INTAKE,LEAKING
100822,#1,ROCKER COVER,LEAKING
100823,TOP & BOTTOM,,CRACKED
100824,#4,INDUCTION TUBE GASKET,LEAKING
100825,,"BAFFLE, INTAKE",CRACK
100826,CYL #2,ROCKER COVER,LEAKING
100827,,BAFFLE CENTER SECTION,WORN
100828,L/H ENGINE #2,INTAKE,LEAKING
100829,L/H ENGINE #3,INTAKE GASKET,LEAKING
100830,"L/H ENGINE #2, 3",ROCKER COVERS,LEAKING
100831,#3,"ROCKER COVER, ROCKER SHAFT PLUGS",BROKEN
100832,CYL #2,INTAKE,LEAKING
100833,CYL #2 & 4,ROCKER COVERS,LEAKING
100834,#2,INTAKE,LEAKING
100835,ENGINE,,
100836,#1 & 3,INTAKES,LEAKING
100837,R/H,BAFFLE,MISSING A SCREW
100838,R/H FRONT,BAFFLE SEAL RIVET,BROKEN
100839,CYL #2,INTAKE PUSH ROD TUBE,WEEPING
100840,CYL #2,INTAKE PUSH ROD TUBE,WEEPING
100841,,BAFFLE,CRACKED
100842,R/H SIDE,BAFFLE,CRACKED
100843,#4,ROCKER COVER,LEAKING
100844,R/H,ROCKER COVER SCREWS,LOOSE
100845,"R/H ENG, CYL #3",INTAKE,LEAKING
100846,"2, 3",ROCKER COVER GASKETS,LEAKING
100847,#2,INTAKE GASKET,LEAKING
100848,,,REPOSITIONING
100849,#1 & 2,ROCKER COVERS,MISSING 2
100850,"2, 3 & 4",ROCKER COVERS,LEAK
100851,L/H,BAFFLE O/B TIE ROD,BROKEN
100852,L/H REAR,BAFFLE MOUNT,LOOSE
100853,ENGINE,,BELOW 1150 RPM
100854,ENGINE,,BELOW 1150 RPM
100855,ENGINE,,BELOW 1150 RPM
100856,ENGINE,,BELOW 1150 RPM
100857,TOP CENTER BAFFEL,,
100858,R/H ENG #2 & 3,INTAKE GASKETS,LEAKING
100859,2 & 3,ROCKER COVER GASKETS,LEAKING
100860,#3,BAFFLE,MISSING SCREW
100861,"2, 3 & 4",ROCKER COVERS,LEAKING
100862,#2,INTAKE GASKET,LEAKS
100863,"#1, 3",ROCKER COVER GASKETS,LEAKING
100864,,INTAKE TUBE #2,LEAKING
100865,R/H,BAFFLE BRACKET,LOOSE
100866,#1,INTAKE,LEAKING
100867,#4,INTAKE GASKET,LEAKING
100868,CYL #2 & 4,INTAKES,LEAKING
100869,#2,INDUCTION TUBE GASKET,LEAKING
100870,#2 & 1,ROCKER COVERS,LEAKING
100871,R/H,BAFFLE SPRING,BROKEN
100872,R/H,AFT BAFFLE,CRACKED
100873,,,
100874,,,
100875,,,
100876,,,
100877,"#2, R/H ENGINE",INTAKE,LEAKING
100878,"#2 & 4, L/H",INTAKES,LEAKING
100879,"#2, R/H",ROCKER COVER,LEAKING
100880,R/H,BAFFLE SPRING,BROKEN
100881,,AFT BAFFLE BRACKET,MISSING RIVETS
100882,"L/H ENG, CYL #2",INTAKE,LEAKING
100883,R/H ENG #3,INTAKE,LEAKING
100884,L/H ENG #4,INTAKE TUBE GASKET,LEAKING
100885,"R/H ENG, CYL #1 PRIMER LINE",,TORN
100886,R/H ENGINE #2,INTAKE,LEAKING
100887,L/H ENGINE #2,INTAKE,LEAKING
100888,R/H,BAFFLE SEAL,LOOSE
100889,L/H ENGINE #2,ROCKER COVER,LEAKING
100890,L/H,AFT BAFFLING,SCREW MISSING
100891,#2,EGT,READ HIGH 100 - 150 DEGREES
100892,L/H ENGINE,MAGNETO,DROP OF 300 RPM
100893,CYL #2 &,INTAKE GASKETS,
100894,#2 & 1,ROCKER COVERS,LEAKING
100895,"R/H, L/H SIDE",,LOOSE
100896,L/H ENGINE #3,ROCKER COVERS,LEAKING
100897,R/H ENGINE #3,ROCKER COVERS,LEAKING
100898,CYL #2 & 4,INTAKE GASKETS,LEAKING
100899,CYL #3,ROCKER COVER GASKET,LEAKING
100900,#1 & 2,ROCKER COVERS,LEAKING
100901,CYL #1,INTAKE,LEAKING
100902,R/H,BAFFLE SEAL,SECURED
100903,L/H,BAFFLE,CRACK
100904,#2,INTAKE,LEAKING
100905,#2,ROCKER COVER,LEAKING
100906,#4,INTAKE,LEAKING
100907,#4,ROCKER COVER,LEAKING
100908,,,VIBRATION
100909,,,VIBRATION
100910,,,VIBRATION
100911,,,VIBRATION
100912,CYL #2,INTAKE,LEAKING
100913,#4 CYLINDER,,NO COMPRESSION
100914,#4 CYLINDER,,NO COMPRESSION
100915,CYL #1,VALVE,STICKING
100916,CYL #1,VALVE,STICKING
100917,CYL #1,VALVE,STICKING
100918,"#3 CYL, BACK SIDE",BAFFLE BRACKET,LOOSE
100919,CYL #3,ROCKER COVER GASKET,LEAKING
100920,,BAFFLE,CHAFING
100921,,FLT,OVERSPEED
100922,"#2, 4",ROCKER COVER GASKETS,LEAKING
100923,L/H ENGINE #4,INTAKE,LEAKING
100924,L/H ENGINE #4,ROCKER COVER,LEAKING
100925,R/H ENGINE #4,INTAKE,LEAKING
100926,R/H,IGNITION LEAD,BROKEN
100927,CYL #2,INTAKE,LEAKING
100928,CYL #2,INTAKE GASKET,LEAKING
100929,,RING GEAR,DAMAGED
100930,CYL #4,ROCKER COVER GASKET,LEAKING
100931,#2 CYL,INTAKE GASKET,LEAKING
100932,CYL #2,ROCKER COVER,LEAKING
100933,#3,INTAKE GASKET,LEAKING
100934,#4,ROCKER COVER GASKET,LEAKING
100935,REAR,BAFFLE MOUNT SCREW,LOOSE
100936,#2 CYLILNDER,ROCKER COVER,LEAKING
100937,#2 CYLINDER,INTAKE GASKET,LEAKING
100938,#3,ROCKER COVER,LEAKING
100939,FRONT R/H,BAFFLE SEAL,NOT ATTACHED
100940,ENGINE,,ROUGH
100941,ENGINE,,ROUGH
100942,ENGINE,,ROUGH
100943,#3,BAFFLE,SCREW MISSING
100944,"#2, 4",INTAKES,LEAKING
100945,R/H,BAFFLE SEAL,TORN
100946,#3 CYL,INTAKE GASKET,LEAKING
100947,,,
100948,L/H SIDE,BAFFLE,LOOSE
100949,L/H,AFT BAFFLE,CRACKED
100950,"2, 3",ROCKER COVER GASKETS,LEAKING
100951,#2 CYL,ROCKER COVER GASKET,LEAKING
100952,L/H ENGINE,,2640 RPM
100953,"L/H ENG, CYL #4",INTAKE,LEAKING
100954,R/H ENG CYL #3 & 4,BAFFLE SEALS,
100955,L/H ENG CYL #4 AFT & #2 SIDE,BAFFLE SEAL,NEEDS TO BE REATTAC
100956,#2,ROCKER COVER,LEAKING
100957,R/H,BAFFLE SCREW,LOOSE
100958,#4,ROCKER COVER SCREWS,LOOSE
100959,#2,INTAKE GASKET,LEAKING
100960,#2 CYL,ROCKER COVER,MISSING A SCREW
100961,R/H ENGINE #2,ROCKER COVER,LEAKING
100962,L/H ENGINE #4,ROCKER COVER,LEAKING
100963,"R/H, 2 & 3",INTAKES,LEAKING
100964,L/H ENGINE #3,INTAKES,LEAKING
100965,R/H ENGINE O/B TOP,BAFFLE SEAL,LOOSE
100966,L/H,BAFFLE SEAL,LOOSE
100967,R/H,ROCKER COVER GASKET,LEAKING
100968,R/H,INTAKE GASKET,LEAKING
100969,R/H ENG #3 CYL,"BAFFLE, BOLTS",MISSING
100970,R/H REAR,BAFFLE MOUNTING SCREW,LOOSE
100971,#1,ROCKER COVER,LEAKING
100972,#4,INTAKE,LEAKING
100973,#2,ROCKER COVER,LEAKING
100974,L/H O/B,BAFFLE TIE ROD,BROKEN
100975,L/H,BAFFLE,MISSING RUBBER PLUG
100976,,,NOT HITTING
100977,#1,INTAKE TUBE GASKET,LEAKING
100978,"1, 2 & 3, L/H",INTAKES,LEAKING
100979,"R/H, L/H SIDE",BAFFLE TIE ROD,LOOSE
100980,"R/H ENG, CYL #2, 3",INTAKES,LEAKING
100981,"R/H ENG, CYL #2, 3",ROCKER COVERS,LEAKING
100982,"L/H ENG, CYL #3",ROCKER COVER,LEAKING
100983,"R/H, CYL #3",INTAKE GASKET,LEAKING
100984,"L/H, CYL #2, 3 & 4",INTAKE GASKETS,LEAKING
100985,"L/H, CYL #2 & 3",ROCKER COVER GASKETS,LEAKING
100986,"R/H ENGINE, CYL #2 & 3",ROCKER COVER GASKETS,LEAKING
100987,CYL #4,ROCKER COVER GASKET,LEAKING
100988,CYL #3,ROCKER COVER GASKET,LEAKING
100989,,STARTER,
100990,#2 & 4,ROCKER COVER GASKETS,LEAKING
100991,#2,INDUCTION TUBE GASKET,LEAKING
100992,ENGINE,,RUBBING
100993,#4,ROCKER GASKET,LEAKING
100994,#3,,LEAKING
100995,,A/C,NOT MAKE
100996,#1,INTAKE,LEAKING
100997,#4,INTAKE GASKET,LEAKING
100998,,A/C,
100999,#3,INTAKE,LEAKING
101000,L/H,INTAKE,LEAKING
101001,"2 & 3, L/H",ROCKER COVERS,LEAKING
101002,L/H,AFT BAFFLE BRACKET,CRACKED
101003,"R/H, #2 & 4",ROCKER COVERS,LEAKING
101004,ALL 4,ROCKER GASKETS,LEAKING
101005,"L/H, CYL #3",INTAKE GASKET,LEAKING
101006,"#3, R/H ENGINE",INTAKE GASKET,LEAKING
101007,ENGINE,,PULLED
101008,#2,INTAKE,LEAKING
101009,R/H,BAFFLE PLUG,BROKEN
101010,CYL #2,INTAKE,LEAKING
101011,R/H REAR,BAFFLE MOUNT SCREW,MISSING
101012,,BAFFLE,CRACKED
101013,#4,ROCKER COVER,LEAKING
101014,CYL #4,ROCKER COVER GASKET,LEAKING
101015,,BAFFLE PLUG,MISSING
101016,,A/C,START TO QUIT
101017,#1 & 3,BAFFLE,CRACKED
101018,#2 CYL,BAFFLE,SCREW MISSING
101019,#2,INTAKE GASKET,LEAKS
101020,CYL #2,INTAKE,LEAKING
101021,#2 & 4,INTAKE GASKETS,LEAKING
101022,#4,INTAKE,LEAKING
101023,L/H ENG,ROCKER COVER,DAMAGE
101024,L/H,ROCKER COVER,DAMAGE
101025,L/H ENG,ROCKER COVER,DAMAGE
101026,L/H,ROCKER COVER,DAMAGE
101027,L/H,ROCKER COVER,DAMAGE
101028,ENGINE,BAFFLE PLUGS,WORN
101029,#4,INTAKE GASKET,LEAKING
101030,L/H,BAFFLE SPRING,BROKEN
101031,,A/C,
101032,R/H ENG #3,INTAKE TUBE GASKET,LEAKING
101033,"2, 3 & 4",ROCKER COVER,LEAKING
101034,CYL #1,BAFFLE,CRACKED
101035,CYL #3,BAFFLE SEAL,LOOSE
101036,,BAFFLE,"CRACKED, OPENING"
101037,LEFT ENG BACK,,FIRED
101038,LEFT ENG BACK,,FIRED
101039,LEFT ENG BACK,,FIRED
101040,LEFT ENG BACK,,FIRED
101041,LEFT ENG BACK,,FIRED
101042,,,NOT HITTING
101043,#2,INTAKE,LEAKING
101044,CYL #2,ROCKER COVER GASKET,LEAKING
101045,#2,ROCKER COVER GASKET,LEAKING
101046,R/H ENGINE,,VIBRATION
101047,#2,INTAKE,LEAKING
101048,R/H REAR,BAFFLE,SCREW MISSING
101049,#2,INTAKE,LEAKING
101050,#2,INTAKE I/B BOLT HOLE,DAMAGED
101051,#2 & 4,ROCKER GASKETS,LEAKING
101052,#4,ROCKER COVER GASKET,LEAKING
101053,R/H ENG OIL,BAFFLE,CRACKED
101054,L/H ENG #2,ROCKER COVER,LEAKING
101055,L/H & R/H,OIL DIPSTICK TUBES,LOOSE
101056,L/H ENG #4,BAFFLE,CRACKED
101057,R/H ENG,BAFFLE,MISSING A BOLT
101058,R/H ENG OIL,BAFFLE,CRACKED
101059,,"BAFFLE UNDER, INTAKE",CRACKED
101060,ENGINE,BAFFLE,"PLUGS, BROKEN"
101061,#4 CYL,INTAKE GASKET,LEAKING
101062,,,"OIL SUMP, DAMAGED"
101063,,"BAFFLE, ALTERNATOR MOUNT",CRACKED
101064,R/H,BAFFLE,CRACKED
101065,R/H ENG #2 CYL,ROCKER COVER GASKET,LEAKING
101066,"#3, R/H",INTAKE,LEAKING
101067,R/H REAR,BAFFLE RIVET,BROKEN
101068,#4 CYL,AFT BAFFLE,SHEARED
101069,,,LOOSE
101070,L/H REAR,BAFFLE,CRACKED
101071,,ALT BELT,LOOSE
101072,#4,INTAKE,LEAKING
101073,,"SPARK PLUG, BAFFLE","HOLE, WORN"
101074,,BAFFLE SPARK PLUG HOLE COVERS,WORN
101075,CYL #1 & 3,INTAKES,LEAKING
101076,CYL #2,ROCKER COVER GASKET,LEAKING
101077,RIGHT ENG #4,INTAKE,LEAKING
101078,,&,
101079,,,EXCEEDED MAX RPM
101080,L/H SIDE,BAFFLE,CRACKED
101081,,,SPEED
101082,L/H,INTAKE,LEAKING
101083,R/H ENGINE #4 CYL,,COMPRESSION CK LOW
101084,R/H ALL,ROCKER COVERS,LEAKING
101085,L/H ENG,ROCKER COVERS,LEAKING
101086,"R/H ENG, CYL #3",INTAKE,LEAKING
101087,,SNIFFLER,DIRTY
101088,#3 CYL,BAFFLE SEAL RIVET,PULLED
101089,#4,INTAKE,LEAKING
101090,ENGINE,,
101091,CYL #4,ROCKER COVER GASKET,LEAKING
101092,CYL #2,INTAKE GASKET,LEAKING
101093,CYL #4,,COMPRESSION IS 30/80
101094,,,POWER LOSS
101095,,,POWER LOSS
101096,CYL #1,ROCKER COVER GASKET,LEAKING
101097,#2,INTAKE,LEAKING
101098,,BAFFLE PLUGS,WORN
101099,#4,ROCKER COVER,LEAKING
101100,"R/H SIDE, ENGINE",,OIL LEAK
101101,"R/H SIDE, ENGINE",,OIL LEAK
101102,R/H,BAFFLE SEAL,
101103,R/H REAR,BAFFLE BRACKET,SHEARED
101104,CYL #4,INTAKE GASKET,LEAKING
101105,"L/H, L/H AFT ENGINE",BAFFLE,
101106,ENGINE,BAFFLE,BROKEN OFF
101107,#1,ROCKER COVER,LEAKING
101108,L/H ENGINE #3,ROCKER COVER GASKETS,LEAKING
101109,"R/H ENGNIE, CYL #3",INTAKE GASKET,LEAKING
101110,"#1, 2, 4, R/H ENGINE",ROCKER COVER GASKETS,LEAKING
101111,"#3, L/H",INTAKE,LEAKING
101112,L/H ENG #2,INTAKE,LEAKS
101113,"R/H ENGINE, CYL #4",ROCKER COVER GASKET,LEAKING
101114,ENGINE,,RPM REACHED 2760
101115,CYL #2,INTAKE,LEAKING
101116,L/H,INDUCTION TUBE GASKET,LEAKING
101117,R/H ENG #3,INTAKE GASKET,LEAKS
101118,L/H ENGINE #2,INTAKE GASKET,LEAKING
101119,,IDLE MIXTURE,NEEDS ADJUSTMENT
101120,,IDLE MIXTURE,NEEDS ADJUSTMENT
101121,,IDLE MIXTURE,NEEDS ADJUSTMENT
101122,,IDLE MIXTURE,NEEDS ADJUSTMENT
101123,,IDLE MIXTURE,NEEDS ADJUSTMENT
101124,CYL #2,INTAKE PIPE GASKET,LEAKING
101125,#2,ROCKER COVER,LEAKING
101126,#2,INTAKE,LEAKING
101127,#4,INTAKE,LEAKING
101128,"#3, R/H",INTAKE,LEAKING
101129,"#3, L/H",INTAKE,LEAKING
101130,"2 & 3, L/H",ROCKER COVER,LEAKING
101131,"2 & 3, R/H",ROCKER COVER GASKETS,LEAKING
101132,"CYL #3, L/H",,"WORN, OUT THRUST"
101133,CYL #1,ROCKER COVER GASKET,LEAKING
101134,CYL #2,INTAKE GASKET,LEAKING
101135,"L/H ENGINE #1, 2 & 4",INTAKES,LEAKING
101136,R/H ENGINE #2 CYLINDER,,COMPRESSION IS LOW
101137,"L/H ENGINE #1, 2 & 4",INTAKES,LEAKING
101138,R/H ENGINE #2 CYLINDER,,COMPRESSION IS LOW
101139,#2,BAFFLE,CRACKED
101140,#4,ROCKER BOX COVER GASKET,LEAKING
101141,#4 CYL,BAFFLE,CRACKED
101142,#4 CYL,BAFFLE,CRACKED
101143,L/H,BAFFLE,CRACKED
101144,#4,INTAKE,LEAKING
101145,L/H,BAFFLE PLUG,
101146,R/H,BAFFLE SPARK PLUG,WORN
