id,engine,cylinders,part,problem,details
103864,R,,AFT BAFFLE SEAL,PULLED,
103865,,[1],BAFFLE,CRACK,NOTED BY NUTPLATE
103866,,"[3, 4]",INTAKE GASKETS,LEAKING,
103867,R,,,SPUTTER,WHILE PERFORMING GO-AROUND @ D37 ON CLIMBOUT
103868,,"[3, 4]",ROCKER COVER GASKETS,LEAKING,
103869,,,AIR INTAKE,WORN,ABOVE AIR INTAKE
103870,L,[4],INTAKE GASKET,LEAKING,
103881,,[2],ENGINE BAFFLE,NEEDS,TO BE SECURED
103882,,,ROCKER COVER GASKETS,LEAKING,
103883,F,,SEAL,WORN,ABOVE INTAKE FILTER HOUSING
103884,,,BAFFLE SCREW,MISSING,ABOVE STARTER
103885,,[1],BAFFLING,CRACKED,
103886,,[4],INTAKE GASKET,LEAKING,
103887,,[4],ROCKER COVER GASKET,LEAKING,
103888,,[1],BAFFLE,CRACK,EXTENDING BEYOND RIVET
103889,L,,INTAKE,LEAKING,ON L/H ENG
103890,R,,CRANKCASE LIFTING EYEBOLT,LEAKING OIL,
103901,,,YOKES,FREE,EXCESSIVE FREE PLAY NOTED BETWEEN PILOT & COPILOT YOKES
103902,,,OIL COOLER,SEALANT,BOTTOM OF OIL COOLER NEEDS SEALANT REPLACED
103903,,[1],INTERCYLINDER BAFFLE,TENSION,TENSION WIRE CHAFING ON #1 CYL OIL RETU
103904,,,BAFFLE BUTTONS,WORN,BOTH BAFFLE BUTTONS WORN
103905,,[1],CYLINDER,COMPRESSION,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST"
103906,,[1],CYLINDER,COMPRESSION,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST"
103907,ENG,,BAFFLE SEAL,RTV,"FRONT BAFFLE SEAL NEEDS RTV, ABOVE ENG INLET"
103908,,"[4, 1, 3]",ROCKER COVERS,LEAKING,"#4, 1 & 3 ROCKER COVERS LEAKING"
103909,LH,[4],CYL BAFFLE SEAL,PULLED,LH ENGINE #4 CYL BAFFLE SEAL STAPLE PULLED THROUGH
103910,,"[1, 3]",ROCKER COVERS,LEAKING,#1 AND #3 ROCKER COVERS LEAKING
103921,,,IGN TOP LEADS,NEED,TO BE SECURED
103922,,[2],INTAKE GASKET,LEAKING,
103923,,"[1, 2]",INTAKE GASKETS,LEAKING,
103924,,[2],INTAKE,LEAKING,
103925,,[2],FWD SIDE BAFFLE SEAL,DISCONNECTED,
103926,R,[3],ENG BAFFLE,MISSING,"SCREW ON AFT & NEXT TO CYL #3, SCREW MOUN"
103927,R,[2],INTAKE GASKET,LEAKING,
103928,L,"[2, 4]",ROCKER GASKETS,LEAKING,
103929,L,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
103930,R,"[3, 4]",ROCKER GASKETS,LEAKING,
103941,L,,ROCKER COVER GASKETS,LEAKING,ON L/H ENGINE
103942,,[1],FWD BAFFLE SEAL,NEEDED,TO BE LOOK
103943,,,ROCKER COVER SCREWS,LOOSE,
103944,R,[1],,LOW COMPRESSION,5/80
103945,R,[3],,LOW COMPRESSION,20/80
103946,R,[4],BAFFLE,CRACKED,AT OIL COOLER
103947,,[4],BAFFLE SEAL,RIVET PULLED THROUGH,
103948,R,"[1, 3]",INTAKES,LEAKING,
103949,R,[1],,LOW COMPRESSION,5/80
103950,R,[1],,LOW COMPRESSION,5/80
103961,R,[1],MAG,FAILED,NO TEM
103962,R,[1],MAG,FAILED,NO TEM
103963,R,[1],MAG,FAILED,NO TEM
103964,L,[2],INTAKE,LEAKING,
103965,,,,ROUGHNESS,CONSISTANT W/ STICKING
103966,,[2],FWD BAFFLE,MISSING,SCREW
103967,,[4],INTAKE GASKET,LEAKING,
103968,,[1],ROCKER COVER GASKET,LEAKING,
103969,,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
103970,R,[1],CYL BAFFLE,CRACK,
103981,,"[1, 2, 3]",INTAKE GASKETS,LEAKING,
103982,,[1],ROCKER COVER GASKET,LEAKING,
103983,L,[4],INTAKE GASKET,LEAKING,
103984,R,[3],ROCKER COVER GASKET,LEAKING,
103985,L,[4],PRIMER LINE CLAMP,LOOSE,OF L/H ENGINE
103986,R,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
103987,,[3],INTAKE TUBE,DAMAGE,BY PRIMER LINE
103989,,"[3, 4]",INTAKE GASKETS,LEAKING,
103990,R,[2],INTAKE,LEAKING,
104001,,[2],INTAKE GASKET,LEAKING,
104002,,[2],ROCKER COVER GASKET,LEAKING,
104003,F,,ENG FWD SEAL,WORN,SPOTS AT AIR INLET
104004,,[1],ROCKER COVER GASKET,LEAKS,
104005,,[1],ROCKER COVER GASKET,LEAKING,
104006,,[4],ROCKER COVER GASKET,LEAKING,
104007,,[4],,LEAKING,SIGNIFICANT AMOUNT OF OIL LEAKING FROM #4 CYLINDER AREA
104008,,,UPPER ENGINE CRANKCASE BACKBONE,LEAK,SMALL LEAK NOTED
104009,,[2],INTAKE,LEAKING,
104010,,[2],ROCKER COVER GASKET,LEAKING,
104021,,[1],INTAKE GASKET,LEAKING,
104022,R,[1],ENGINE BAFFLE,CRACKED,NEXT TO CYL #1
104023,,"[3, 4]",ROCKER COVER GASKET,LEAKING,
104024,,,,REQUESTED,CREW REQUESTED START ASSIST
104025,,[4],ROCKER COVER GASKET,LEAKING,
104026,,[2],INTAKE GASKET,LEAKING,
104027,,[4],CYL BAFFLE,CRACKED,PREVIOUS PATCH REPAIR FOR #4
104028,,,OIL RETURN LINE,LEAK NOTED,BYT ACCESSORY CASE
104029,,[1],INTAKE TUBE GASKET,LEAKING,
104030,,,ROCKER COVER SCREWS,LOOSE,ALL
104041,,[],INTAKE,LEAK,MOMENTARY RPM DROP AROUN
104042,L,[3],INTAKE,LEAKING,ON L/H ENGINE
104043,R,[1],CYL BAFFLE,CRACK,NOTED BY BOLT
104044,R,[],AFT BAFFLE,CRACK,ON I/B SID
104045,R,[],STARTER WIRE,CHAFING,BY THROTTLE CABLE O
104046,R,"[1, 2, 3, 4]",INTAKE GASKETS,LEAKING,ON R/H ENGINE
104047,,[4],INTAKE,LEAKING,
104048,L,[],BAFFLE INNER TIE WIRE,,MISROUTED
104049,,"[2, 4]",INTAKE GASKETS,LEAKING,
104050,,[4],INTAKE GASKET,LEAKING,
104061,,[1],O/B CYLINDER BRACKET,CRACKED,
104062,,,INTAKE GASKET,LEAKING,
104063,LH,,OIL COOLER,NEEDS,TO BE CHANGED
104064,R/H,,OIL COOLER,NEEDS,TO BE CHANGED
104065,LH,,OIL COOLER,NEEDS,TO BE CHANGED
104066,R/H,,OIL COOLER,NEEDS,TO BE CHANGED
104067,,,BAFFLE BRACKET,CRACKED,
104068,R/H,,OIL COOLER,NEEDS,TO BE CHANGED
104069,L/H,[1],LEFT REAR BAFFLE,CRACKED,
104070,LH,,OIL COOLER,NEEDS,TO BE CHANGED
104081,,[4],,COMPRESSION,0/80
104082,,[4],,COMPRESSION,0/80
104083,,[4],,COMPRESSION,0/80
104084,,[4],,COMPRESSION,0/80
104085,,[4],,COMPRESSION,0/80
104086,,[4],,COMPRESSION,0/80
104087,,[4],,COMPRESSION,0/80
104088,,,BLACK SEAL,WORN,
104089,,,FWD BAFFLE,CRACK,BY HEAT INLET
104090,R,,,ROUGH,FOR 3 SECONDS W/ FU
104101,L,,ROCKER COVERS,LEAKING,ON L/H ENGINE
104102,R,[3],INTAKE GASKET,LEAKING,
104103,,,SEAL,LOOSE,"ON ENGINE COWL, ABOVE L/H & R/H OIL COOLERS"
104104,R,"[1, 2, 3, 4]",ROCKER COVER GASKETS,LEAKING,ON R/H ENGINE
104105,,[4],INTAKE,LEAKING,
104106,,[2],ROCKER COVER GASKET,LEAKING,
104107,,,,SPUTTERING,"UPON GO-AROUND, ENGINE MADE A SPUTTERING NOISE FOR 3 SECS."
104108,,,,ROUGH,"AFTER START, ENGINE RAN CONSISTANTLY ROUGH"
104109,,,,ROUGH,"AFTER START, ENGINE RAN CONSISTANTLY ROUGH"
104110,,,,ROUGH,"AFTER START, ENGINE RAN CONSISTANTLY ROUGH"
104121,,,PLUG,FAILED,FOULED
104122,R,,,ROUGH,OVERRIDE CK
104123,,[2],INTAKE GASKE,LEAKING,
104124,,[4],ROCKER COVER SCREW,MISSING,
104125,,[3],SIDE BAFFLE SCREW,MISSING,
104126,,"[2, 4]",INTAKES,LEAKING,
104127,R,,,ROUGH,RUN UP
104128,R,,,ROUGH,RUN UP
104129,,,,NEEDS,RUN UP
104130,,[3],INTAKE GASKET,LEAKING,
104141,R,[],ROCKER COVER,LEAKING,ON R/H ENGINE
104142,R,[2],INTAKE,LEAKS,
104143,R,[2],RINGS,COMPRESSION,55 LBS (RINGS LEAKING)
104144,R,[2],RINGS,COMPRESSION,55 LBS (RINGS LEAKING)
104145,,[],,IDLE,
104146,R,[],ENGINE BAFFLE,LOOSE,MOUNTING SCREW LOOSE
104147,,[],SNIFFLER VALVES,DIRTY,
104148,,[],OIL RETURN LINE INTER-COOLER BAFFLING GROMMET,WORN,
104149,,"[2, 4]",ROCKER COVERS,LEAKING,
104150,,[1],AFT PUSH ROD TUBE STAND OFF RIVET,NEEDS,TO BE SQUEEZE
104161,,"[3, 4]",ROCKER COVERS,LEAKING,
104162,R,,CRANKSHAFT SEAL,LEAKING,ON R/H ENGINE
104163,L,"[2, 4]",INTAKE GASKETS,LEAKING,ON L/H ENGINE
104164,,,,SHUT,"DURING SHUT DOWN, WHEN THROTTLE WAS PULLED TO IDLE, RPM WOUL"
104165,L,[3],INTAKE,LEAKING,ON L/H ENGINE
104166,L,[1],ROCKER COVER,LEAKING,ON L/H ENGINE
104167,R,"[3, 4]",INTAKES,LEAKING,ON R/H ENGINE
104168,,[2],INTAKE,LEAKING,
104169,,[2],ROCKER COVER GASKET,LEAKING,CYL #2 LEAKING
104170,L,"[2, 4]",CYL BAFFLE TIE ROD,STRIPPED,L/H ENG #2 & 4 CYL BAFFLE TIE ROD THREADS STRIPPED
104181,L,[4],ENGINE BAFFLE,CRACK,
104182,,,,OVERSPED,UNUSUAL ATTITUDES
104183,,"[1, 4]",ROCKER COVERS,LEAKING,
104184,L,"[2, 4]",INTAKES,LEAKING,EVIDENCE OF LEAKING
104185,L,,OIL COOLER HOSE,POSITIONED,
104186,L,,OIL COOLER HOSE,POSITIONED,
104187,,[4],INTAKE,LEAKING,
104188,R,,BAFFLE PLUG,WORN,
104189,R,"[1, 3]",ROCKER COVER GASKETS,LEAKING,
104190,,[1],INTAKE GASKET,LEAKING,
104201,,[1],BAFFLE SEAL,NEEDS,TO BE RESECURED
104202,F,,ENGINE CASE BOLTS,LEAKING,FROM FWD
104203,,[2],INTAKE,LEAKING,
104204,R,[4],INTAKE GASKET,LEAKING,
104205,,[1],BAFFLE SEAL,LOOSE,
104206,,"[2, 4]",INTERCYLINDER BAFFLE,BROKEN,SAFETY WIRE BROKEN BETWEEN #2 & 4 CYL
104207,,,,,SNIFFLER VALVES NEEDS TO BE CLEANED
104208,,[3],AFT BAFFLE SCREW,MISSING,
104209,,[3],INTAKE,LEAKING,
104210,,,OIL COOLER,DIRTY,
104221,,,FUEL INJECTOR,CLEANED,SMALL FWD SCREEN ON
104222,L,[2],INTAKE,LEAKING,EVIDENCE OF
104223,L,[1],FWD I/B BAFFLE,LOOSE,
104224,,[3],INTAKE GASKET,LEAKING,
104225,,,OIL COOLER,DIRTY,
104226,R,[4],REAR BAFFLE SEAL,PULLED,THRU ONE RIVET
104227,L,[1],ROCKER COVER,MISSING,A SCREW
104228,,[4],INTAKE,LEAKING,
104229,,[2],CYL INTAKE GASKET,LEAKING,
104230,,,BAFFLE BUTTONS,REPLACEMENT,BOTH
104241,,,AIR INTAKE,ROUGHNESS,ON FINAL. PRECAUTIONARY LANDING
104242,F,,BLACK SEAL,WORN SPOTS,FOR AIR INTAKE
104243,,[4],INTAKE GASKET,LEAKING,
104244,,[4],INTAKE,LEAKING,
104245,,[4],,COMPRESSION,@ ZERO PSI
104246,,[4],,COMPRESSION,@ ZERO PSI
104247,,[4],,COMPRESSION,@ ZERO PSI
104248,,[2],INTAKE GASKET,LEAKING,
104249,,,ROCKER COVERS,LEAKING,
104250,,"[2, 3]",ROCKER COVER,LEAKING,
104261,,[],ROCKER COVER GASKET,LEAKING,
104262,,[2],INTAKE,LEAKING,
104263,,[2],ROCKER COVER GASKET,LEAKING,
104264,,"[3, 4]",INTAKES,LEAKING,
104265,,[1],BAFFLE SEAL,LOOSE,
104266,,[],BAFFLE PLUGS,NEED,TO BE REPLACED
104267,,[2],INTAKE GASKET,LEAKING,
104268,,[1],BAFFLE SEAL,LOOSE,RIVET LOOSE ON
104269,,"[2, 4]",INTAKE,LEAKING,
104270,AFT,[],ENGINE,NEED,"WORN GROMMET ON, ON GROMMET HOLE FOR OIL P"
104281,,,SNIFFLER VALVES,NEED,TO BE CLEANED
104282,,,BAFFLE,MISSING,BY OIL FILLER TUBE
104283,,[4],INTAKE,LEAKING,
104284,L,[4],INTAKE GASKET,LEAKING,
104285,R,"[3, 2]",INTAKE GASKETS,LEAKING,
104286,,[3],INTAKE TUBE GASKET,LEAKING,
104287,,[1],BAFFLE,CRACKED,ON PREVIOUS REPAIR
104288,,[2],ROCKER COVER GASKET,LEAKING,
104289,,[4],AFT BAFFLE SCREW,LOOSE,
104290,,"[2, 4, 1]",INTAKE GASKETS,LEAKING,
104301,,,AFT BAFFLE,CHAFING,#3 DRAIN LINE
104302,,,ENGINE BAFFLE,WORN OUT,
104303,,,OIL COOLER,FUZZ,
104304,,[2],INTAKE GASKET,LEAKING,
104305,,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
104306,,,,NOISE,WHISTLING
104307,L,[2],INTAKE GASKET,LEAKING,
104308,R,,MANIFOLD PRESSURE FITTING,LOOSE,
104309,R,"[3, 2]",INTAKE GASKETS,LEAKING,
104310,,"[1, 3]",ROCKER COVERS,LEAK,
104321,R,[],ENG SEAL,WORN,ABOVE VACUUM PUMP
104322,R,[],FWD BAFFLE,BROKEN,SUPPORT
104323,,[4],ROCKER COVER/BAFFLE,MISSING,SCREW FOR
104324,R,[3],INTAKE GASKET,LEAKING,
104325,L,[1],ROCKER BOX COVER GASKET,LEAKING,
104326,L,"[3, 2]",INTAKE GASKETS,LEAKING,
104327,R,"[2, 3]",ROCKER BOX COVER GASKETS,LEAKING,
104328,R,[],ENGINE BAFFLE,SEALS LOOSE,
104329,,[],,OVERSPEED,RPM
104330,,[],INTAKE GASKET,LEAKING,HAS SIGNS OF
104341,,[4],AFT BAFFLE,CRACKED,
104342,,,LWR BLACK SEAL ABOVE INTAKE,WORN,
104343,R,[1],AFT #1 CYL BAFFLE,MISSING,ON
104344,L,"[2, 3]",ROCKER GASKETS,LEAKING,
104345,L,"[1, 2, 4]",INTAKE GASKETS,LEAKING,
104346,R,"[2, 4]",ROCKER COVERS,LEAKING,
104347,R,"[2, 3]",CYL INTAKE GASKETS,LEAKING,
104348,L,,LOOSE BAFFLE SEALS,,
104349,,,BAFFLE TIE RODS,NEED,TO BE REPLACED
104350,,[1],FWD BAFFLE SEAL,SECURED,
104361,,"[2, 4]",INTAKE GASKETS,LEAKING,
104362,R,[4],,COMPRESSION,LOW ON COMPRESSION (30 LBS)
104363,R,"[3, 4]",INTAKES,LEAKING,
104364,R,[4],,COMPRESSION,LOW ON COMPRESSION (30 LBS)
104365,R,[4],,COMPRESSION,LOW ON COMPRESSION (30 LBS)
104366,,[4],BAFFLE PLUG,MISSING,
104367,,[1],INTAKE GASKET,LEAKING,
104368,,,BAFFLE WIRE,CHAFING,#4 OIL RETURN TUBE
104369,,[4],,COMPRESSION,"LOW COMPRESSION, LEAKING THROUGH EXHAUST VALVE (2"
104370,,[4],,COMPRESSION,"LOW COMPRESSION, LEAKING THROUGH EXHAUST VALVE (2"
104381,,,BACKBONE,LEAKS,AT BOLT IN MIDDLE
104382,,"[1, 2, 4]",INTAKE GASKETS,LEAKING,
104383,R,[1],BAFFLE PLUG,REQUIRES,REPLACEMENT
104384,,"[3, 4]",INTAKE GASKETS,LEAKING,
104385,,,BAFFLE PLUGS,NEED,TO BE REPLACED
104386,,[2],INTAKE,LEAKS,
104387,R,,ENG BAFFLING,MISSING,ON R/H
104388,,[2],INTAKE GASKET,LEAKING,
104389,,"[2, 4]",INTAKES,LEAKING,ON L/H ENGINE
104390,L,,ENG,WON'T START,
104401,R,"[2, 4]",INTAKE GASKETS,LEAKING,
104402,,[2],INTAKE,LEAKING,
104403,,[2],INTAKE,LEAKING,
104404,,[4],INTAKE GASKET,LEAKING,
104405,,,,ROUGHNESS,AT FULL THROTTLE
104406,R,[3],INTAKE,LEAKING,
104407,L,[2],INTAKE,LEAKING,
104408,,[4],ROCKER COVER GASKET,LEAKING,
104409,,[1],INTAKE GASKET,LEAKING,
104410,,[1],ROCKER COVER GASKET,LEAKING,
104421,,[3],,NEEDS,TO BE REPLACED
104422,,[4],,NEEDS,TO BE REPLACED
104423,,[2],INTAKE GASKET,LEAKING,
104424,,[4],POP RIVETS,LOOSE,
104425,,,ENGINE BAFFLE PLUGS,BROKEN,(TABS)
104426,L,"[2, 3, 4]",,LEAKING,ON L/H ENGINE
104427,R,"[1, 2, 3, 4]",,LEAKING,ON R/H ENGINE
104428,R,[2],INTAKE,LEAKING,
104429,L,"[3, 4]",INTAKES,LEAKING,
104430,,,OIL COOLER,NEEDS,CLEANING
104441,R,"[4, 3]",INTAKE GASKETS,LEAK,
104442,L,[2],INTAKE,LEAKING,
104443,L,[4],INTAKE GASKET,LEAKING,
104444,R,[4],INTAKE GASKET,LEAKING,
104445,R,[3],INTAKE GASKET,LEAKING,
104446,R,[1],ROCKER COVER GASKET,LEAKING,
104447,L,[3],ROCKER COVER,LEAKING,
104448,L,"[2, 3]",INTAKES,LEAKING,
104449,L,,ROCKER COVER DRAIN HOSE CLAMPS,LEAKING,
104450,R,[3],ROCKER COVER,LEAKING,
104461,,,ROCKER DRAIN LINES,LEAKING,AT HOSE CLAMPS
104462,,"[1, 3]",BAFFLE,NOT CONNECTED,WIRE
104463,R,[3],INTAKE GASKET,LEAKING,
104464,L,[3],INTAKE GASKET,LEAKING,
104465,,[4],ROCKER COVER,LEAKING,
104466,,"[1, 2, 4]",OIL RETURN LINES,LEAKING,
104467,R,,ENGINE BAFFLE,SCREW MISSING,REAR
104468,,[2],ROCKER COVER GASKET,LEAKING,
104469,L,,UPPER BAFFLE,CRACK,ON L/H
104470,,[4],ROCKER COVER,LEAKING,
104481,,"[1, 3]",ROCKER COVERS,LEAKING,
104482,,"[2, 4]",INTAKE GASKET,LEAKING,EVIDENCE OF
104483,,[2],,FAILED,"@ .031"""
104484,,[3],,FAILED,"@ .032"""
104485,,[4],,FAILED,"@ .033"""
104486,,[4],,FAILED,"@ .033"""
104487,,[1],VALVE GUIDE,FAILED,"@ .035"""
104488,,[2],,FAILED,"@ .031"""
104489,,[2],,FAILED,"@ .031"""
104490,,[3],,FAILED,"@ .032"""
104501,,[],STARTER,FOD,ON TOP OF
104502,,[3],BAFFLING,CRACKED,
104503,,"[2, 4]",BAFFLING,TENSION,RODS NOT CONNECTED
104504,,[],SNIFFLER VALVES,DIRTY,
104505,L,[],BAFFLE,PLUG,MISSING
104506,,[],INLET SCREEN,NEEDS,TO BE CLEANED
104507,R,[4],INTAKE GASKET,LEAKING,ON R/H ENGINE
104508,L,[],ENGINE BAFFLE,CRACKED,AT OIL COOLER
104509,R,[],ENGINE BAFFLE,CRACKED,AT OIL COOLER
104510,,[],PROP,OVERSPEED,2770 FOR 3+ SECONDS
104521,,[1],FWD BAFFLE,CRACKED,
104522,R,[3],INTAKE GASKET,LEAKING,ON R/H ENGINE
104523,L,"[3, 4]",INTAKE GASKETS,LEAKING,ON L/H ENGINE
104524,,,INTAKES,LEAKING,
104525,,[2],INTAKE GASKET,LEAKING,
104526,R,"[2, 3]",INTAKE,LEAKING,ON R/H ENGINE
104527,R,[3],ROCKER GASKET,LEAKS,R/H ENG
104528,R,[2],CYL BAFFLING SEAL,UNSECURED,ON R/H ENGINE
104529,L,"[2, 3, 4]",INTAKE TUBE GASKETS,LEAKING,L/H ENG
104530,R,"[2, 3]",INTAKE TUBE GASKETS,LEAKING,R/H ENG
104541,R,"[3, 4]",INTAKES,LEAKING,ON R/H ENGINE
104542,L,[1],1ST STAGE COMP BLADE,NICKED,
104543,,,BREATHER TUBE,BLOCKED,
104544,L,,,COULD NOT START,
104545,,,,QUIT & DIE,WHEN LEANING OUT ENGINE
104546,,,,START ASSIST NEEDED,
104547,,[3],INTAKE GASKET,LEAKING,
104548,,[1],INTAKE,LEAKING,
104549,,[3],ROCKER GASKET,LEAKING,
104550,,[2],INTAKE,LEAKING,
104561,,,INTAKE,LEAKING,
104562,R,[3],INTAKE GASKET,LEAKING,
104563,R,[1],ROCKER COVER GASKET,LEAKING,
104564,L,"[2, 3, 4]",INTAKES,LEAKING,
104565,,[2],BAFFLE TIE RODS,BROKEN,
104566,,[1],EXHAUST VALVE,FAILED,"(EX CLEARANCE .033"")"
104567,,[2],EXHAUST VALVE,FAILED,"(EX CLEARNACE .035"")"
104568,,[3],EXHAUST VALVE,FAILED,"(EX CLEARNACE .034"")"
104569,,[2],EXHAUST VALVE,FAILED,"(EX CLEARNACE .035"")"
104570,,[4],EXHAUST VALVE,FAILED,"(EX CLEARNACE .033"")"
104581,,,INTAKE TUBE GASKET,LEAKING,
104582,,,LOWER INTAKE CLAMP,LOOSE,
104583,,,INTAKE,LEAKING,
104584,R,[3],BAFFLE,MISSING,SCREW MISSING ON BACK OF
104585,,"[2, 4]",INTAKE TUBES,LEAKING,OIL FOUND NEAR
104586,R,,BAFFLE PLUG,NEEDS,TO BE REPLACED
104587,,,INTAKE TUBE GASKET,LEAKING,
104588,,,INTAKE,LEAKING,
104589,,,,DIRTY,ENGINE DIRTY
104590,,,CASE HALVES,SEEPING,OIL SEEPING FROM TOP OF
104601,,[1],INTAKE GASKET,LEAKING,
104602,,[4],INTAKE GASKET,LEAKING,
104603,,,,LANDING,HARD REPORTED BY TOWER
104604,L,,LOWER STUD,PULLED OUT,FROM CASE
104605,,,UPPER EXHAUST SHROUD,DOES NOT ALIGN,W/ LOWER SHROUD
104606,,[2],INTAKE TUBE GASKET,LEAKING,
104607,,[2],INTAKE GASKET,LEAKING,
104608,,[2],CYL ROCKER GASKET,LEAKING,
104609,R,,ENGINE BAFFLE BOLT,NEEDS,TO BE SAFETIED
104610,,,FRONT ENG SEAL (BLACK) ABOVE AIR INTAKE,WORN,SPOTS
104621,,,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT
104622,,,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT
104623,,,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT
104624,,,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT
104625,,,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT
104626,,,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT
104627,,,CRANKSHAFT,GOUGED,BEHIND CRANKSHAFT
104628,,"[2, 3]",INTAKES,LEAKING,
104629,,[4],INTAKE,LEAKING,
104630,R,[3],,COMPRESSION,HAS NO COMPRESSION
104641,R,"[2, 3, 4]",INTAKES,LEAKING,ON R/H ENGINE
104642,,,ENGINE BAFFLE PLUGS,WORN,
104643,,"[2, 4]",INTAKES,LEAKING,
104644,,[4],INTAKE GASKET,LEAKING,
104645,,[2],ROCKER COVER GASKET,LEAKING,
104646,,,ROCKER COVERS,LEAKING,
104647,,,,,
104648,,,,,
104649,,,,,
104650,,"[2, 4]",INTAKE GASKETS,LEAKING,
104661,,,MAGS,CLICK,HEARD A CLICK AS MAGS TRIED TO TURN OVER
104662,,,SNIFFLER VALVES,CLEANED,SNIFFLER VALVES NEED TO BE CLEANED
104663,,"[2, 4]",INTAKE GASKETS,LEAKING,#2 & 4 CYLINDER INTAKE GASKETS LEAKING
104664,R,,ENGINE BAFFLE,FIXED,R/H ENGINE BAFFLE COVER CAM LOCK NEEDS TO BE FIXED
104665,R,[4],INTAKE,LEAKS,#4 INTAKE LEAKS ON R/H ENG
104666,R,,NLG DOWN LOCK,LOOSE,NLG DOWN LOCK AFT TRUNNION BOLT LOOSE ON R/H
104667,L,"[2, 3, 4]",INTAKES,LEAKING,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE"
104668,,,SNIFFLER VALVES,DIRTY,SNIFFLER VALVES DIRTY
104669,R,[3],INTAKE,LEAKING,#3 INTAKE LEAKING ON R/H ENGINE
104670,L,"[2, 3, 4]",INTAKES,LEAKING,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE"
104681,R,,LIFT BOLT,LEAK,ON
104682,,,MIXTURE,NEEDS,
104683,,[2],INTAKE O-RING,UNSEATED,
104684,,[4],INTAKE,LEAKING,
104685,,,BAFFLE PLUGS,DAMAGED,
104686,,[3],INTAKE GASKET,LEAKING,
104687,,"[1, 2, 3]",INTAKE TUBE GASKETS,LEAKING,
104688,,,ENG WORN AT INTAKE,WORN,
104689,,[1],EXHAUST VALVE,FAILED,
104690,,[4],EXHAUST VALVE,FAILED,
104701,L,[2],,COMPRESSION,LOW
104702,L,[2],,COMPRESSION,LOW
104703,L,[2],,COMPRESSION,LOW
104704,L,[2],,COMPRESSION,LOW
104705,,[2],INTAKE,LEAKING,
104706,,"[2, 3, 4]",INTAKE GASKETS,LEAKING,
104707,,,ENG BAFFLE,LOOSE,BEHIND OIL DIPSTICK TUBE
104708,,[2],INTAKE,LEAKING,ON L/H ENGINE
104709,,"[3, 4]",INTAKES,LEAKING,ON R/H ENGINE
104710,,[2],CYL BAFFLE,MISSING,SCREW
104721,,[3],,NEEDS,TO BE CHANGED
104722,,[4],,NEEDS,TO BE CHANGED
104723,,[1],,NEEDS,TO BE CHANGED
104724,,[1],,NEEDS,TO BE CHANGED
104725,,[2],,NEEDS,TO BE CHANGED
104726,,[3],,NEEDS,TO BE CHANGED
104727,,[3],,NEEDS,TO BE CHANGED
104728,,[4],,NEEDS,TO BE CHANGED
104729,R,,BAFFLE,LOOSE,FOR BAFFLE BY DIPSTICK
104730,,,BAFFLE SEAL,WORN,BY ENG INTAKE
104741,,,INTAKE TUBE,NEEDS,TO BE REPLACED
104742,R,,ENGINE BAFFLE DEFLECTOR,CRACKED,
104743,,,,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL
104744,,,,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL
104745,,,,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL
104746,,,,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL
104747,,,,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL
104748,,,,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL
104749,,,,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL
104750,,,,NEEDS,TO BE REMOVED FOR METAL FOUND IN OIL
104761,,,INTAKE GASKETS,LEAKING,
104762,,,INTAKE GASKETS,LEAKING,
104763,L,,ENG SEAL,NEEDS,RIVET
104764,,,INTAKE GASKET,LEAKING,
104765,R,,BLACK BAFFLE SEAL,LOOSE,
104766,,,INTAKE TUBE GASKET,LEAKING,
104767,,,INTAKE,LEAKING,
104768,,[4],,COMPRESSION,BELOW 40 PSI. LEAKING PAST EXHAUST
104769,,[4],,COMPRESSION,BELOW 40 PSI. LEAKING PAST EXHAUST
104770,,[4],,COMPRESSION,BELOW 40 PSI. LEAKING PAST EXHAUST
104781,,[3],INTAKE TUBE GASKET,LEAKING,
104782,,,ENG INTAKE FILTER,WEARING,BLACK SEAL AGAINST
104783,R,[3],INTAKE,LEAKING,ON R/H ENGINE
104784,,,FWD BAFFLE,NEEDS,BLACK SEAL FOR RTV
