id,part,problem,rest,cylinders,engine
100619,ROCKER COVER,LEAKING,,3 2 1,
100620,INDUCTION TUBE HOSE CLAMP,LOOSE,(ALL CYLS),,
100621,BAFFLE MOUNTING BRACKET RIVET,BROKEN,,,R/H REAR
100622,INTAKE,LEAKING,,3,
100623,ROCKER BOX COVER SCREW,LOOSE,,,
100624,INDUCTION TUBE GASKET,LEAKING,,4,
100625,INTAKE GASKET,LEAKING,,2,
100626,INTAKE,LEAKING,,1,
100627,ROCKER GASKET,LEAKING,,1,
100628,BAFFLE PLUG,BROKEN,PRONGS,4 2,
100629,INTAKE GASKET,LEAKS,,2,
100630,,,,,
100631,INTAKE,LEAKING,LEFT ENGINE,2,
100632,ENGINE BAFFLE,CRACKED,"AT TOP REAR CENTER BRACKET, AT ENGINE",,
100633,INTAKE GASKET,LEAKING,,4,
100634,ROCKER GASKET,LEAKING,,4 3,
100635,,,,,
100636,INDUCTION TUBE GASKET,LEAKING,,3,R/H
100637,,,,,
100638,,,,,
100639,,,,,
100640,,,,,
100641,INDUCTION TUBE GASKET,LEAKING,,4 2,R/H
100642,INDUCTION TUBE GASKET,LEAKING,,4 3 2,L/H
100643,ROCKER BOX COVER GASKET,LEAKING,,4 3 2 1,L/H
100644,ENG BAFFLING,CRACKED,"SIDE, ABOVE #1 CYLINDER",,R/H
100645,,CRACKED,BY BATTERY BOX,,
100646,ENG BAFFLING,CRACKED,"SIDE, ABOVE #1 CYLINDER",,R/H
100647,INTAKE,LEAKING,,2,
100648,INTAKE GASKET,LEAKING,,4 2,
100649,ROCKER GASKET,LEAKING,,4 2,
100650,,,,,
100651,INTAKE,LEAKING,,4 3 2,R/H
100652,INTAKE,LEAKING,,4 3 2,L/H
100653,ROCKER COVER,LEAKING,,4 1,L/H
100654,ROCKER COVER,LEAKING,,3,
100655,INTAKE,LEAKING,,2,
100656,ROCKER COVER,LEAKING,,4 2,
100657,AFT BAFFLE,CRACKED,,3,
100658,OIL RETURN LINE HOSE CLAMP,LOOSE,,4 2,
100659,,LOOSE,MISSING SPRING WASHER,,
100660,ROCKER COVER,LEAKING,,3,
100661,FWD BAFFLE,WORN,THROUGH,1,
100662,INTAKE GASKET,LEAKING,,2,
100663,BACK BAFFLE SCREW,MISSING,,,R/H
100664,INTAKE GASKET,LEAKING,,2,
100665,ROCKER COVER GASKET,LEAKING,,3 1,
100666,,LEAKING,,3 2,R/H
100667,ROCKER COVER GASKET,BROKEN,,4 3,
100668,ROCKER COVER GASKET,TORN,,3,
100669,ROCKER COVER GASKET,TORN,,4 3 1,
100670,,,,,
100671,,TORN,,3,
100672,ROCKER BOX COVER GASKET,LEAKING,,4 3,
100673,INTAKE GASKET,LEAKING,,4 2,
100674,INTAKE GASKET,LEAKING,,3 1,
100675,INTAKE,LEAKING,,4 2,R/H
100676,INTAKE,LEAKING,,4 3 2,L/H
100677,ROCKER COVER,LEAKING,,4 3,L/H
100678,ROCKER COVER,LEAKING,,3 2 1,R/H
100679,INTAKE,LEAK,,3 2,R/H
100680,INTAKE,LEAKING,,3,L/H
100681,ROCKER COVER GASKET,LEAKING,,4,
100682,ROCKER BOX COVER SCREW,LOOSE,,,
100683,ROCKER BOX COVER GASKET,LEAKS,,2,
100684,LOWER BAFFLE,CRACKED,,3 1,
100685,,,,,
100686,INTAKE GASKET,LEAKING,,2,L/H
100687,INTAKE,LEAKING,,3 2,R/H
100688,ROCKER COVER GASKET,LEAKING,,3,R/H
100689,,,,,
100690,INDUCATION TUBE GASKET,LEAKING,,4,R/H
100691,INTAKE TUBE,LEAKING,,4,
100692,INTAKE,LEAKING,,2,
100693,INTAKE,LEAKING,,1,
100694,,,,,
100695,,,,,
100696,,,,,
100697,,,,,
100698,INDUCTION TUBE GASKET,LEAKING,,3,R/H
100699,BAFFLE SEAL,LOOSE,LEFT SIDE OF ENGINE,,
100700,,,,,
100701,INTAKE GASKET,LEAKING,,2,
100702,INTAKE,LEAKING,,4 3 2,L/H
100703,BAFFLE SEAL,NEED,TO BE RESECURED ON BOTH ENGINES,,
100704,INTAKE,LEAKING,,4 3 2,R/H
100705,INTAKE,LEAKING,,2,
100706,ROCKER COVER,LEAKING,,2,
100707,INTAKE,LEAKING,,2,
100708,SIDE COWL SEAL,LOOSE,,,R/H
100709,,MISSING,BAFFLE,,R/H AFT
100710,,MISSING,BAFFLE,,R/H AFT
100711,ENGINE BAFFLE PLUG,BAD,,,
100712,ROCKER BOX COVER GASKET,LEAKING,,2,
100713,INTAKE,LEAKING,,3 1,L/H
100714,INTAKE,LEAKING,,2,R/H
100715,INTAKE,LEAKING,,2,L/H
100716,,CRACKED,,,R/H
100717,ROCKER COVER,LEAKING,,3 2,R/H
100718,,,,,
100719,INTAKE,LEAKING,,4,
100720,,,,,
100721,,,,,
100722,INTAKE,LEAKING,,2,
100723,,,,,
100724,SCREW,MISSING,AFT BAFFLE BRACKET,,
100725,SCREW,MISSING,BAFFLE ABOVE #3 CYL,,
100726,BAFFLE,CRACKED,ABOVE #1 CYL,,
100727,REAR BAFFLE PLUG,WORN,OUT,,
100728,,NEED,ED FOR FUEL LINE ON TOP OF ENG,,
100729,BAFFLE,MISSING,RIVET ON AFT SUPPORT BRACKET,,R/H
100730,INTAKE GASKET,LEAKING,,4,R/H
100731,INDUCTION TUBE GASKET,LEAKING,,3,R/H
100732,INDUCTION TUBE GASKET,LEAKING,,3,L/H
100733,,,,,
100734,INTAKE,LEAKS,,1,
100735,,,,,
100736,INTAKE,LEAKING,,2,
100737,ROCKER GASKET,LEAKING,,4 3,
100738,,,,,
100739,,,,,
100740,,,,,
100741,,,,,
100742,INTAKE,LEAKING,,4 3,R/H
100743,INTAKE,LEAKING,,4 3,L/H
100744,,MISSING,,,R/H
100745,,,,,
100746,BACK BAFFLE BRACKET,MISSING,A RIVET & BAFFLE IS CRACK,,R/H
100747,INTAKE GASKET,LEAKING,,4,
100748,INTAKE GASKET,LEAKING,,2,
100749,AFT BAFFLE,CRACKED,,4,L/H
100750,SIDE BAFFLE SEAL,TORN,,2,L/H
100751,SIDE BAFFLE SEAL,LOOSE,,1,L/H
100752,INTAKE GASKET,LEAKING,,3,L/H
100753,ROCKER GASKET,LEAKING,,,L/H
100754,,,,,
100755,ROCKER BOX COVER SCREW,LOOSE,CYLS,4 3 2 1,
100756,INDUCTION TUBE GASKET,LEAKING,,4 3 2,
100757,INTAKE GASKET,LEAKING,,4 3,
100758,INDUCTION TUBE GASKET,LEAKING,,4,
100759,ENGINE BAFFLE,NEED,NEW BUTTON PLUGS,,
100760,INTAKE,LEAKING,,1,R/H
100761,INTAKE,LEAKING,,3,L/H
100762,,,,,
100763,INTAKE,LEAKING,,4 2,
100764,FWD ENGINE HOIST LOOP BOLT,LOOSE,,,
100765,INTAKE GASKET,LEAKING,,2,
100766,ROCKER COVER GASKET,LEAKING,,4 3 2 1,
100767,OIL COOLER,NEEDS,TO BE REPLACED,,
100768,INDUCTION TUBE HOSE CLAMP,BROKEN,,2,
100769,ROCKER COVER GASKET,LEAKING,,4 2,
100770,INDUCTION TUBE GASKET,LEAKING,,3,R/H
100771,,,,,
100772,INDUCTION TUBE GASKET,LEAKING,,3,L/H
100773,INTAKE,LEAKING,,2,
100774,INTAKE GASKET,LEAKING,,1,
100775,ROCKER GASKET,LEAKING,,3,
100776,BAFFLE SPRING,BROKEN,,,R/H
100777,,,,,
100778,,LEAKING,,,
100779,,LEAKING,,,
100780,ROCKER COVER,NEED,TIGHTENING,4 3 2 1,
100781,ROCKER COVER GASKET,LEAKING,,3,
100782,INTAKE,LEAKING,,2,L/H
100783,INTAKE,LEAKING,,2,R/H
100784,BAFFLE,CRACKED,,1,
100785,BAFFLE,CRACKED,,,R/H AFT
100786,,,,,
100787,ROCKER COVER SCREW,LOOSE,,4 3 2 1,
100788,ROCKER SHAFT PLUG,WORN,,3,L/H
100789,INTAKE,LEAKING,,3,R/H
100790,ROCKER COVER GASKET,LEAKING,,3,L/H
100791,INTAKE,LEAKING,,2,
100792,,,,,
100793,BAFFLE,CRACKED,PAST STOP DRILL,,L/H AFT
100794,,,,,
100795,INTAKE GASKET,LEAKING,,2,
100796,VALVE COVER GASKET,LEAKING,,4,
100797,ROCKER COVERS ON BOTH ENG SCREW,LOOSE,,4 3 2 1,
100798,ROCKER COVER,LEAKING,,2,
100799,INTAKE GASKET,LEAKING,,2,
100800,INDUCTION TUBE GASKET,LEAKING,,4 3 2,
100801,ROCKER COVER GASKET,LEAKING,,3 2,
100802,BAFFLE,CRACKED,,,L/H REAR
100803,,BROKEN,,4 3 2 1,
100804,INTAKE,LEAKING,,4,
100805,INTAKE GASKET,LEAKING,,3,
100806,,,,,
100807,,NEEDS,TO BE REPOSITIONED,,
100808,INTAKE GASKET,LEAKING,,2,
100809,ROCKER COVER,LEAKING,,3,
100810,ROCKER COVER GASKET,LEAKING,,4,
100811,,,,,
100812,,,,,
100813,,,,,
100814,INTAKE,LEAKING,,2,
100815,BAFFLE,NEEDS,BAFFLE SCREW,3,R/H
100816,INTAKE GASKET,LEAKING,,2,
100817,ROCKER COVER GASKET,LEAKING,,4 3,
100818,BAFFLE,CRACKED,,,L/H REAR
100819,INDUCTION TUBE GASKET,LEAKING,,2,
100820,ROCKER COVER GASKET,LEAKING,,2,
100821,INTAKE,LEAKING,,2,
100822,ROCKER COVER,LEAKING,,1,
100823,,,,,
100824,INDUCTION TUBE GASKET,LEAKING,,4,
100825,,,,,
100826,ROCKER COVER,LEAKING,,2,
100827,,WORN,THROUGH,,
100828,INTAKE,LEAKING,,2,L/H
100829,INTAKE GASKET,LEAKING,,3,L/H
100830,ROCKER COVER,LEAKING,,3 2,L/H
100831,,,,,
100832,INTAKE,LEAKING,,2,
100833,ROCKER COVER,LEAKING,,4 2,
100834,INTAKE,LEAKING,,2,
100835,ENGINE,DIRTY,,,
100836,INTAKE,LEAKING,,3 1,
100837,BACK BAFFLE,MISSING,A SCREW,,R/H
100838,FRONT BAFFLE SEAL RIVET,BROKEN,,,R/H
100839,,,,,
100840,,,,,
100841,FWD BAFFLE,CRACKED,UNDER HEAT SHROUD AIR INTAKE,,
100842,SIDE OF BAFFLE,CRACKED,,,R/H
100843,ROCKER COVER,LEAKING,,4,
100844,ROCKER COVER SCREW,LOOSE,,,R/H
100845,INTAKE,LEAKING,,3,R/H
100846,ROCKER COVER GASKET,LEAKING,,3 2,
100847,INTAKE GASKET,LEAKING,,2,
100848,,,,,
100849,ROCKER COVER,MISSING,SCREWS,2 1,
100850,ROCKER COVER,LEAK,,4 3 2,
100851,,,,,
100852,,LOOSE,,,L/H REAR
100853,,,,,
100854,,,,,
100855,,,,,
100856,,,,,
100857,,,,,
100858,INTAKE GASKET,LEAKING,,3 2,R/H
100859,ROCKER COVER GASKET,LEAKING,,3 2,
100860,BAFFLE,MISSING,SCREW ON BRACKET,3,
100861,ROCKER COVER,LEAKING,,4 3 2,
100862,INTAKE GASKET,LEAKS,,2,
100863,ROCKER COVER GASKET,LEAKING,,4 3 1,
100864,INTAKE TUBE,LEAKING,,2,
100865,,,,,
100866,INTAKE,LEAKING,,1,
100867,INTAKE GASKET,LEAKING,,4,
100868,INTAKE,LEAKING,,4 2,
100869,INDUCTION TUBE GASKET,LEAKING,,2,
100870,ROCKER COVER,LEAKING,,2 1,
100871,BAFFLE SPRING,BROKEN,,,R/H
100872,BAFFLE,CRACKED,,,R/H AFT
100873,,STUCK,VALVE IN FLIGHT,,
100874,,STUCK,VALVE IN FLIGHT,,
100875,,STUCK,VALVE IN FLIGHT,,
100876,,STUCK,VALVE IN FLIGHT,,
100877,INTAKE,LEAKING,,2,R/H
100878,INTAKE,LEAKING,,4 2,L/H
100879,ROCKER COVER,LEAKING,,2,R/H
100880,BAFFLE SPRING,BROKEN,,,R/H
100881,AFT BAFFLE BRACKET,MISSING,RIVETS,,
100882,INTAKE,LEAKING,,2,L/H
100883,INTAKE,LEAKING,,3,R/H
100884,INTAKE TUBE GASKET,LEAKING,,4,L/H
100885,,TORN,,1,R/H
100886,INTAKE,LEAKING,,2,R/H
100887,INTAKE,LEAKING,,2,L/H
100888,,LOOSE,,,R/H
100889,ROCKER COVER,LEAKING,,2,L/H
100890,SCREW,MISSING,"BAFFLING, ON ENG (BEHIND DIPSTICK TUB",,L/H AFT
100891,,,,,
100892,,,,,
100893,,,,,
100894,ROCKER COVER,LEAKING,,2 1,
100895,,,,,
100896,ROCKER COVER,LEAKING,,4 3,L/H
100897,ROCKER COVER,LEAKING,,4 3,R/H
100898,INTAKE GASKET,LEAKING,,4 2,
100899,ROCKER COVER GASKET,LEAKING,,3,
100900,ROCKER COVER,LEAKING,,2 1,
100901,INTAKE,LEAKING,,1,
100902,FWD BAFFLE SEAL,NEEDS,TO BE SECURED,,R/H
100903,,,,,
100904,INTAKE,LEAKING,,2,
100905,ROCKER COVER,LEAKING,,2,
100906,INTAKE,LEAKING,,4,
100907,ROCKER COVER,LEAKING,,4,
100908,,NEED,ED FOR UNUSUAL VIBRATION,,
100909,,NEED,ED FOR UNUSUAL VIBRATION,,
100910,,NEED,ED FOR UNUSUAL VIBRATION,,
100911,,NEED,ED FOR UNUSUAL VIBRATION,,
100912,INTAKE,LEAKING,,2,
100913,,COMPRESSION,COMPRESSION ON #4 CYLINDER,,
100914,,COMPRESSION,COMPRESSION ON #4 CYLINDER,,
100915,EXT VALVE,STICKING,(40/80),1,
100916,EXT VALVE,STICKING,(40/80),1,
100917,EXT VALVE,STICKING,(40/80),1,
100918,BAFFLE BRACKET RIVET,LOOSE,BACK SIDE OF BAFFL,3,
100919,ROCKER COVER GASKET,LEAKING,,3,
100920,,,,,
100921,,,,,
100922,ROCKER COVER GASKET,LEAKING,,4 2,
100923,INTAKE,LEAKING,,4,L/H
100924,ROCKER COVER,LEAKING,,4,L/H
100925,INTAKE,LEAKING,,4,R/H
100926,,BROKEN,TO OIL RIGGED LI,,R/H
100927,INTAKE,LEAKING,,2,
100928,INTAKE GASKET,LEAKING,,2,
100929,,DAMAGED,,,
100930,ROCKER COVER GASKET,LEAKING,,4 1,
100931,INTAKE GASKET,LEAKING,,2,
100932,,LEAKING,,2,
100933,INTAKE GASKET,LEAKING,,3,
100934,ROCKER COVER GASKET,LEAKING,,4,
100935,REAR BAFFLE MOUNT SCREW,LOOSE,BEHIND DIPSTICK TUBE,,
100936,ILNDER ROCKER COVER,LEAKING,,2,
100937,INTAKE GASKET,LEAKING,,2,
100938,ROCKER COVER,LEAKING,,3,
100939,,,,,
100940,,,,,
100941,,,,,
100942,,,,,
100943,SCREW,MISSING,BEHIND #3 BAFFLE,,
100944,INTAKE,LEAKING,,4 2,
100945,,,,,
100946,INTAKE GASKET,LEAKING,,3,
100947,,NEED,ADJUSTMENT,,
100948,,,,,
100949,BAFFLE,CRACKED,PAST STOP DRILL,,L/H AFT
100950,ROCKER COVER GASKET,LEAKING,,3 2,
100951,ROCKER COVER GASKET,LEAKING,,2,
100952,,,,,
100953,INTAKE,LEAKING,,4,L/H
100954,BAFFLE SEAL,NEED,TO BE INSTALLED CORRECT,4 3,R/H
100955,,,,,
100956,ROCKER COVER,LEAKING,,2,
100957,,,,,
100958,ROCKER COVER SCREW,LOOSE,,4,
100959,INTAKE GASKET,LEAKING,,2,
100960,ROCKER COVER,MISSING,A SCREW,2,
100961,ROCKER COVER,LEAKING,,2,R/H
100962,ROCKER COVER,LEAKING,,4,L/H
100963,INTAKE,LEAKING,,3 2,R/H
100964,INTAKE,LEAKING,,4 3,L/H
100965,,,,,
100966,SIDE BAFFLE SEAL,LOOSE,,4,L/H
100967,ROCKER COVER GASKET,LEAKING,,3,R/H
100968,INTAKE GASKET,LEAKING,,3,R/H
100969,,,,,
100970,BAFFLE MOUNTING SCREW,LOOSE,,,R/H REAR
100971,ROCKER COVER,LEAKING,,1,
100972,INTAKE,LEAKING,,4,
100973,ROCKER COVER,LEAKING,,2,
100974,,,,,
100975,FWD FRONT BAFFLE,MISSING,RUBBER PLUG,,L/H
100976,,,,,
100977,INTAKE TUBE GASKET,LEAKING,,1,
100978,INTAKE,LEAKING,,3 2 1,L/H
100979,BAFFLE TIE ROD,LOOSE,SIDE,,R/H    L/H
100980,INTAKE,LEAKING,,4 3 2,R/H
100981,ROCKER COVER,LEAKING,,4 3 2,R/H
100982,ROCKER COVER,LEAKING,,3,L/H
100983,INTAKE GASKET,LEAKING,,3,R/H
100984,INTAKE GASKET,LEAKING,,4 3 2,L/H
100985,ROCKER COVER GASKET,LEAKING,,3 2,L/H
100986,ROCKER COVER GASKET,LEAKING,,3 2,R/H
100987,ROCKER COVER GASKET,LEAKING,,4,
100988,ROCKER COVER GASKET,LEAKING,,3,
100989,,,,,
100990,ROCKER COVER GASKET,LEAKING,,4 2,
100991,INDUCTION TUBE GASKET,LEAKING,,2,
100992,,,,,
100993,ROCKER GASKET,LEAKING,,4,
100994,INNER EXHAUST PUSH ROD SEAL,LEAKING,,3,
100995,,,,,
100996,INTAKE,LEAKING,,1,
100997,INTAKE GASKET,LEAKING,,4,
100998,,,,,
100999,INTAKE,LEAKING,,3,
101000,INTAKE,LEAKING,,2,L/H
101001,ROCKER COVER,LEAKING,,3 2,L/H
101002,LEFT AFT BAFFLE BRACKET,CRACKED,,,L/H
101003,ROCKER COVER,LEAKING,,4 2,R/H
101004,ROCKER GASKET,LEAKING,(ALL 4),,
101005,INTAKE GASKET,LEAKING,,3,L/H
101006,INTAKE GASKET,LEAKING,,3,R/H
101007,,,,,
101008,INTAKE,LEAKING,,2,
101009,BAFFLE PLUG,BROKEN,,,R/H
101010,INTAKE,LEAKING,,2,
101011,BAFFLE MOUNT SCREW,MISSING,,,R/H REAR
101012,FWD BAFFLE,CRACKED,UNDER HEAT SHROUD AIR INTAKE,,
101013,ROCKER COVER,LEAKING,,4,
101014,ROCKER COVER GASKET,LEAKING,,4,
101015,BAFFLE PLUG,MISSING,,,
101016,,,,,
101017,SIDE BAFFLE,CRACKED,,3 1,
101018,BAFFLE SCREW,MISSING,AT FRONT OF #2 CYL,,
101019,INTAKE GASKET,LEAKS,,2,
101020,INTAKE,LEAKING,,2,
101021,INTAKE GASKET,LEAKING,,4 2,
101022,INTAKE,LEAKING,,4,
101023,ROCKER COVER,DAMAGE,,1,L/H
101024,,,,,
101025,ROCKER COVER,DAMAGE,,1,L/H
101026,,,,,
101027,,,,,
101028,ENGINE BAFFLE PLUG,WORN,,,
101029,INTAKE GASKET,LEAKING,,4,
101030,BAFFLE SPRING,BROKEN,,,L/H
101031,,,,,
101032,INTAKE TUBE GASKET,LEAKING,,3,R/H
101033,ROCKER COVER,LEAKING,,4 3 2,L/H
101034,BAFFLE,CRACKED,,1,
101035,BAFFLE SEAL,LOOSE,OVER CYL #3,,
101036,FWD BAFFLE,CRACKED,BY MUFFLER SHROUD OPENING,,
101037,,,,,
101038,,,,,
101039,,,,,
101040,,,,,
101041,,,,,
101042,,,,,
101043,INTAKE,LEAKING,,2,
101044,ROCKER COVER GASKET,LEAKING,,2,
101045,ROCKER COVER GASKET,LEAKING,,2,
101046,,,,,
101047,INTAKE,LEAKING,,2,
101048,BAFFLE SCREW,MISSING,,,R/H REAR
101049,INTAKE,LEAKING,,2,
101050,,,,,
101051,ROCKER GASKET,LEAKING,,4 2,
101052,ROCKER COVER GASKET,LEAKING,,4,
101053,OIL COOLER BAFFLE,CRACKED,,,R/H
101054,ROCKER COVER,LEAKING,,2,L/H
101055,,,,,
101056,BAFFLE,CRACKED,REINFORCING BRACE,4,L/H
101057,FWD BAFFLE,MISSING,A BOLT,1,R/H
101058,OIL COOLER BAFFLE,CRACKED,,,R/H
101059,FWD BAFFLE UNDER HEAT SHROUD INTAKE,CRACKED,,,
101060,,BROKEN,,,
101061,INTAKE GASKET,LEAKING,,4,
101062,,DAMAGED,,,
101063,,,,,
101064,BAFFLE,CRACKED,,,R/H
101065,ROCKER COVER GASKET,LEAKING,,2,R/H
101066,INTAKE,LEAKING,,3,R/H
101067,BAFFLE RIVET,BROKEN,,,R/H REAR
101068,AFT BAFFLE HAS 2 RIVET,SHEARED,,4,
101069,OIL FILLER TUBE,LOOSE,,,
101070,,,,,
101071,,LOOSE,,,
101072,INTAKE,LEAKING,,4,
101073,SPARK PLUG BAFFLE HOLE PLUG,WORN,,,
101074,BAFFLE SPARK PLUG HOLE COVER,WORN,,,
101075,INTAKE,LEAKING,,3 1,
101076,ROCKER COVER GASKET,LEAKING,,2,
101077,,,,,
101078,,,,,
101079,,,,,
101080,SIDE BAFFLE,CRACKED,IN 2 PLACES,,L/H
101081,,,,,
101082,INTAKE,LEAKING,,4,L/H
101083,CYL,COMPRESSION,COMPRESSION CK LOW,4,R/H
101084,ROCKER COVER,LEAKING,,4 3 2 1,R/H
101085,ROCKER COVER,LEAKING,,3 1,L/H
101086,INTAKE,LEAKING,,3,R/H
101087,SNIFFLER VALVE,DIRTY,,,
101088,,,,,
101089,INTAKE,LEAKING,,4,
101090,,,,,
101091,ROCKER COVER GASKET,LEAKING,,4,
101092,INTAKE GASKET,LEAKING,,2,
101093,CYL,COMPRESSION,COMPRESSION IS 30/80,4,
101094,,,,,
101095,,,,,
101096,ROCKER COVER GASKET,LEAKING,,1,
101097,INTAKE,LEAKING,,2,
101098,BAFFLE PLUG,WORN,,,
101099,ROCKER COVER,LEAKING,,4,
101100,OIL,LEAK,EVIDENCE ON R/H SIDE OF ENGINE,,
101101,OIL,LEAK,EVIDENCE ON R/H SIDE OF ENGINE,,
101102,,,,,
101103,BAFFLE BRACKET RIVET,SHEARED,,,R/H REAR
101104,,,,,
101105,,,,,
101106,,BROKEN,OFF,,
101107,ROCKER COVER,LEAKING,,1,
101108,ROCKER COVER GASKET,LEAKING,,4 3,L/H
101109,,,,,
101110,,,,,
101111,INTAKE,LEAKING,,3,L/H
101112,INTAKE,LEAKS,,2,L/H
101113,ROCKER COVER GASKET,LEAKING,,4,R/H
101114,,,,,
101115,INTAKE,LEAKING,,2,
101116,INDUCTION TUBE GASKET,LEAKING,,4,L/H
101117,INTAKE GASKET,LEAKS,,3,R/H
101118,INTAKE GASKET,LEAKING,,2,L/H
101119,,NEEDS,ADJUSTMENT,,
101120,,NEEDS,ADJUSTMENT,,
101121,,NEEDS,ADJUSTMENT,,
101122,,NEEDS,ADJUSTMENT,,
101123,,NEEDS,ADJUSTMENT,,
101124,INTAKE PIPE GASKET,LEAKING,,2,
101125,ROCKER COVER,LEAKING,,2,
101126,INTAKE,LEAKING,,2,
101127,INTAKE,LEAKING,,4,
101128,INTAKE,LEAKING,,3,R/H
101129,INTAKE,LEAKING,,3,L/H
101130,ROCKER COVER,LEAKING,,3 2,L/H
101131,ROCKER COVER GASKET,LEAKING,,3 2,R/H
101132,,,,,
101133,ROCKER COVER GASKET,LEAKING,,1,
101134,INTAKE GASKET,LEAKING,,2,
101135,INTAKE,LEAKING,,4 2 1,L/H
101136,,COMPRESSION,COMPRESSION IS LOW,2,R/H
101137,INTAKE,LEAKING,,4 2 1,L/H
101138,,COMPRESSION,COMPRESSION IS LOW,2,R/H
101139,FWD BAFFLE,CRACKED,,2,
101140,ROCKER BOX COVER GASKET,LEAKING,,4,
101141,BAFFLE,CRACKED,AFT OF #4 CYL,,
101142,BAFFLE,CRACKED,AFT OF #4 CYL,,
101143,,,,,
101144,INTAKE,LEAKING,,4,
101145,BAFFLE PLUG,NEEDS,TO BE REPLACED,,L/H
101146,,WORN,,,R/H
101147,ROCKER COVER GASKET,LEAKING,,3 2,
101148,AFT BAFFLE SCREW,LOOSE,,3,
101149,ROCKER COVER,LEAKING,,4,
101150,DIPSTICK TUBE,LOOSE,,,
101151,SIDE BAFFLE,MISSING,A SCREW,,R/H
101152,ROCKER COVER,LEAKING,,2,
101153,,MISSING,,,R/H
101154,ROCKER COVER GASKET,LEAKING,,3,
101155,,,,,
101156,BOTH SPARK PLUG BAFFLE PLUG,WORN,,,
101157,INTAKE,LEAKING,,3,R/H
101158,INTAKE,LEAKING,ENIGNE,4,L/H
101159,INNER BAFFLE SPRING,BROKEN,,,L/H
101160,,,,,
101161,,,,,
101162,,,,,
101163,INTAKE,LEAKING,,1,
101164,ROCKER COVER,LEAKING,,4 2,
101165,ROCKER COVER,LEAKING,,2,
101166,INDUCTION TUBE GASKET,LEAKING,,3,
101167,INDUCTION TUBE GASKET,LEAKING,,2,
101168,INTAKE,LEAKING,,1,L/H
101169,INTAKE,LEAKING,,2 1,R/H
101170,INDUCTION TUBE GASKET,LEAKING,,2,
101171,,,,,
101172,,,,,
101173,ROCKER COVER,LEAKING,,2,
101174,OIL,LEAK,FROM L/H ENGINE,,
101175,OIL,LEAK,FROM L/H ENGINE,,
101176,ROCKER COVER,LEAKING,,2,L/H
101177,ROCKER COVER,LEAKING,,2,R/H
101178,,BROKEN,,2,R/H
101179,,BROKEN,,2,L/H
101180,,MISSING,,3,
101181,ROCKER COVER GASKET,LEAKING,,3,
101182,BAFFLE SUPPORT ON AFT COPILOT SIDE ENGINE BAFFLE,LOOSE,,,
101183,,,,,
101184,,,,,
101185,CYL,LOOSE,BAFFLE RUBBING ON OIL RETURN LINE CY,3,R/H
101186,INTAKE,LEAKING,,2,
101187,INTAKE,LEAKING,,3,R/H
101188,,,,,
101189,SIDE BAFFLE,CRACKED,,,L/H
101190,PLUGS FOR ENG BAFFLING,WORN,,,
101191,ROCKER COVER,LEAKING,,4 3,
101192,BAFFLE,MISSING,A BOLT,2,R/H
101193,AFT BAFFLE,CRACKED,,4,R/H
101194,ROCKER BOX COVER SCREW,LOOSE,,,
101195,,MISSING,FINGERS,,
101196,ROCKER COVER,LEAKING,,2,
101197,,,,,
101198,ROCKER COVER GASKET,LEAKING,,4 2,R/H
101199,ROCKER COVER,LEAKING,,2,
101200,,TORN,,4,L/H
101201,,,,,
101202,,,,,
101203,ROCKER COVER GASKET,LEAKING,,4 3,L/H
101204,AFT UPPER BAFFLE SEAL,LOOSE,,3,
101205,BOTH BAFFLE PLUG,MISSING,TOO MANY TABS,,
101206,INTAKE GASKET,LEAKING,,4,
101207,ROCKER COVER GASKET,LEAKING,,4,
101208,SIDE BAFFLE PLUG,MISSING,FINGERS,,
101209,ROCKER COVER GASKET,LEAKING,,4 2,
101210,ROCKER GASKET,LEAKING,,3 2 1,L/H
101211,INTAKE GASKET,LEAKING,,4,L/H
101212,,,,,
101213,,,,,
101214,INTAKE,LEAKING,,4,
101215,ROCKER COVER,LEAKING,,3,
101216,ROCKER COVER,LEAKING,,4 2,
101217,RIVET,MISSING,ENGINE DATA PLATE,,
101218,INTAKE,LEAKING,,4 3,L/H
101219,INTAKE,LEAKING,,3 2,R/H
101220,ROCKER COVER,LEAKING,,2,R/H
101221,ROCKER COVER,LEAKING,,4 3 2,L/H
101222,ROCKER COVER GASKET,LEAKING,,2,
101223,ROCKER COVER,LEAKING,,4 2,R/H
101224,,,,,
101225,,,,,
101226,,,,,
101227,ROCKER COVER,LEAKS,,4,R/H
101228,INTAKE,LEAKING,,4 1,R/H
101229,ROCKER GASKET,LEAKING,,3,L/H
101230,ROCKER COVER,LEAKING,,3 2,R/H
101231,,COMPRESSION,LOW COMPRESSION (20/80 PSI),4,R/H
101232,,COMPRESSION,LOW COMPRESSION (20/80 PSI),4,R/H
101233,AFT BAFFLE SEAL,LOOSE,,3,R/H
101234,INTAKE GASKET,LEAKING,,2,L/H
101235,,,,,
101236,INTAKE GASKET,LEAKING,,4,R/H
101237,SIDE BAFFLE SEAL,LOOSE,,2,R/H
101238,INTAKE,LEAKING,,4 2,
101239,,,,,
101240,,,,,
101241,INTAKE,LEAKING,,4 3,
101242,ROCKER COVER,LEAKING,,4 3 2,
101243,RIVET,SHEARED,@ R/H AFT BAFFLE,,
101244,,LEAKING,,,R/H
101245,,LEAKING,,,R/H
