IDENT,ActionPart,ActionTaken
100674,INTAKE GASKETS,REMOVED & REPLACED
100675,INTAKE GASKETS,REMOVED & REPLACED
100676,INTAKE GASKETS,REMOVED & REPLACED
100677,ROCKER COVER GASKETS,REMOVED & REPLACED
100678,ROCKER COVER GASKETS,REMOVED & REPLACED
100679,GASKETS,REMOVED & REPLACED
100680,GASKET,REMOVED & REPLACED
100681,ROCKER COVER GASKET,REMOVED & REPLACED
100682,SCREWS,TIGHTENED
100683,,REMOVED & REPLACED
100684,"INTAKE TUBE, BAFFLE","REMOVED, REMOVED & REPLACED"
100685,INTAKE TUBE,"INSTALLED, RING & GASKET"
100686,,REMOVED & REPLACED
100687,INTAKE GASKETS,REMOVED & REPLACED
100688,ROCKER COVER GASKET,REMOVED & REPLACED
100689,GASKET,REPLACED
100690,INTAKE TUBE GASKET,REPLACED
100691,INTAKE GASKET,REMOVED & REPLACED
100692,INTAKE GASKET,REMOVED & REPLACED
100693,GASKET,REPLACED
100694,,REMOVED
100695,PLUNGER ASSY,REMOVED
100696,"COMPRESSION, EXHAUST VALVE",CHECK & FOUND
100697,CYLINDER,REMOVED & REPLACED
100698,INDUCTION TUBE GASKET,INSTALLED
100699,BAFFLE SEAL,SECURED
100700,STRIKER PLATE,ADJUSTED
100701,INTAKE GASKET,REMOVED & REPLACED
100702,INTAKE GASKETS,REPLACED
100703,BAFFLE SEALS,RESECURED
100704,INTAKE GASKETS,REMOVED & REPLACED
100705,GASKET,REMOVED & REPLACED
100706,GASKET,REMOVED & REPLACED
100707,,REMOVED & REPLACED
100708,SEAL,SECURED
100709,HARDWARE IN,INSTALLED
100710,HARDWARE ON BAFFLE,INSTALLED
100711,BAFFLE PLUGS,INSTALLED
100712,ROCKER BOX COVER GASKET,INSTALLED
100713,INTAKE GASKETS,REPLACED
100714,,REPLACED
100715,"CYL, INTAKE TUBE GASKET",REPLACED
100716,BRACKET,REMOVED & REPLACED
100717,ROCKER COVER GASKETS,REMOVED & REPLACED
100718,,
100719,INTAKE GASKET,REMOVED & REPLACED
100720,,REPLACED
100721,"BAFFLE, RIVETS, BAFFLE",REMOVED
100722,,REMOVED & REPLACED
100723,BAFFLE,REMOVED
100724,,"INSTALLED, SCREW"
100725,,"INSTALLED, SCREW"
100726,"BAFFLE, PATCH",REMOVED
100727,BOTH PLUGS,REPLACED
100728,PUSH ROD TUBE,CLAMPED
100729,"BAFFLE, BRACKET & STRIPPED, OIL COOLER",REMOVED
100730,INTAKE GASKET,REPLACED
100731,INTAKE GASKET,REPLACED
100732,INTAKE TUBE GASKET,REPLACED
100733,SCREWS,REPLACED
100734,GASKET,REMOVED & REPLACED
100735,BAFFLE PLUG,REMOVED & REPLACED
100736,INTAKE GASKET,REPLACED
100737,GASKETS,REPLACED
100738,,"ATTEMPTED, START"
100739,,"ATTEMPTED, START"
100740,,"ATTEMPTED, START"
100741,,START
100742,,REPLACED
100743,INTAKE GASKETS,REPLACED
100744,,INSTALLED
100745,,
100746,PATCH,FABRICATED
100747,"CYL, INTAKE GASKET",REPLACED
100748,INTAKE GASKET,REMOVED & REPLACED
100749,,
100750,SEAL,REMOVED & REPLACED
100751,SEAL,REMOVED & REPLACED
100752,INTAKE GASKET,REPLACED
100753,ROCKER GASKETS,REPLACED
100754,PUSH ROD SEALS,REPLACED
100755,ROCKER BOX COVER SCREWS,TIGHTENED
100756,INDUCTION TUBE GASKETS,INSTALLED
100757,INTAKE GASKETS,REMOVED & REPLACED
100758,GASKET,REPLACED
100759,BUTTON PLUGS,REPLACED
100760,INTAKE GASKET,REMOVED & REPLACED
100761,INTAKE GASKET,REMOVED & REPLACED
100762,,INSPECTED
100763,INTAKE GASKETS,REMOVED & REPLACED
100764,BOLT,REMOVED
100765,CYL,REPLACED
100766,ROCKER COVER GASKETS,REPLACED
100767,OIL COOLER,REMOVED & REPLACED
100768,CLAMP,REMOVED & REPLACED
100769,ROCKER COVER SCREWS,TIGHTENED
100770,INTAKE GASKET,REMOVED & REPLACED
100771,HELICOIL,
100772,"GASKET, A/C",REMOVED & REPLACED
100773,,REMOVED & REPLACED
100774,GASKET,REPLACED
100775,GASKET,REPLACED
100776,BAFFLE SPRING,REMOVED & REPLACED
100777,BAFFLE,"REMOVED, REMOVED & REPLACED"
100778,,CHECK
100779,"BOLT, BOLT & TORQUED",REMOVED
100780,COVERS,TIGHTENED
100781,GASKET,REMOVED & REPLACED
100782,INTAKE GASKET,REMOVED & REPLACED
100783,INTAKE GASKET,REMOVED & REPLACED
100784,,
100785,,REMOVED
100786,"DAMAGED PORTION, TUBES",REMOVED
100787,SCREWS,TIGHTENED
100788,PLUGS,REPLACED
100789,INTAKE GASKET,REMOVED & REPLACED
100790,GASKET,REMOVED & REPLACED
100791,INTAKE GASKET,REMOVED & REPLACED
100792,,CHECK
100793,"PATCH, PATCH",REMOVED
100794,"PUSH ROD TUBE TO, SEAL","ROTATED, RESEAT"
100795,GASKET,REMOVED & REPLACED
100796,GASKET,REMOVED & REPLACED
100797,SCREWS,TIGHTENED
100798,GASKET,REMOVED & REPLACED
100799,GASKET,REMOVED & REPLACED
100800,INDICATION TUBE GASKETS,INSTALLED
100801,"CYL, ROCKER COVER GASKETS",REPLACED
100802,PATCH,FABRICATED
100803,STANDOFFS,REMOVED & REPLACED
100804,GASKET,REMOVED & REPLACED
100805,"CYL, INTAKE GASKET",REPLACED
100806,SCREWS,INSTALLED
100807,,LOOSENED
100808,CYL,REPLACED
100809,ROCKER GASKET,REMOVED & REPLACED
100810,COVER GASKET,REMOVED & REPLACED
100811,RIVET,DRILLED
100812,COMPRESSION TEST (,
100813,,
100814,,REMOVED & REPLACED
100815,BAFFLE,INSTALLED
100816,INTAKE GASKET,REMOVED & REPLACED
100817,ROCKER COVER GASKETS,REMOVED & REPLACED
100818,,
100819,INDUCTION TUBE GASKET,INSTALLED
100820,ROCKER COVER GASKET,REMOVED & REPLACED
100821,INTAKE GASKET,REMOVED & REPLACED
100822,ROCKER COVER GASKETS,REMOVED & REPLACED
100823,,
100824,INTAKE TUBE GASKET,REMOVED & REPLACED
100825,,REMOVED
100826,ROCKER COVER GASKET,REPLACED
100827,"BAFFLE, SECTION","REMOVED, SECTION"
100828,INTAKE GASKET,REMOVED & REPLACED
100829,INTAKE GASKET,REMOVED & REPLACED
100830,ROCKER COVER GASKETS,REMOVED & REPLACED
100831,ROCKER SHAFT PLUGS,REMOVED & REPLACED
100832,INTAKE GASKET,REPLACED
100833,ROCKER COVER GASKET,REPLACED
100834,GASKET,REMOVED & REPLACED
100835,ENGINE,WASHED
100836,INTAKE GASKET,REMOVED & REPLACED
100837,BAFFLE SCREW,INSTALLED
100838,,"REMOVED, RIVET & REPLACED, SCREW"
100839,CK,
100840,"PUSH ROD TUBE TO, SEAL","ROTATED, RESEAT"
100841,,
100842,,
100843,ROCKER COVER,REMOVED & REPLACED
100844,SCREWS,TIGHTENED
100845,INTAKE GASKET,REMOVED & REPLACED
100846,ROCKER COVER GASKETS,REMOVED & REPLACED
100847,INTAKE GASKET,REMOVED & REPLACED
100848,OIL HOSE,REPOSITIONED & TIGHTENED
100849,SCREWS,REPLACED
100850,ROCKER COVER GASKETS,REMOVED & REPLACED
100851,,"REMOVED & REPLACED, TIE ROD"
100852,"HARDWARE, BAFFLE, SECURITY",SECURED
100853,IDLE MIXTURE ADJUSTMENTS,
100854,FUEL PUMP,REPLACED
100855,BOTH MAGS,RETIMED
100856,,
100857,,
100858,GASKETS,INSTALLED
100859,ROCKER COVER GASKETS,REMOVED & REPLACED
100860,SCREW,INSTALLED
100861,ROCKER COVER GASKETS,REMOVED & REPLACED
100862,INTAKE GASKET,REMOVED & REPLACED
100863,ROCKER COVER GASKETS,REMOVED & REPLACED
100864,INTAKE GASKET,REMOVED & REPLACED
100865,"BAFFLE, BRACKET HARDWARE",REMOVED
100866,GASKET,REPLACED
100867,GASKET,REPLACED
100868,INTAKE GASKETS,REMOVED & REPLACED
100869,INDUCTION TUBE GASKET,INSTALLED
100870,ROCKER COVER GASKETS,REMOVED & REPLACED
100871,BAFFLE SPRING,REMOVED & REPLACED
100872,BEEN PREVIOUSLY REPAIRE,HAVE
100873,DISASSEMBLY,
100874,EXHAUST VALVES,REAMING
100875,EXHAUST VALVE,REAMING
100876,"BAFFLES, HOSE",COMPLETED
100877,GASKET,REPLACED
100878,GASKETS,REMOVED & REPLACED
100879,GASKET,REMOVED & REPLACED
100880,BAFFLE SPRING,REMOVED & REPLACED
100881,RIVETS,INSTALLED
100882,INTAKE GASKET,REPLACED
100883,INTAKE GASKET,REPLACED
100884,INTAKE GASKET,REPLACED
100885,TORN PRIMER LINE,REPLACED
100886,GASKET,REMOVED & REPLACED
100887,,REMOVED & REPLACED
100888,BAFFLE SEAL,RESECURED
100889,ROCKER COVER GASKET,REMOVED & REPLACED
100890,,"INSTALLED, SCREW"
100891,OBSTRUCTION,REMOVED
100892,UP A/C,RAN
100893,INTAKE GASKETS,REMOVED & REPLACED
100894,ROCKER GASKETS,REOMVED & REPLACED
100895,SEAL,SECURED
100896,ROCKER COVER GASKE,REMOVED & REPLACED
100897,ROCKER COVER GASKE,REMOVED & REPLACED
100898,GASKETS,REMOVED & REPLACED
100899,GASKET,REMOVED & REPLACED
100900,ROCKER COVER GASKETS,REMOVED & REPLACED
100901,GASKET,REPLACED
100902,BAFFLE SEAL,REPLACED
100903,,
100904,INTAKE GASKET,REMOVED & REPLACED
100905,ROCKER COVER GASKET,REMOVED & REPLACED
100906,INTAKE GASKET,REMOVED & REPLACED
100907,ROCKER COVER GASKET,REMOVED & REPLACED
100908,,
100909,FUEL INJ NOZZLES,REMOVED
100910,SPARK PLUGS,REMOVED
100911,,REMOVED
100912,GASKET,REMOVED & REPLACED
100913,UP A/C,RAN
100914,VALVES,STAKED
100915,,"ATTEMPTED, REMAINS"
100916,A/C,RAN
100917,CYLINDER,INSTALLATION
100918,"BAFFLE, BRACKET",REMOVED
100919,ROCKER COVER GASKET,REMOVED & REPLACED
100920,,"REMOVED RUBBER BAFFLE, REINSTALL"
100921,"79, 77",
100922,ROCKER COVER GASKETS,REMOVED & REPLACED
100923,GASKET,REPLACED
100924,GASKET,REPLACED
100925,INTAKE GASKET,REMOVED & REPLACED
100926,,"REMOVED, DAMAGED"
100927,INTAKE GASKET,REPLACED
100928,GASKET,REMOVED & REPLACED
100929,GEAR,"DRESSED, RING"
100930,"CYL, ROCKER COVER GASKETS",REMOVED & REPLACED
100931,GASKET,REMOVED & REPLACED
100932,ROCKER COVER GASKET,REMOVED & REPLACED
100933,INTAKE GASKET,REMOVED & REPLACED
100934,ROCKER COVER GASKET,REMOVED & REPLACED
100935,DIPSTICK TUBE TO,"REMOVED, SCREW"
100936,GASKET,REMOVED & REPLACED
100937,GASKET,REMOVED & REPLACED
100938,ROCKER COVER GASKET,REMOVED & REPLACED
100939,BAFFLE SEAL,REMOVED & REPLACED
100940,GROUND,
100941,,REMOVED & REPLACED
100942,UP A/C,"RAN, CHECK"
100943,,"REPLACED, SCREW"
100944,INTAKE GASKETS,REMOVED & REPLACED
100945,BAFFLE SEAL,REMOVED & REPLACED
100946,GASKET,REMOVED & REPLACED
100947,OIL COOLER,ADJUSTED 
100948,RIVETS,REPLACED
100949,,
100950,ROCKER COVER GASKETS,REMOVED & REPLACED
100951,ROCKER COVER GASKET,REMOVED & REPLACED
100952,"UP A/C, DISCREPANCY",RAN
100953,GASKET,REMOVED & REPLACED
100954,ENG & BAFFLE SEALS,REINSTALLED
100955,ENGINE & SIDE BAFFLE SEALS,REINSTALLED
100956,ROCKER COVER GASKET,REMOVED & REPLACED
100957,,"RESECURED, SCREW, REMOVED & REPLACED, SCREW"
100958,ROCKER COVER SCREWS,TIGHTENED
100959,GASKET,REMOVED & REPLACED
100960,SCREW,INSTALLED
100961,GASKET,REPLACED
100962,GASKET,REPLACED
100963,GASKETS,REPLACED
100964,GASKETS,REPLACED
100965,"BAFFLE SEAL, RIVETS",TIGHTENED
100966,BAFFLE SEAL,RESECURED
100967,GASKET,REMOVED & REPLACED
100968,INTAKE GASKET,REMOVED & REPLACED
100969,BOLTS & WASHERS,INSTALLED
100970,REMOVED & REPLACED,SCREW
100971,REMOVED & REPLACED,ROCKER COVER GASKET
100972,REMOVED & REPLACED,GASKET
100973,REMOVED & REPLACED,GASKET
100974,REMOVED & REPLACED,TIE ROD
100975,PLUG,REPLACED
100976,MIXTURE,ADJUSTED
100977,INTAKE GASKET,REPLACED
100978,INTAKE GASKETS,REMOVED & REPLACED
100979,"BAFFLE SUPPORT, ROD",TIGHTENED
100980,INTAKE GASKETS,REMOVED & REPLACED
100981,ROCKER COVER GASKETS,REPLACED
100982,ROCKER COVER GASKET,REMOVED & REPLACED
100983,INTAKE GASKET,REMOVED & REPLACED
100984,INTAKE GASKETS,REMOVED & REPLACED
100985,GASKETS,REMOVED & REPLACED
100986,ROCKER COVER GASKETS,REMOVED & REPLACED
100987,"CYL, ROCKER COVER GASKET",REMOVED & REPLACED
100988,ROCKER COVER GASKET,REMOVED & REPLACED
100989,,REMOVED & REPLACED
100990,GASKETS,REMOVED & REPLACED
100991,INDUCTION TUBE GASKET,INSTALLED
100992,,"INSP, RUBBING"
100993,GASKET,REPLACED
100994,SEALS,REPLACED
100995,A/C,RAN
100996,GASKET,REMOVED & REPLACED
100997,GASKET,REPLACED
100998,"A/C, IDLE MIXTURE TO CORRECT","RAN, ADJUST"
100999,INTAKE GASKET,REMOVED & REPLACED
101000,INTAKE GASKETS,REMOVED & REPLACED
101001,GASKETS,REMOVED & REPLACED
101002,BRACKET,REMOVED & REPLACED
101003,ROCKER BOX COVER GASKETS,INSTALLED
101004,ROCKER COVER GASKETS,REMOVED & REPLACED
101005,INTAKE GASKET,REMOVED & REPLACED
101006,INTAKE GASKET,REMOVED & REPLACED
101007,IDLE,ADJUSTED
101008,GASKET,REMOVED & REPLACED
101009,BAFFLE PLUG,INSTALLED
101010,INTAKE GASKET,REPALCED
101011,SCREW,INSTALLED
101012,,
101013,ROCKER GASKET,REMOVED & REPLACED
101014,ROCKER COVER GASKET,REMOVED & REPLACED
101015,PLUG,INSTALLED
101016,"ENGINE, DUPLICATE",RUN. COULD
101017,BAFFLE,REPLACED
101018,,"REPLACED, SCREW & BARREL"
101019,GASKET,REPLACED
101020,GASKET,REMOVED & REPLACED
101021,INTAKE GASKETS,REMOVED & REPLACED
101022,GASKET,REMOVED & REPLACED
101023,,REMOVED COVER
101024,"OPS & LEAK, CK",
101025,,REMOVED COVER FROM
101026,VALVE,
101027,,RETRIEVED
101028,BAFFLE PLUGS,REMOVED & REPLACED
101029,INTAKE GASKET,REMOVED & REPLACED
101030,BAFFLE SPRING,REMOVED & REPLACED
101031,"UP A/C, DROP",RAN
101032,INTAKE TUBE GASKET,INSTALLED
101033,ROCKER COVER GASKETS,REMOVED & REPLACED
101034,,
101035,BAFFLE SEAL,RESECURED
101036,PATCH,FABRICATED
101037,"TOP & BOTTOM, OIL OR",PULLED
101038,OIL,SERVICED
101039,ROCKER BOX NOTING NO,INSPECTED
101040,,RAN
101041,,REMOVED
101042,MIXTURE,ADJUSTED
101043,INTAKE GASKET,REMOVED & REPLACED
101044,ROCKER COVER GASKET,REMOVED & REPLACED
101045,ROCKER COVER GASKET,REPLACED
101046,"CYL, CYL ASSY",REMOVED
101047,,REMOVED & REPLACED
101048,BAFFLE SCREW,INSTALLED
101049,GASKET,REMOVED & REPLACED
101050,THREADS,REPAIRED
101051,ROCKER BOX COVER GASKETS,INSTALLED
101052,GASKET,REMOVED & REPLACED
101053,CK,
101054,ROCKER GASKET,REMOVED & REPLACED
101055,TUBES,SECURED & SAFETIED
101056,BRACE,REMOVED & REPLACED
101057,"BOLT & SELF, WASHER",INSTALLED
101058,"CABLES, BAFFLE ASSY","REMOVED, REMOVE"
101059,,
101060,BAFFLE PLUGS,INSTALLED
101061,GASKET,REMOVED & REPLACED
101062,OIL SUMP SCREEN,REMOVED & REPLACED
101063,,
101064,PATCH,
101065,GASKET,REPLACED
101066,INTAKE GASKET,REMOVED & REPLACED
101067,RIVETS,INSTALLED
101068,,"REMOVED, RIVETS & INSTALLED"
101069,OIL FILLER TUBE & RESAFETIED,TIGHTENED
101070,PATCH,FABRICATED & INSTALLED
101071,BOLTS,TIGHTENED & SAFETIED
101072,GASKETS,REMOVED & REPLACED
101073,PLUGS,REMOVED & REPLACED
101074,COVERS,REMOVED & REPLACED
101075,"CYL, INTAKE GASKETS",REMOVED & REPLACED
101076,ROCKER COVER GASKET,REMOVED & REPLACED
101077,INTAKE GASKET,REMOVED & REPLACED
101078,,
101079,,
101080,BAFFLE,REMOVED & REPLACED
101081,"A/C, IDLE",RAN
101082,GASKET,REMOVED & REPLACED
101083,,STAKED
101084,ROCKER COVER GASKETS,REMOVED & REPLACED
101085,ROCKER COVER GASKETS,REPLACED
101086,GASKET,REMOVED & REPLACED
101087,SNIFFLER VALVES,CLEANED
101088,BAFFLE,REFASTENED
101089,INTAKE GASKET,REMOVED & REPLACED
101090,UP A/C,RAN
101091,GASKET,REPLACED
101092,,REMOVED & REPLACED
101093,EXHAUST VALVE,STAKED
101094,,
101095,,"RUN & STATIC, CHECKED"
101096,ROCKER COVER GASKET,REMOVED & REPLACED
101097,GASKET,REMOVED & REPLACED
101098,PLUGS,REMOVED & REPLACED
101099,ROCKER COVER GASKET,REMOVED & REPLACED
101100,"A/C, CYLINDER, EXHAUST VALVE, PUSH ROD TUBE",RAN
101101,"ENGINE, OIL RETURN LINE",WASHED
101102,BAFFLE SEAL,REMOVED & REPLACED
101103,"BAFFLE, BRACKET",REMOVED
101104,GASKET,REMOVED & REPLACED
101105,BAFFLE,REMOVED & REPLACED
101106,BAFFLE PLUGS,INSTALLED
101107,,"REMOVED & REPLACED, ROCKER COVER GASKET"
101108,ROCKER GASKETS,REMOVED & REPLACED
101109,INTAKE GASKET,REMOVED & REPLACED
101110,,"REMOVED & REPLACED, ROCKER COVER GASKETS"
101111,INTAKE GASKET,REMOVED & REPLACED
101112,GASKET,REPLACED
101113,GASKET,REMOVED & REPLACED
101114,,
101115,INTAKE GASKETS,REPLACED
101116,INTAKE GASKET,REMOVED & REPLACED
101117,"CYL, INTAKE GASKET",REMOVED & REPLACED
101118,INTAKE GASKET,REMOVED & REPLACED
101119,HMI,RERIGGED MIXTURE ARM IAW
101120,AGAIN,"REMOVED, MIXTURE, REINDEXED"
101121,"MIXTURE, CONTROL",REINDEXED
101122,,
101123,RUN A FEW SECONDS,
101124,INTAKE GASKET,REMOVED & REPLACED
101125,ROCKER COVER GASKET,REMOVED & REPLACED
101126,GASKET,REPLACED
101127,GASKET,REPLACED
101128,GASKET,REPLACED
101129,INTAKE GASKET,REMOVED & REPLACED
101130,ROCKER COVER GASKETS,REMOVED & REPLACED
101131,ROCKER COVER GASKETS,REPLACED
101132,THRUST BUTTONS,REMOVED & REPLACED
101133,ROCKER COVER GASKET,REMOVED & REPLACED
101134,GASKET,REMOVED & REPLACED
101135,GASKETS,REMOVED & REPLACED
101136,ROCKER COVER & GASKET,INSTALLED
101137,INTAKE GASKET,REMOVED & REPLACED
101138,EXHAUST VALVE,STAKED
101139,,
101140,ROCKER BOX COVER GASKET,INSTALLED
101141,PATCH,FABRICATED
101142,,INSTALLED
101143,,
101144,INTAKE GASKET,REMOVED & REPLACED
101145,BAFFLE PLUG,REMOVED & REPLACED
101146,BAFFLE BUTTON,REMOVED & REPLACED
101147,ROCKER COVER GASKETS,"REPLACED, BOTH"
101148,"DIPSTICK, OIL COOLER",REMOVED
101149,ROCKER COVER GASKET,REPLACED
101150,DIPSTICK TUBE,TIGHTENED
101151,BAFFLE,"INSTALLED, SCREW"
101152,ROCKER COVER GASKET,REMOVED & REPLACED
101153,BAFFLE TO GAIN,"REMOVED, RIVETS & RE"
101154,"GASKET, GASKET",REMOVED
101155,ROCKER GASKETS,REMOVED & REPLACED
101156,"SPARK PLUG, BAFFLE PLUGS",REMOVED & REPLACED
101157,INTAKE GASKET,REMOVED & REPLACED
101158,INTAKE GASKET,REMOVED & REPLACED
101159,BAFFLE SPRING,REMOVED & REPLACED
101160,PATCH,FABRICATED
101161,MOUNT,
101162,,
101163,GASKET,REMOVED & REPLACED
101164,GASKETS,REMOVED & REPLACED
101165,ROCKER COVER GASKET,REMOVED & REPLACED
101166,INDUCTION TUBE GASKET,INSTALLED
101167,INDUCTION TUBE GASKET,INSTALLED
101168,INTAKE GASKET,REMOVED & REPLACED
101169,INTAKE GASKETS,REMOVED & REPLACED
101170,INDUCTION TUBE GASKET,INSTALLED
101171,BAFFLE TIE,INSTALLED
101172,BAFFLE TIE IN CORRECT POSITION,REINSTALLED
101173,ROCKER COVER GASKET,REMOVED & REPLACED
101174,"A/C, CK",RAN
101175,"TOP BOLTS, CASE, ENGINE",TIGHTENED
101176,ROCKER COVER GASKET,REMOVED & REPLACED
101177,ROCKER COVER GASKET,REMOVED & REPLACED
101178,THRUST BUTTON,REMOVED & REPLACED
101179,THRUST BUTTONS,REMOVED & REPLACED
101180,SCREW,INSTALLED
101181,ROCKER COVER GASKET,REMOVED & REPLACED
101182,BAFFLE,"REMOVED, COPILOT"
101183,,
101184,"GROUND, A/C",
101185,"BAFFLE, ROD","ADJUSTED, TIGHTENED"
101186,INTAKE GASKET,REPLACED
101187,GASKET,REPLACED
101188,BAFFLE SEAL,INSTALLED
101189,,REPLACED
101190,BOTH PLUGS,REPLACED
101191,ROCKER COVER GASKET,REMOVED & REPLACED
101192,SCREW,INSTALLED
101193,,
101194,SCREWS,RETORQUED
101195,PLUGS,REMOVED & REPLACED
101196,GASKET,REMOVED & REPLACED
101197,"DIPSTICK, SCREW",REMOVED
101198,ROCKER COVER GASKETS,REMOVED & REPLACED
101199,ROCKER COVER GASKET,REMOVED & REPLACED
101200,SEAL,INSTALLED
101201,GASKET,REMOVED & REPLACED
101202,INTAKE GASKET,REMOVED & REPLACED
101203,ROCKER COVER GASKETS,REMOVED & REPLACED
101204,BAFFLE SEAL,RESECURED
101205,BAFFLE PLUGS,INSTALLED
101206,GASKET,REPLACED
101207,GASKET,REPLACED
101208,PLUGS,REPLACED
101209,ROCKER COVER GASKETS,REMOVED & REPLACED
101210,ROCKER GASKETS,REPLACED
101211,INTAKE GASKET,REMOVED & REPLACED
101212,BUTTONS,REPLACED
101213,BAFFLE,REATTACHED
101214,GASKET,REMOVED & REPLACED
101215,ROCKER GASKET,REMOVED & REPLACED
101216,ROCKER COVER GASKETS,REMOVED & REPLACED
101217,RIVETS,INSTALLED
101218,GASKETS,REPLACED
101219,GASKETS,REPLACED
101220,ROCKER COVER GASKET,REMOVED & REPLACED
101221,ROCKER COVER GASKETS,REMOVED & REPLACED
101222,ROCKER COVER GASKET,REMOVED & REPLACED
101223,ROCKER COVERS,TIGHTENED
101224,BAFFLE,INSTALLED
101225,"BAFFLE, PATCH","REMOVED, FABRICATED"
101226,BAFFLE SEAL,REMOVED & REPLACED
101227,ROCKER COVER GASKET,REMOVED & REPLACED
101228,INTAKE GASKETS,REMOVED & REPLACED
101229,ROCKER COVER GASKET,REMOVED & REPLACED
101230,ROCKER COVER GASKE,REMOVED & REPLACED
101231,"20/80, EXHAUST VALVE","COMPRESSION, STAKED"
101232,,REMOVED & REPLACED
101233,BAFFLE SEAL,RESECURED
101234,GASKET,REMOVED & REPLACED
101235,BAFFLE,"REPLACED, TIE ROD"
101236,GASKET,REMOVED & REPLACED
101237,BAFFLE SEAL,REMOVED & REPLACED
101238,INTAKE GASKETS,REMOVED & REPLACED
101239,BAFFLE & REINSTAL,"REMOVED & REPLACED, RIVETS BY REMOVING"
101240,BAFFLE PATCH,INSTALLED
101241,GASKETS,REMOVED & REPLACED
101242,GASKETS,REMOVED & REPLACED
101243,"BAFFLE, DAMAGED RIV","REMOVED, REMOVED & REPLACED"
101244,,CHECK
101245,CLAMPS,TIGHTENED
101246,GASKET,REMOVED & REPLACED
101247,GASKET,REMOVED & REPLACED
101248,GASKET,REMOVED & REPLACED
101249,GASKETS,REMOVED & REPLACED
101250,GASKET,REMOVED & REPLACED
101251,INTAKE GASKET,REMOVED & REPLACED
101252,ROCKER COVER GASKET,REMOVED & REPLACED
101253,BUTTON PLUG,REMOVED & REPLACED
101254,ENGINE,RAN SMOOTH
101255,ENGINE,RAN
101256,INTAKE GASKET,REMOVED & REPLACED
101257,ROCKER GASKET,REMOVED & REPLACED
101258,"BAFFLE, BAFFLE","REPLACED, CRACKED"
101259,ROCKER COVER GASKETS,REMOVED & REPLACED
101260,BAFFLE ROD,REMOVED & REPLACED
101261,CLAMPS,TIGHTENED
101262,OIL COOLER,"REMOVED, CLEANED"
101263,ROCKER COVER GASKET,REMOVED & REPLACED
101264,SCREW,INSTALLED
101265,GASKET,REMOVED & REPLACED
101266,,REMOVED & REPLACED
101267,ANCHOR STAND ASSY,REMOVED & REPLACED
101268,GASKET,REMOVED & REPLACED
101269,GASKET,REPLACED
101270,GASKET,REPLACED
101271,,HIDDEN
101272,GASKET,REMOVED & REPLACED
101273,ROCKER COVER GASKET,REPLACED
101274,GASKETS,REMOVED & REPLACED
101275,ROCKER COVER GASKET,REMOVED & REPLACED
101276,GASKET,REMOVED & REPLACED
101277,ROCKER COVER GA,REMOVED & REPLACED
101278,ROCKER COVER GASKETS,REMOVED & REPLACED
101279,GASKET,REMOVED & REPLACED
101280,GASKET,REMOVED & REPLACED
101281,MOUNT,"REMOVED & REPLACED, SHOCK"
101282,,REMOVED & REPLACED
101283,ROCKER GASKET,REMOVED & REPLACED
101284,ROCKER GASKETS,REMOVED & REPLACED
101285,ROCKER COVER GASKET,REMOVED & REPLACED
101286,,REMOVED & REPLACED
101287,GASKET,REMOVED & REPLACED
101288,GASKET,REMOVED & REPLACED
101289,BAFFLE,ADJUSTED
101290,INTAKE TUBE GASKET,REMOVED & REPLACED
101291,ENGINE GROUND CABLE,TIGHTENED
101292,INTAKE GASKET,REMOVED & REPLACED
101293,ROCKER COVER GASKET,REMOVED & REPLACED
101294,BAFFLE FASTENER,INSTALLED
101295,INTAKE GASKETS,REMOVED & REPLACED
101296,ROCKER COVER GASKETS,REMOVED & REPLACED
101297,"BAFFLE, SCREWS, BRACKET",REMOVED
101298,BAFFLE PLUG,INSTALLED
101299,ROCKER BOX COVER GASKET,INSTALLED
101300,ROCKER COVER GASKET,REMOVED & REPLACED
101301,GASKET,REMOVED & REPLACED
101302,GASKET,REMOVED & REPLACED
101303,ROCKER COVER GASKET,REMOVED & REPLACED
101304,PLUGS,REPLACED
101305,ROCKER COVER GASKETS,REMOVED & REPLACED
101306,ROCKER COVER GASKET,REMOVED & REPLACED
101307,ENGINE,"CLEANED & PERFORMED, RUN UP"
101308,"INTAKE PIPE, MANUAL &",RESWAGED
101309,BAFFLE SEAL,RESECURED
101310,UP A/C,RAN
101311,BAFFLE,
101312,ROCKER COVER GASKETS,REMOVED & REPLACED
101313,INTAKE GASKET,INSTALLED
101314,"ROCKER SHAFT THRUST, BUTTON",INSTALLED
101315,ROCKER BOX COVER GASKETS,INSTALLED
101316,BAFFLE ON,"REMOVED & REPLACED, REAR"
101317,GASKET,REPLACED
101318,ROCKER GASKET,REPLACED
101319,INTAKE GASKETS,REMOVED & REPLACED
101320,ROCKER COVER GASKET,REMOVED & REPLACED
101321,ROCKER COVER GASKET,REMOVED & REPLACED
101322,GASKET,REPLACED
101323,GASKET,REMOVED & REPLACED
101324,ROCKER COVER GASKET,REMOVED & REPLACED
101325,RIVETS,REPLACED
101326,ROCKER COVER GASKETS,REMOVED & REPLACED
101327,INTAKE TUBE,RESWAGED
101328,ROCKER COVER BRACKET,REMOVED & REPLACED
101329,"SCREWS, RIVETS",INSTALLED
101330,,REMOVED & REPLACED
