IDENT,PROBLEM,PROBLEM_TYPE,LOCATION,PROBLEM_PART,TAGGEDPROBLEM,EFFECT,ACTION,ACTION_TYPE,INSTALL/REPLACE WITH,ACTION_PART,TAGGEDACTION,CAUSE
100126,R/H FRONT BAFFLE SEAL LOOSE.,OK,R/H FRONT,BAFFLE SEAL,LOOSE,,RESECURED R/H FRONT BAFFLE SEAL.,,,BAFFLE SEAL,RESECURED,
100127,TOP BACK L/H CORNER BAFFLE IS CRACKED.,OK,TOP BACK L/H CORNER,BAFFLE,CRACKED,,"STOP DRILLED CRACK, FABRICATED PATCH WITH LIKE MATERIAL.",,WITH LIKE MATERIAL,"DRILLED CRACK, PATCH","STOP , FABRICATED",
100128,#2 CYLINDER INTAKE GASKET IS LEAKING.,OK,#2 CYLINDER,INTAKE GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
100129,#2 & 3 ROCKER COVER GASKETS ARE LEAKING.,OK,2 & 3,ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
100130,ENGINE STARTED RUNNING ROUGH SHORTLY AFTER TAKEOFF & LANDED,OK,ENGINE,,ROUGH,,RAN ENGINE BRIEFLY & NOTED THAT ENGINE WAS NOT RUNNING,,,ENGINE,RAN,NOTED THAT ENGINE WAS NOT RUNNING
100131,ENGINE STARTED RUNNING ROUGH SHORTLY AFTER TAKEOFF & LANDED,OK,ENGINE,,ROUGH,,"FREED EXHAUST VALVE, INSPECTED & FOUND TO BE SERVICEABL",,,EXHAUST VALVE,FREED & INSPECTED & FOUND,TO BE SERVICEABL
100132,#1 & 3 INTAKES LEAKING.,OK,#1 & 3,INTAKES,LEAKING,,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100133,#2 & 4 ROCKER COVER LEAKING.,OK,#2 & 4,ROCKER COVER,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
100134,R/H AFT BAFFLE MOUNT RIVETS ARE SHEARED.,OK,R/H AFT,BAFFLE MOUNT RIVETS,SHEARED,,DISCONNECTED LINES & WIRES TO REMOVE BAFFLE. REMOVED BA,,,BAFFLE,DISCONNECTED LINES & WIRES TO REMOVE,
100135,CHT NEEDLE BOUNCES & HAD ENGINE RUN ROUGH MOMENTARILY.,OK,ENGINE,CHT,ROUGH,BOUNCES ,"REMOVED & REPLACED CHT PROBE. INSP ENGINE, NO DEFECTS N",,,"CHT PROBE , ENGINE","REMOVED & REPLACED , INSPECTED",
100136,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT,OK,ENGINE,,WEAR,,OPS & LEAK CHECK GOOD.,,,OPS & LEAK,CHECK,
100137,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT,OK,ENGINE,,WEAR,,FINISHED INSTALLATION OF ENGINE.,,,ENGINE,INSTALLED,
100138,NOTED WEAR ON ENGINE MOUNT CAUSED BY ENGINE BREATHER SUPPORT,OK,ENGINE,,WEAR,,"REMOVED ENGINE. REPLACED ENGINE MOUNT, TORQUED ENGINE M",,,ENGINE,REMOVE & REPLACED & TORQUED,
100139,"L/H ENGINE #2, 3 & 4 INTAKES ARE LEAKING.",OK,"L/H ENGINE #2, 3 & 4",INTAKES,LEAKING,,REPLACED ALL 3 GASKETS.,,,GASKET,REPLACED,
100140,L/H ENGINE #3 ROCKER COVER IS LEAKING.,OK,L/H ENGINE #3,ROCKER COVER,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
100141,R/H ENGINE #2 & 4 ROCKER COVERS ARE LEAKING.,OK,R/H ENGINE #2 & 4,ROCKER COVERS,LEAKING,,REPLACED #2 & 4 ROCKER COVERS.,,,ROCKER COVER,REPLACED,
100142,R/H ENGINE #3 & 4 INTAKE TUBES ARE LEAKING.,OK,R/H ENGINE #3,INTAKE TUBES,LEAKING,,REPLACED #3 & 4 INTAKE GASKETS.,,,INTAKE GASKETS,REPLACED,
100143,"L/H ENGINE, LEFT AFT BAFFLE ANGLE BRACKET IS CRACKED.",OK,"L/H ENGINE, LEFT AFT",BAFFLE,CRACKED,,"REMOVED BRACE, STOP DRILLED CRACK. INSTALLED WITH LARGE A",,,"BRACE, DRILLED CRACK , LARGE A","REMOVED , STOP , INSTALLED",
100144,ROCKER BOX COVER SCREWS LOOSE.,OK,,ROCKER BOX COVER SCREWS,LOOSE,,RETORQUED SCREWS.,,,SCREW,RETORQUED,
100145,#2 ROCKER BOX COVER GASKET LEAKING.,OK,#2,ROCKER BOX COVER GASKET,LEAKING,,INSTALLED NEW #2 ROCKER BOX COVER GASKET.,,NEW,ROCKER BOX COVER GASKET,INSTALLED,
100146,#4 ROCKER COVER GASKET LEAKING.,OK,#4,ROCKER COVER GASKET,LEAKING,,INSTALLED NEW #4 ROCKER BOX COVER GASKET.,,NEW,ROCKER BOX COVER GASKET,INSTALLED,
100147,LEFT BRAKE LININGS ARE WORN OUT.,OK,LEFT,BRAKE LININGS,WORN,,REPLACED BRAKE LININGS.,,,BRAKE LININGS,REPLACED,
100148,RIGHT ENGINE #3 ROCKER COVER IS LEAKING.,OK,RIGHT ENGINE #3,ROCKER COVER,LEAKING,,REMOVED & REPLACED #3 ROCKER COVER.,,,ROCKER COVER,REMOVED & REPLACED,
100149,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,OK,ENGINE,,OVERSPEED,,LEAK CHECK GOOD.,,,LEAK,CHECK,
100150,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,OK,ENGINE,,OVERSPEED,,BEGAN VALVE TRAIN OVERSPEED INSP.,,,VALVE TRAIN OVERSPEED,INSPECTED,
100151,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,OK,ENGINE,,OVERSPEED,,BEGAN ENGINE OVERSPEED INSP IAW . IDENTIFIED & CORR,,,ENGINE OVERSPEED,INSPECTED,
100152,ENGINE OVERSPEED UP TO 3400 RPM @ TERMINATION OF AN AUTO.,OK,ENGINE,,OVERSPEED,,FINISHED VALVE TRAIN OVERSPEED INSP. WAS COMPLET,,,VALVE TRAIN OVERSPEED,INSPECTED,
100153,#2 ROCKER COVER GASKET LEAKING.,OK,#2,ROCKER COVER GASKET,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
100154,#2 CYLINDER HAS LOW COMPRESSION.,OK,#2 CYLINDER,,COMPRESSION,,"PERFORMED ENGINE RUN UP TO OPERATING TEMPERATURES, PERF",,,ENGINE,RUN,
100155,#2 ROCKER BOX COVER SCREWS LOOSE.,OK,#2,ROCKER BOX COVER SCREWS,LOOSE,,RETORQUED SCREWS.,,,SCREW,RETORQUED,
100156,#3 BAFFLE BUTTON PLUG BAD.,OK,#3,BAFFLE BUTTON PLUG,BAD,,INSTALLED NEW BUTTON PLUG.,,NEW,BUTTON PLUG,INSTALLED,
100157,R/H ENGINE ROUGH IN FLIGHT.,OK,R/H ENGINE,,ROUGH,,"RAN A/C, COULDN'T DUPLICATE DISCREP. NO DEFECTS NOTED D",,,A/C,RAN,
100158,#1 & 3 ROCKER COVERS ARE LEAKING.,OK,#1 & 3,ROCKER COVERS,LEAKING,,REMOVED & REPLACED 1 & 3 ROCKER COVERS.,,,ROCKER COVER,REMOVED & REPLACED,
100159,R/H FORWARD BAFFLE SEAL LOOSE.,OK,R/H FORWARD,BAFFLE SEAL,LOOSE,,RESECURED BAFFLE SEAL.,,,BAFFLE SEAL,RESECURED,
100160,"WHILE TAXIING, ENGINE QUIT.",OK,ENGINE,,QUIT,,FOUND #4 INTAKE WAS LEAKING. REMOVED & REPLACED INTAKE,,,INTAKE,FOUND & REMOVED & REPLACED,#4 INTAKE WAS LEAKING
100161,"R/H ENG, FORWARD I/B BAFFLE HAS SMALL CRACK.",OK,R/H ENGINE FORWARD,I/B BAFFLE,CRACKED,,STOP DRILLED CRACK.,,,DRILLED CRACK,STOP,
100162,"BOTH ENGS, ALL ROCKER COVERS LOOSE.",OK,"BOTH ENGS, ALL",ROCKER COVERS,LOOSE,,TIGHTENED ALL SCREWS FOR ROCKER COVERS.,,,SCREW,TIGHTENED,
100163,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,OPS & LEAK CHECKED GOOD.,,,OPS & LEAK,CHECKED,
100164,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,R/H ENGINE,,NEED PROBLEM,,OPS & LEAK CHECKED GOOD.,,,OPS & LEAK,CHECKED,
100165,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,R/H ENGINE,,NEED PROBLEM,,INSTALLED R/H ENGINE TO AIRFRAME.,,,ENGINE,INSTALLED,
100166,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,R/H ENGINE,,NEED PROBLEM,,FINISHED INSTALLING NACELLE WIRING.,,,NACELLE WIRING,INSTALLED,
100167,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,FINISHED REINSTALL OF NACELLE WIRING.,,,NACELLE WIRING,REINSTALL,
100168,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,R/H ENGINE,,NEED PROBLEM,,CONTINUED WIRING & ENGINE CONTROL INSTALLATION.,,,WIRING & ENGINE CONTROL,INSTALLED,
100169,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,PRESERVED CYLINDERS. PREPARED ENGINE FOR STORAGE.,,,"CYLINDER , ENGINE","PRESERVED , PREPARED",
100170,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,R/H ENGINE,,NEED PROBLEM,,SEALED CONTROL CABLE & ELECTRICAL HARNESS @ FIREWALL.,,,CONTROL CABLE & ELECTRICAL HARNESS,SEALED,
100171,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,"INSTALLED & TIMED MAGNETOS. ROUTED, CONNECTED WIRING &",,,"MAGNETOS, WIRING","INSTALLED & ROUTED, CONNECTED",
100172,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,UNPACKED ENGINE FROM PALLET. INSTALLED ENGINE ASSEMBLY TO A,,,"ENGINE , ASSEMBLY","UNPACKED , INSTALLED",
100173,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,"RAN WIRING THROUGH FIREWALL, RAN CABLES THROUGH FIREWAL",,,WIRING & CABLES,RAN,
100174,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,"ROUTED & SECURED WIRING, FUEL & OIL LINES, CONTROL CABL",,,WIRING & FUEL & OIL LINE & CONTROL CABLE,ROUTED & SECURED,
100175,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,SEALED CONTROL CABLE & ELECTRICAL HARNESS @ FIREWALL. R,,,CONTROL CABLE & ELECTRICAL HARNESS,SEALED,
100176,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,"CLEANED PLUGS, SERVICED OIL. RAN L/H ENGINE, ALL INDICA",,,"PLUG, OIL, ENGINE","CLEANED , SERVICED , RAN",
100177,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,"REMOVED LEFT ENGINE, PROP/MOUNT ASSY.",,,ENGINE,REMOVED,
100178,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,L/H ENGINE,,NEED PROBLEM,,REMOVED OIL SUMP & ACCESSORY CASE. INSPECTED IAW,,,"OIL SUMP , ACCESSORY CASE","REMOVED , INSPECTED",
100179,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,R/H ENGINE,,NEED PROBLEM,,STARTED WIRING INSTALLATION & CONTROL CABLE INSTALLATIO,,,WIRING & CONTROL CABLE,INSTALLED,
100180,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,R/H ENGINE,,NEED PROBLEM,,CONTINUED WIRING & CONTROL CABLE ROUTING. CONNECTED COW,,,"WIRING & CONTROL CABLE , COW","ROUTED , CONNECTED",
100181,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,R/H ENGINE,,NEED PROBLEM,,CONNECTED WIRING & SECURED. ATTACHED & RIGGED ENGINE CO,,,"WIRING , ENGINE","CONNECTED & SECURED, ATTACHED & RIGGED",
100182,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,R/H ENGINE,,NEED PROBLEM,,"CLEANED PLUGS, SERVICED OIL. RAN ENGINE, ALL INDICATION",,,"PLUG, OIL, ENGINE","CLEANED, SERVICED, RAN",
100183,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OK,R/H ENGINE,,NEED PROBLEM,,REMOVED R/H ENGINE/PROP/MOUNT ASSY. PRESERVED CYLS. PAL,,,"ENGINE/PROP/MOUNT ASSEMBLY , CLY","REMOVED , PRESERVED",
100184,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,DIFFICULT,,,,,REMOVED ENGINE.,,,ENGINE,REMOVED,
100185,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.,DIFFICULT,,,,,INSTALLED ENGINE AFTER REPAIR TO FIREWALL WAS COMPLETED,,,ENGINE,INSTALLED,
100186,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.,DIFFICULT,,,,,FIREWALL REPAIRED BY ODEGAARD WINGS.,,,FIREWALL,REPAIRED,
100187,#2 & 4 INTAKE GASKET LEAKING.,OK,#2 & 4,INTAKE GASKET,LEAKING,,REMOVED & REPLACED #2 & 4 INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
100188,#2 INTAKE LEAKING.,OK,#2,INTAKE,LEAKING,,REMOVED & REPLACED INTAKE GASKET.,,,INTAKE GASKETS,REMOVED & REPLACED,
100189,#3 ROCKER COVER LEAKING.,OK,#3,ROCKER COVER,LEAKING,,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100190,AFT BAFFLE SCREW LOOSE.,OK,AFT,BAFFLE SCREW,LOOSE,,TIGHTENED BAFFLE SCREW.,,,BAFFLE SCREW,TIGHTENED,
100191,#4 REAR ENGINE BAFFLE CRACKED.,OK,#4 REAR ENGINE,BAFFLE,CRACKED,,STOP DRILLED CRACK.,,,DRILLED CRACK,STOP,
100192,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDERS).,OK,ALL CYLINDERS,INDUCTION TUBE HOSE CLAMPS,LOOSE,,TIGHTENED HOSE CLAMPS.,,,HOSE CLAMP,TIGHTENED,
100193,#3 CYLINDER EXHAUST SEAL LEAKING.,OK,#3 CYLINDER,EXHAUST SEAL,LEAKING,,REMOVED & REPLACED SEAL.,,,SEAL,REMOVED & REPLACED,
100194,FELT ON #1 & 3 BAFFLE COMING LOOSE.,OK,#1 & 3,BAFFLE,LOOSE,,PREPPED AREA & APPLIED SEALANT.,,,SEALANT,PREPPED & APPLIED,
100195,ENGINE BAFFLE BUTTONS WORN.,OK,ENGINE,BAFFLE BUTTONS,WORN,,REMOVED & REPLACED ENGINE BAFFLE BUTTONS ON L/H & R/H.,,,ENGINE BAFFLE BUTTONS,REMOVED & REPLACED,
100196,MISSING SCREW ON #3 ROCKER COVER.,OK,#3,ROCKER COVER SCREW,MISSING,,INSTALLED NEW SCREW.,,NEW,SCREW,INSTALLED,
100197,#2 & 4 INTAKES ARE LEAKING.,OK,#2 & 4,INTAKES,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
100198,#2 ROCKER COVER GASKET LEAKING.,OK,#2,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100199,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T,OK,ENGINE,,ROUGH,,"STARTED A/C, VERIFIED ENGINE RUNS VERY ROUGH. #3 EXHAUST GAS TEMPERATURE WA",,,"A/C, ENGINE","STARTED, VERIFIED",
100200,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T,OK,ENGINE,,ROUGH,,PERFORMED SI 388C ON ALL 4 CYLINDERS. REAMED EXHAUST VA,,,"CYLINDER, EXHAUST VA","PERFORMED, REAMED",
100201,"LACING CORD LOOSE ON SCAT TUBING + IGNITION LEAD TO FRAME, R/H SI",OK,R/H,LACING CORD,LOOSE,,REPLACED BOTH LACINGS.,,,LACINGS,REPLACED,
100202,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,OK,ALL ON L/H ENGINE,ROCKER COVER SCREWS,LOOSE,,TIGHTENED ALL SCREWS.,,,SCREW,TIGHTENED,
100203,#2 INTAKE LEAKING ON R/H ENGINE.,OK,#2 ON R/H ENGINE,INTAKE,LEAKING,,REMOVED & REPLACED #2 INTAKE GASKET ON R/H ENGINE.,,,INTAKE GASKET,REMOVED & REPLACED,
100204,"INTAKES 2, # & 4 LEAKING ON L/H ENGINE.",OK,"2, # & 4 ON L/H ENGINE",INTAKES,LEAKING,,"REMOVED & REPLACED INTAKE GASKET 2, 3 & 4 ON L/H ENGINE",,,INTAKE GASKET,REMOVED & REPLACED,
100205,ROCKER COVERS 2 & 4 LEAKING ON R/H ENGINE.,OK,2 & 4 ON R/H ENGINE,ROCKER COVERS,LEAKING,,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS ON R/H E,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100206,"ON RIGHT ENGINE START, ENGINE RAN VERY ROUGH.",OK,RIGHT ENGINE,,ROUGH,,"REMOVED & REPLACED #3 CYLINDER ASSY. REEMED 1, 2, 4 EXHAUST",,,"CYLINDER ASSEMBLY, EXHAUST","REMOVED & REPLACED , REEMED",
100207,"ON RIGHT ENGINE START, ENGINE RAN VERY ROUGH.",OK,RIGHT ENGINE,,ROUGH,,"RAN ENGINE, #3 CYLINDER NO EGT. PULLED PROP THROUGH 4 COMPRE",,,"ENGINE, PROP",RAN & PULLED,
100208,#2 INTAKE IS LEAKING.,OK,#2,INTAKE,LEAKING,,REMOVED & REPLACED INTAKE GASKETS.,,,INTAKE GASKETS,REMOVED & REPLACED,
100209,CYLINDER #2 INTAKE GASKET IS LEAKING.,OK,CYLINDER #2,INTAKE GASKET,LEAKING,,REMOVED & REPLACED CYLINDER #2 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
100210,CYLINDER #2 & 3 ROCKER COVERS LEAKING.,OK,CYLINDER #2 & 3,ROCKER COVERS,LEAKING,,REMOVED & REPLACED CYLINDER #2 & 3 ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REMOVED & REPLACED,
100211,CYLINDER #3 AFT BAFFLE I/B SCREW BRACKET RIVETS ARE SHEARED OFF.,OK,CYLINDER #3 AFT,BAFFLE I/B SCREW BRACKET RIVETS,SHEARED,,"REMOVED CYLINDER #3 AFT BAFFLE, REPLACED BROKEN FASTENERS &",,,"BAFFLE, BROKEN FASTENER",REMOVED & REPLACED,
100212,#3 ROCKER COVER LEAKING.,OK,#3,ROCKER COVER,LEAKING,,REMOVED & REPLACED ROCKER COVER WITH NEW.,,NEW,ROCKER COVER,REMOVED & REPLACED,
100213,#2 & 4 ROCKER COVER GASKETS LEAKING.,OK,#2 & 4,ROCKER COVER GASKETS,LEAKING,,REMOVED & REPLACED GASKETS.,,,GASKETS,REMOVED & REPLACED,
100214,R/H ENGINE #2 INTAKE IS LEAKING.,OK,R/H ENGINE #2,INTAKE,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
100215,L/H ENGINE #4 ROCKER COVER GASKET LEAKING.,OK,L/H ENGINE #4,ROCKER COVER GASKET,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
100216,"R/H ENGINE, ALL 4 ROCKER COVER GASKETS SEEPING.",OK,"R/H ENGINE, ALL 4",ROCKER COVER GASKETS,SEEPING,,REMOVED & REPLACED ALL GASKETS.,,,GASKETS,REMOVED & REPLACED,
100217,R/H REAR ENGINE BAFFLE SCREW MISSING.,OK,R/H REAR ENGINE,BAFFLE SCREW,MISSING,,INSTALLED NEW SCREW.,,NEW,SCREW,INSTALLED,
100218,ROCKER BOX COVER SCREWS LOOSE (ALL CYLINDERS).,OK,ALL CYLINDERS,ROCKER BOX COVER SCREWS,LOOSE,,RETORQUED SCREWS.,,,SCREW,RETORQUED,
100219,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDERS).,OK,ALL CYLINDERS,INDUCTION TUBE HOSE CLAMPS,LOOSE,,TIGHTENED HOSE CLAMPS.,,,HOSE CLAMP,TIGHTENED,
100220,#2 INTAKE LEAKING.,OK,#2,INTAKE,LEAKING,,REMOVED & REPLACED #2 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
100221,#4 ROCKER COVER IS LEAKING.,OK,#4,ROCKER COVER,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100222,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDER).,OK,ALL CYLINDER,INDUCTION TUBE HOSE CLAMPS,LOOSE,,TIGHTENED HOSE CLAMPS.,,,HOSE CLAMP,TIGHTENED,
100223,#2 & 4 ROCKER BOX COVER SCREWS LOOSE.,OK,#2 & 4,ROCKER BOX COVER SCREWS,LOOSE,,RETORQUED #2 & 4 ROCKER BOX COVER SCREWS.,,,SCREW,RETORQUED,
100224,L/H ENGINE #1 INTAKE LEAKING.,OK,L/H ENGINE #1,INTAKE,LEAKING,,REMOVED & REPLACED L/H #1 INTAKE GASKET.,,,INTAKE GASKET,REMOVED & REPLACED,
100225,R/H ENGINE #2 & 1 INTAKE LEAKING.,OK,R/H ENGINE #2 & 1,INTAKE,LEAKING,,REMOVED & REPLACED R/H ENGINE INTAKE GASKETS 1 & 2.,,,INTAKE GASKET,REMOVED & REPLACED,
100226,R/H FORWARD UPPER BAFFLE SEAL IS LOOSE.,OK,R/H FORWARD UPPER,BAFFLE SEAL,LOOSE,,REPLACED BAFFLE SEAL.,,,BAFFLE SEAL,REPLACED,
100227,#4 ROCKER COVER IS LEAKING.,OK,#4,ROCKER COVER,LEAKING,,REMOVED & REPLACED GASKET.,,,GASKET,REMOVED & REPLACED,
100228,ROCKER BOX COVER SCREWS LOOSE.,OK,,ROCKER BOX COVER SCREWS,LOOSE,,RETORQUE ROCKER BOX COVER SCREWS.,,,SCREW,RETORQUE,
100229,#4 ROCKER GASKET LEAKING.,OK,#4,ROCKER GASKET,LEAKING,,REPLACED ROCKER GASKET.,,,ROCKER GASKET,REPLACED,
100230,#2 ROCKER COVER IS LEAKING.,OK,#2,ROCKER COVER,LEAKING,,REMOVED & REPLACED ROCKER COVER GASKET.,,,ROCKER COVER GASKET,REMOVED & REPLACED,
100231,#4 CYLINDER HAS NO COMPRESSION.,OK,#4 CYLINDER,,COMPRESSION,,"INSTALLED NEW GASKET, LEAK CHECK GOOD.",,NEW,"GASKET, LEAK","INSTALLED , CHECK",
100232,#4 CYLINDER HAS NO COMPRESSION.,OK,#4 CYLINDER,,COMPRESSION,,"INSPECTED VALVES, FOUND NO DEFECTS. RAN A/C & RECHECKED",,,"VALVE , A/C",INSPECTED & RAN & RECHECKED,
100233,SCREW MISSING ON #3 BAFFLE.,OK,#3,BAFFLE SCREW,MISSING,,REPLACED SCREW.,,,SCREW,REPLACED,
100234,#2 ROCKER COVER IS LEAKING.,OK,#2,ROCKER COVER,LEAKING,,REPLACED GASKET.,,,GASKET,REPLACED,
100235,INDUCTION TUBE HOSE CLAMPS LOOSE.,OK,,INDUCTION TUBE HOSE CLAMPS,LOOSE,,TIGHTENED HOSE CLAMPS.,,,HOSE CLAMP,TIGHTENED,
100236,R/H ENGINE CYLINDER #3 INTAKE IS LEAKING.,OK,R/H ENGINE CYLINDER #3,INTAKE,LEAKING,,REPLACED INTAKE GASKET.,,,INTAKE GASKET,REPLACED,
100237,L/H ENGINE #4 INDUCTION TUBE GASKET LEAKING.,OK,L/H ENGINE #4,INDUCTION TUBE GASKET,LEAKING,,REPLACED INTAKE GASKET.,,,INTAKE GASKET,REPLACED,
100238,L/H ENGINE CYLINDER #1 FORWARD BAFFLE SEAL IS LOOSE.,OK,L/H ENGINE CYLINDER #1,BAFFLE SEAL,LOOSE,,RESECURED #1 FORWARD BAFFLE SEAL.,,,BAFFLE SEAL,RESECURED,
100239,"L/H ENGINE #1, 2 & 3 ROCKER BOX COVERS LEAKING.",OK,"L/H ENGINE #1, 2 & 3",ROCKER BOX COVERS,LEAKING,,REPLACED ROCKER COVER GASKETS.,,,ROCKER COVER GASKETS,REPLACED,
100240,R/H ENGINE #2 INTAKE TUBE GASKET IS LEAKING.,OK,R/H ENGINE #2,INTAKE TUBE GASKET,LEAKING,,INSTALLED NEW #2 INTAKE TUBE GASKET.,,NEW,INTAKE TUBE GASKET,INSTALLED,
100241,R/H ENGINE ALL ROCKER COVER GASKETS LEAKING.,OK,R/H ENGINE ALL,ROCKER COVER GASKETS,LEAKING,,INSTALLED NEW R/H ENGINE ROCKER BOX COVER GASKETS.,,NEW,ROCKER BOX COVER GASKET,INSTALLED,
100242,AFT BAFFLE BRACKET RIVETS SHEARED.,OK,AFT,BAFFLE BRACKET RIVETS,SHEARED,,RESECURED BAFFLE BRACKET.,,,BAFFLE BRACKET,RESECURED,
100243,#3 AFT BAFFLE IS WORN THROUGH AT I/B CYLINDER WRAP.,OK,#3 AFT,BAFFLE,WORN,,REMOVED WORN PIECE. FABRICATED REPLACEMENT FROM LIKE MA,,LIKE MA,WORN PIECE,REMOVED & FABRICATED,
100244,FRONT R/H BAFFLE SIDE HAS A CRACK BY SCREW.,OK,FRONT R/H,BAFFLE,CRACKED,,STOP DRILLED CRACK.,,,DRILLED CRACK,STOP,
100245,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,OK,FRONT R/H,BAFFLE,WORN,,REMOVED BAFFLE.,,,BAFFLE,REMOVED,
100246,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,OK,FRONT R/H,BAFFLE,WORN,,FABRICATED PATCH WITH LIKE MATERIALS. RIVETED IAW,,LIKE MATERIALS,PATCH,"FABRICATED , RIVETED",
100247,"#2, 3 & 4 ROCKER GASKETS LEAKING.",OK,"#2, 3 & 4",ROCKER GASKETS,LEAKING,,"REPLACED #2, 3 & 4 ROCKER GASKETS. LEAK CHECK GOOD.",,,"ROCKER GASKET, LEAK",REPLACED & CHECK,
100248,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,OK,#3 AFT,BAFFLE,CRACKED,,INSTALLED NEW BAFFLE.,,NEW,BAFFLE,INSTALLED,
100249,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,OK,#3 AFT,BAFFLE,CRACKED,,REMOVED R/H REAR BAFFLE.,,,BAFFLE,REMOVED,
